id,data_lancamento,conta,tipo,valor,regiao,documento,centro_custo
4400,2025-09-18,Custo de Mercadorias,Débito,40306.12,Norte,DOC-004400,RH
4401,2022-09-24,Depreciação,Débito,28234.6,Sul,DOC-004401,Vendas
4402,2025-08-25,Despesas com Pessoal,Crédito,85272.79,Sudeste,DOC-004402,Vendas
4403,2024-02-07,Receita de Serviços,Crédito,29331.37,Sul,DOC-004403,Financeiro
4404,2023-06-04,Despesas com Pessoal,Débito,55167.97,Nordeste,DOC-004404,Logística
4405,2022-05-13,Marketing,Crédito,71377.3,Norte,DOC-004405,RH
4406,2025-12-15,Juros Passivos,Crédito,76009.07,Sudeste,DOC-004406,Vendas
4407,2023-12-04,Marketing,Crédito,35527.52,Sudeste,DOC-004407,TI
4408,2024-11-06,Despesas Administrativas,Débito,2701.56,Nordeste,DOC-004408,TI
4409,2025-08-23,Despesas com Pessoal,Débito,60166.22,Nordeste,DOC-004409,TI
4410,2022-05-07,Depreciação,Crédito,31877.66,Nordeste,DOC-004410,Financeiro
4411,2023-06-26,Marketing,Crédito,38869.6,Sul,DOC-004411,Vendas
4412,2023-07-07,Custo de Mercadorias,Débito,71496.0,Centro-Oeste,DOC-004412,Financeiro
4413,2025-12-14,Depreciação,Crédito,11617.28,Sul,DOC-004413,Logística
4414,2023-09-30,Receita de Serviços,Crédito,77606.89,Norte,DOC-004414,TI
4415,2024-10-28,Outras Receitas,Crédito,93264.51,Nordeste,DOC-004415,Vendas
4416,2025-04-08,Despesas com Pessoal,Débito,43574.27,Nordeste,DOC-004416,Financeiro
4417,2023-06-26,Impostos,Crédito,17522.28,Norte,DOC-004417,Financeiro
4418,2022-02-02,Depreciação,Crédito,88711.8,Norte,DOC-004418,Financeiro
4419,2022-01-17,Impostos,Crédito,34421.96,Centro-Oeste,DOC-004419,RH
4420,2024-06-01,Depreciação,Débito,497.91,Sul,DOC-004420,RH
4421,2024-11-20,Despesas Administrativas,Débito,82778.73,Norte,DOC-004421,TI
4422,2023-02-25,Depreciação,Débito,46743.19,Nordeste,DOC-004422,TI
4423,2025-06-04,Despesas com Pessoal,Débito,37399.37,Norte,DOC-004423,Marketing
4424,2025-08-19,Depreciação,Débito,55644.85,Sudeste,DOC-004424,Vendas
4425,2022-02-12,Receita de Vendas,Débito,45396.33,Sudeste,DOC-004425,Logística
4426,2024-05-15,Receita de Vendas,Crédito,88705.97,Norte,DOC-004426,TI
4427,2025-11-06,Depreciação,Crédito,16963.06,Sudeste,DOC-004427,TI
4428,2023-08-22,Juros Passivos,Débito,94341.61,Centro-Oeste,DOC-004428,Contabilidade
4429,2022-03-10,Receita de Serviços,Débito,96311.61,Sudeste,DOC-004429,Vendas
4430,2022-09-29,Despesas Administrativas,Débito,68503.92,Nordeste,DOC-004430,Logística
4431,2025-02-23,Receita de Serviços,Débito,9379.82,Centro-Oeste,DOC-004431,Vendas
4432,2022-03-21,Despesas com Pessoal,Débito,50494.83,Norte,DOC-004432,RH
4433,2022-02-01,Impostos,Crédito,30480.56,Sudeste,DOC-004433,Marketing
4434,2022-10-31,Depreciação,Débito,48690.8,Sudeste,DOC-004434,Logística
4435,2022-07-20,Despesas Administrativas,Crédito,76678.43,Norte,DOC-004435,Marketing
4436,2025-04-19,Marketing,Crédito,46091.45,Norte,DOC-004436,Marketing
4437,2023-06-23,Despesas Administrativas,Crédito,56443.73,Norte,DOC-004437,RH
4438,2023-01-30,Custo de Mercadorias,Débito,67648.67,Nordeste,DOC-004438,Marketing
4439,2024-04-09,Despesas com Pessoal,Débito,70118.74,Sudeste,DOC-004439,RH
4440,2025-05-25,Outras Receitas,Débito,30585.53,Norte,DOC-004440,RH
4441,2025-05-26,Impostos,Débito,47836.84,Centro-Oeste,DOC-004441,Marketing
4442,2022-10-27,Custo de Mercadorias,Débito,11018.18,Norte,DOC-004442,Marketing
4443,2025-08-31,Impostos,Crédito,21147.47,Norte,DOC-004443,TI
4444,2022-01-06,Juros Passivos,Débito,28561.35,Norte,DOC-004444,Contabilidade
4445,2022-02-07,Depreciação,Débito,1823.09,Sul,DOC-004445,TI
4446,2025-07-17,Outras Receitas,Crédito,44094.95,Norte,DOC-004446,TI
4447,2024-08-04,Receita de Serviços,Crédito,4003.59,Sul,DOC-004447,Logística
4448,2023-11-13,Receita de Serviços,Débito,64554.29,Nordeste,DOC-004448,TI
4449,2024-09-17,Receita de Vendas,Crédito,91870.14,Sul,DOC-004449,Contabilidade
4450,2024-12-31,Receita de Vendas,Débito,87858.92,Norte,DOC-004450,TI
4451,2025-03-04,Outras Receitas,Crédito,3029.86,Sudeste,DOC-004451,Contabilidade
4452,2025-06-18,Custo de Mercadorias,Crédito,71638.47,Nordeste,DOC-004452,TI
4453,2024-01-06,Depreciação,Débito,2971.13,Sul,DOC-004453,Financeiro
4454,2022-03-14,Custo de Mercadorias,Débito,25983.0,Sul,DOC-004454,Financeiro
4455,2023-09-06,Custo de Mercadorias,Débito,56341.26,Centro-Oeste,DOC-004455,RH
4456,2023-05-17,Despesas com Pessoal,Crédito,85170.71,Centro-Oeste,DOC-004456,Vendas
4457,2024-10-25,Juros Passivos,Crédito,93403.11,Norte,DOC-004457,RH
4458,2024-02-12,Impostos,Débito,53474.73,Centro-Oeste,DOC-004458,Vendas
4459,2025-06-29,Receita de Serviços,Débito,26869.43,Centro-Oeste,DOC-004459,Vendas
4460,2023-04-06,Depreciação,Crédito,30406.96,Norte,DOC-004460,Vendas
4461,2022-01-06,Outras Receitas,Crédito,54786.26,Sudeste,DOC-004461,Financeiro
4462,2022-12-05,Depreciação,Débito,10131.11,Sudeste,DOC-004462,Contabilidade
4463,2025-03-17,Impostos,Débito,91009.42,Nordeste,DOC-004463,RH
4464,2024-02-17,Receita de Serviços,Débito,50114.37,Nordeste,DOC-004464,RH
4465,2022-01-28,Despesas Administrativas,Débito,26909.99,Centro-Oeste,DOC-004465,Vendas
4466,2025-11-17,Despesas com Pessoal,Débito,2147.16,Centro-Oeste,DOC-004466,TI
4467,2025-11-30,Marketing,Crédito,89830.7,Norte,DOC-004467,Vendas
4468,2025-06-02,Receita de Vendas,Débito,62476.87,Centro-Oeste,DOC-004468,Contabilidade
4469,2023-02-23,Marketing,Crédito,23710.9,Sudeste,DOC-004469,Vendas
4470,2023-12-15,Outras Receitas,Crédito,94156.27,Sudeste,DOC-004470,Vendas
4471,2024-12-17,Outras Receitas,Débito,29872.32,Sudeste,DOC-004471,Marketing
4472,2023-05-13,Impostos,Débito,88707.39,Centro-Oeste,DOC-004472,Marketing
4473,2025-10-05,Despesas Administrativas,Débito,40152.33,Norte,DOC-004473,Financeiro
4474,2022-08-05,Depreciação,Débito,23578.27,Nordeste,DOC-004474,RH
4475,2025-11-12,Outras Receitas,Crédito,76126.2,Sudeste,DOC-004475,Logística
4476,2024-08-10,Outras Receitas,Débito,89646.24,Norte,DOC-004476,Financeiro
4477,2024-10-20,Depreciação,Crédito,57388.41,Sudeste,DOC-004477,Financeiro
4478,2022-10-21,Custo de Mercadorias,Crédito,51128.08,Nordeste,DOC-004478,Financeiro
4479,2025-12-02,Juros Passivos,Débito,26646.21,Sul,DOC-004479,TI
4480,2022-06-04,Despesas Administrativas,Débito,20477.77,Norte,DOC-004480,Marketing
4481,2025-03-17,Outras Receitas,Débito,81417.9,Sudeste,DOC-004481,Vendas
4482,2023-03-30,Impostos,Débito,50600.04,Sudeste,DOC-004482,TI
4483,2024-10-22,Custo de Mercadorias,Débito,59258.61,Nordeste,DOC-004483,Vendas
4484,2024-05-27,Outras Receitas,Débito,35909.14,Sul,DOC-004484,TI
4485,2023-05-24,Outras Receitas,Crédito,82405.09,Norte,DOC-004485,Vendas
4486,2025-09-02,Marketing,Débito,77362.54,Centro-Oeste,DOC-004486,Marketing
4487,2025-07-30,Depreciação,Débito,17016.23,Nordeste,DOC-004487,Contabilidade
4488,2022-06-26,Juros Passivos,Crédito,75246.5,Sudeste,DOC-004488,RH
4489,2022-03-05,Despesas com Pessoal,Débito,72752.8,Nordeste,DOC-004489,Contabilidade
4490,2024-02-13,Impostos,Débito,22224.3,Centro-Oeste,DOC-004490,Logística
4491,2022-09-11,Despesas Administrativas,Crédito,5558.79,Centro-Oeste,DOC-004491,Marketing
4492,2022-01-22,Depreciação,Crédito,60614.95,Centro-Oeste,DOC-004492,TI
4493,2023-08-01,Despesas Administrativas,Crédito,29912.2,Nordeste,DOC-004493,Financeiro
4494,2024-06-15,Depreciação,Débito,14458.19,Norte,DOC-004494,TI
4495,2023-02-15,Juros Passivos,Débito,37303.12,Sudeste,DOC-004495,Financeiro
4496,2025-01-28,Juros Passivos,Débito,32642.42,Sul,DOC-004496,Vendas
4497,2023-02-13,Receita de Serviços,Débito,97666.38,Norte,DOC-004497,TI
4498,2025-04-04,Custo de Mercadorias,Débito,2968.14,Sul,DOC-004498,TI
4499,2023-02-23,Depreciação,Débito,30923.83,Centro-Oeste,DOC-004499,Marketing
4500,2024-01-16,Marketing,Crédito,35276.99,Centro-Oeste,DOC-004500,Vendas
4501,2025-06-16,Impostos,Crédito,55883.94,Norte,DOC-004501,RH
4502,2023-10-23,Receita de Vendas,Crédito,70103.58,Norte,DOC-004502,Marketing
4503,2022-06-24,Impostos,Débito,10898.16,Centro-Oeste,DOC-004503,RH
4504,2024-11-17,Custo de Mercadorias,Débito,54820.42,Norte,DOC-004504,Financeiro
4505,2023-10-03,Custo de Mercadorias,Crédito,59590.88,Sul,DOC-004505,Contabilidade
4506,2022-07-23,Custo de Mercadorias,Crédito,49709.35,Sul,DOC-004506,TI
4507,2025-06-24,Impostos,Crédito,92131.72,Nordeste,DOC-004507,Vendas
4508,2025-12-14,Receita de Serviços,Crédito,92799.41,Nordeste,DOC-004508,Financeiro
4509,2022-05-07,Despesas Administrativas,Débito,52091.56,Centro-Oeste,DOC-004509,Vendas
4510,2023-06-06,Despesas com Pessoal,Débito,93057.29,Sudeste,DOC-004510,Marketing
4511,2023-03-24,Despesas com Pessoal,Crédito,59999.83,Sul,DOC-004511,Marketing
4512,2022-10-10,Outras Receitas,Débito,91716.03,Sul,DOC-004512,Vendas
4513,2024-04-02,Marketing,Crédito,48899.69,Centro-Oeste,DOC-004513,Contabilidade
4514,2025-05-09,Receita de Serviços,Crédito,12657.49,Centro-Oeste,DOC-004514,Logística
4515,2024-05-12,Impostos,Débito,65468.36,Sudeste,DOC-004515,Vendas
4516,2023-09-27,Marketing,Crédito,10090.51,Norte,DOC-004516,Marketing
4517,2022-10-27,Despesas com Pessoal,Crédito,12839.21,Sudeste,DOC-004517,Contabilidade
4518,2024-01-09,Outras Receitas,Crédito,15969.93,Sudeste,DOC-004518,RH
4519,2022-05-01,Receita de Serviços,Crédito,93291.33,Sudeste,DOC-004519,Vendas
4520,2023-01-10,Despesas Administrativas,Crédito,4138.64,Sudeste,DOC-004520,Marketing
4521,2023-07-23,Receita de Serviços,Débito,62545.83,Centro-Oeste,DOC-004521,Vendas
4522,2024-05-17,Impostos,Crédito,78100.49,Centro-Oeste,DOC-004522,Vendas
4523,2024-11-01,Impostos,Débito,92292.73,Centro-Oeste,DOC-004523,Logística
4524,2025-02-01,Marketing,Crédito,18432.17,Sul,DOC-004524,Logística
4525,2022-09-26,Receita de Serviços,Crédito,45963.14,Centro-Oeste,DOC-004525,TI
4526,2025-11-03,Despesas com Pessoal,Crédito,91767.9,Norte,DOC-004526,Marketing
4527,2025-09-06,Depreciação,Crédito,15153.89,Nordeste,DOC-004527,Contabilidade
4528,2024-08-18,Receita de Vendas,Débito,90019.94,Sul,DOC-004528,Logística
4529,2023-08-29,Juros Passivos,Crédito,64798.27,Nordeste,DOC-004529,RH
4530,2025-01-02,Receita de Serviços,Crédito,55790.02,Nordeste,DOC-004530,Logística
4531,2025-09-16,Custo de Mercadorias,Débito,98887.94,Nordeste,DOC-004531,Marketing
4532,2024-04-15,Outras Receitas,Débito,10948.58,Norte,DOC-004532,Financeiro
4533,2024-09-30,Receita de Vendas,Crédito,31062.47,Nordeste,DOC-004533,Contabilidade
4534,2023-10-02,Impostos,Crédito,11324.37,Centro-Oeste,DOC-004534,Marketing
4535,2024-03-30,Despesas Administrativas,Débito,90542.5,Nordeste,DOC-004535,Contabilidade
4536,2025-05-06,Outras Receitas,Crédito,70067.83,Nordeste,DOC-004536,Marketing
4537,2022-12-13,Depreciação,Débito,83983.03,Sudeste,DOC-004537,Vendas
4538,2025-06-20,Depreciação,Crédito,93493.72,Centro-Oeste,DOC-004538,RH
4539,2025-02-25,Depreciação,Crédito,10400.84,Nordeste,DOC-004539,Contabilidade
4540,2024-01-18,Receita de Vendas,Crédito,76955.83,Sudeste,DOC-004540,Marketing
4541,2022-12-29,Impostos,Débito,18108.71,Sul,DOC-004541,Financeiro
4542,2025-05-16,Despesas com Pessoal,Crédito,50676.28,Nordeste,DOC-004542,Contabilidade
4543,2022-04-13,Custo de Mercadorias,Débito,92868.7,Centro-Oeste,DOC-004543,RH
4544,2024-02-14,Custo de Mercadorias,Crédito,85356.9,Nordeste,DOC-004544,RH
4545,2025-09-24,Marketing,Débito,7383.04,Sul,DOC-004545,Financeiro
4546,2025-04-26,Impostos,Débito,98985.75,Norte,DOC-004546,RH
4547,2024-04-06,Despesas Administrativas,Débito,9344.87,Norte,DOC-004547,Financeiro
4548,2023-12-23,Despesas com Pessoal,Débito,76102.81,Norte,DOC-004548,Contabilidade
4549,2023-05-11,Depreciação,Crédito,13983.08,Nordeste,DOC-004549,Vendas
4550,2023-02-12,Marketing,Débito,24023.84,Nordeste,DOC-004550,Vendas
4551,2022-05-05,Marketing,Crédito,80413.52,Sul,DOC-004551,Marketing
4552,2024-02-19,Receita de Vendas,Débito,9097.66,Norte,DOC-004552,Financeiro
4553,2024-03-09,Impostos,Débito,80211.28,Nordeste,DOC-004553,Logística
4554,2023-04-17,Outras Receitas,Débito,42480.39,Sul,DOC-004554,RH
4555,2024-01-29,Despesas com Pessoal,Débito,80294.48,Centro-Oeste,DOC-004555,Contabilidade
4556,2025-01-04,Impostos,Débito,50728.29,Norte,DOC-004556,Contabilidade
4557,2022-01-31,Marketing,Crédito,61417.08,Sul,DOC-004557,Logística
4558,2022-03-11,Impostos,Crédito,28191.01,Sudeste,DOC-004558,Financeiro
4559,2024-11-25,Outras Receitas,Débito,32990.72,Sudeste,DOC-004559,Financeiro
4560,2024-02-23,Receita de Vendas,Crédito,27174.62,Sul,DOC-004560,Vendas
4561,2025-06-17,Depreciação,Crédito,54895.43,Centro-Oeste,DOC-004561,Contabilidade
4562,2023-11-14,Despesas com Pessoal,Débito,53829.95,Norte,DOC-004562,RH
4563,2023-07-15,Outras Receitas,Crédito,10232.03,Nordeste,DOC-004563,TI
4564,2022-10-05,Receita de Serviços,Débito,82580.4,Sul,DOC-004564,Contabilidade
4565,2025-02-26,Custo de Mercadorias,Crédito,71877.05,Sudeste,DOC-004565,TI
4566,2025-03-04,Despesas Administrativas,Crédito,75992.96,Centro-Oeste,DOC-004566,Vendas
4567,2022-03-26,Outras Receitas,Crédito,42200.86,Sul,DOC-004567,RH
4568,2022-10-18,Depreciação,Débito,2260.09,Norte,DOC-004568,Contabilidade
4569,2024-04-10,Despesas com Pessoal,Crédito,86805.21,Norte,DOC-004569,Logística
4570,2024-08-25,Juros Passivos,Débito,36516.61,Sul,DOC-004570,Logística
4571,2024-01-22,Despesas com Pessoal,Débito,25453.61,Sul,DOC-004571,Logística
4572,2024-03-22,Outras Receitas,Crédito,63322.35,Sudeste,DOC-004572,RH
4573,2022-09-13,Despesas Administrativas,Débito,82218.45,Norte,DOC-004573,Logística
4574,2025-03-11,Custo de Mercadorias,Débito,70242.04,Sul,DOC-004574,Contabilidade
4575,2022-02-06,Marketing,Débito,86185.11,Centro-Oeste,DOC-004575,Financeiro
4576,2025-03-10,Receita de Serviços,Crédito,85685.45,Sul,DOC-004576,Marketing
4577,2025-02-04,Despesas Administrativas,Crédito,30078.52,Norte,DOC-004577,TI
4578,2023-02-21,Marketing,Crédito,2474.69,Nordeste,DOC-004578,Marketing
4579,2025-06-04,Outras Receitas,Débito,51342.03,Norte,DOC-004579,Financeiro
4580,2022-03-16,Custo de Mercadorias,Crédito,53848.2,Nordeste,DOC-004580,Vendas
4581,2025-08-03,Impostos,Crédito,21137.51,Sul,DOC-004581,TI
4582,2022-07-10,Receita de Serviços,Débito,56275.83,Sudeste,DOC-004582,TI
4583,2023-06-07,Depreciação,Crédito,13564.42,Nordeste,DOC-004583,Contabilidade
4584,2024-01-11,Impostos,Crédito,11907.3,Sudeste,DOC-004584,Logística
4585,2025-06-01,Despesas com Pessoal,Crédito,83522.59,Norte,DOC-004585,Vendas
4586,2024-07-02,Juros Passivos,Débito,48342.3,Centro-Oeste,DOC-004586,Contabilidade
4587,2023-02-06,Receita de Vendas,Débito,75225.13,Centro-Oeste,DOC-004587,TI
4588,2023-07-01,Despesas Administrativas,Débito,15177.07,Nordeste,DOC-004588,Vendas
4589,2023-11-28,Receita de Serviços,Débito,90537.39,Sudeste,DOC-004589,Logística
4590,2022-11-23,Receita de Serviços,Débito,93874.52,Sudeste,DOC-004590,Vendas
4591,2024-11-02,Impostos,Débito,22461.46,Sul,DOC-004591,Vendas
4592,2023-12-07,Despesas Administrativas,Crédito,89921.29,Norte,DOC-004592,Vendas
4593,2024-06-27,Impostos,Crédito,57162.22,Sudeste,DOC-004593,RH
4594,2025-03-08,Custo de Mercadorias,Crédito,71285.15,Sudeste,DOC-004594,Logística
4595,2025-10-06,Impostos,Crédito,61723.8,Sudeste,DOC-004595,Logística
4596,2022-12-04,Receita de Vendas,Débito,67082.72,Sudeste,DOC-004596,Financeiro
4597,2023-07-08,Receita de Vendas,Crédito,24952.47,Norte,DOC-004597,Marketing
4598,2022-10-18,Despesas com Pessoal,Débito,61502.64,Norte,DOC-004598,Logística
4599,2024-09-26,Outras Receitas,Crédito,78800.36,Centro-Oeste,DOC-004599,Vendas
4600,2025-10-20,Juros Passivos,Débito,72632.67,Sul,DOC-004600,Vendas
4601,2022-12-05,Juros Passivos,Débito,67079.28,Nordeste,DOC-004601,Vendas
4602,2023-09-05,Juros Passivos,Débito,40845.67,Sudeste,DOC-004602,Vendas
4603,2025-12-13,Receita de Serviços,Débito,24502.01,Sudeste,DOC-004603,RH
4604,2022-05-29,Outras Receitas,Débito,65214.38,Sul,DOC-004604,RH
4605,2024-04-01,Despesas Administrativas,Crédito,49055.52,Sul,DOC-004605,Marketing
4606,2022-07-12,Despesas Administrativas,Crédito,79112.62,Sudeste,DOC-004606,RH
4607,2023-02-12,Custo de Mercadorias,Débito,50080.32,Centro-Oeste,DOC-004607,Vendas
4608,2025-10-05,Receita de Vendas,Débito,9587.28,Centro-Oeste,DOC-004608,Financeiro
4609,2025-09-21,Depreciação,Débito,1175.82,Nordeste,DOC-004609,TI
4610,2023-08-19,Outras Receitas,Débito,75418.47,Norte,DOC-004610,Marketing
4611,2023-09-13,Custo de Mercadorias,Débito,12998.93,Norte,DOC-004611,Logística
4612,2025-09-02,Impostos,Crédito,90890.99,Centro-Oeste,DOC-004612,Financeiro
4613,2025-06-02,Marketing,Crédito,83041.32,Sudeste,DOC-004613,Contabilidade
4614,2025-09-12,Outras Receitas,Débito,89751.81,Sul,DOC-004614,RH
4615,2023-03-24,Despesas com Pessoal,Débito,43160.09,Sudeste,DOC-004615,TI
4616,2023-08-19,Despesas com Pessoal,Crédito,15857.6,Nordeste,DOC-004616,Vendas
4617,2022-09-02,Custo de Mercadorias,Crédito,21513.89,Sudeste,DOC-004617,RH
4618,2023-08-25,Depreciação,Crédito,84432.42,Centro-Oeste,DOC-004618,Financeiro
4619,2024-05-17,Impostos,Débito,93029.29,Norte,DOC-004619,Financeiro
4620,2024-03-13,Marketing,Crédito,95081.32,Sudeste,DOC-004620,Contabilidade
4621,2024-02-24,Despesas com Pessoal,Crédito,34067.07,Centro-Oeste,DOC-004621,Logística
4622,2025-02-11,Marketing,Crédito,31700.13,Sul,DOC-004622,Vendas
4623,2025-05-28,Impostos,Crédito,98530.08,Sudeste,DOC-004623,Vendas
4624,2024-05-17,Depreciação,Crédito,45889.24,Norte,DOC-004624,TI
4625,2022-01-29,Despesas Administrativas,Crédito,59668.11,Sul,DOC-004625,Financeiro
4626,2025-12-05,Depreciação,Crédito,86735.46,Nordeste,DOC-004626,TI
4627,2025-07-26,Receita de Serviços,Crédito,30177.05,Sul,DOC-004627,Logística
4628,2024-12-18,Marketing,Débito,73448.19,Sudeste,DOC-004628,TI
4629,2024-08-14,Marketing,Débito,51282.9,Nordeste,DOC-004629,RH
4630,2023-11-25,Marketing,Débito,63824.45,Centro-Oeste,DOC-004630,TI
4631,2023-10-29,Juros Passivos,Débito,350.76,Sul,DOC-004631,Financeiro
4632,2025-12-17,Marketing,Débito,61567.59,Sudeste,DOC-004632,RH
4633,2024-06-26,Impostos,Débito,35288.16,Nordeste,DOC-004633,TI
4634,2025-10-15,Depreciação,Débito,93334.62,Centro-Oeste,DOC-004634,RH
4635,2023-03-17,Despesas Administrativas,Crédito,9504.15,Norte,DOC-004635,Logística
4636,2023-06-25,Despesas com Pessoal,Débito,8787.38,Nordeste,DOC-004636,Logística
4637,2025-11-08,Receita de Vendas,Crédito,79995.74,Nordeste,DOC-004637,Marketing
4638,2023-04-03,Despesas com Pessoal,Débito,61615.17,Sudeste,DOC-004638,Marketing
4639,2025-11-30,Juros Passivos,Crédito,78119.16,Nordeste,DOC-004639,Financeiro
4640,2023-09-16,Outras Receitas,Crédito,64535.32,Norte,DOC-004640,TI
4641,2023-09-26,Impostos,Crédito,59099.59,Centro-Oeste,DOC-004641,Financeiro
4642,2023-04-30,Marketing,Débito,48672.89,Sudeste,DOC-004642,Logística
4643,2022-12-23,Custo de Mercadorias,Crédito,84057.91,Sudeste,DOC-004643,Contabilidade
4644,2023-08-05,Depreciação,Crédito,1955.64,Nordeste,DOC-004644,Marketing
4645,2025-05-15,Marketing,Débito,15992.64,Centro-Oeste,DOC-004645,RH
4646,2023-02-18,Despesas Administrativas,Débito,35083.98,Nordeste,DOC-004646,Marketing
4647,2023-07-04,Marketing,Débito,25011.68,Sudeste,DOC-004647,Marketing
4648,2025-10-21,Receita de Vendas,Débito,72698.16,Norte,DOC-004648,Financeiro
4649,2023-01-24,Custo de Mercadorias,Crédito,52380.83,Norte,DOC-004649,Contabilidade
4650,2024-02-21,Juros Passivos,Débito,14342.73,Centro-Oeste,DOC-004650,Financeiro
4651,2025-01-21,Marketing,Débito,51369.33,Norte,DOC-004651,Logística
4652,2025-11-24,Receita de Serviços,Débito,67962.77,Nordeste,DOC-004652,Financeiro
4653,2023-08-22,Marketing,Crédito,93446.02,Nordeste,DOC-004653,Logística
4654,2024-06-13,Despesas com Pessoal,Débito,57899.05,Nordeste,DOC-004654,TI
4655,2025-07-08,Depreciação,Crédito,91702.77,Centro-Oeste,DOC-004655,RH
4656,2025-08-10,Receita de Serviços,Débito,77262.09,Sudeste,DOC-004656,Marketing
4657,2022-07-19,Receita de Serviços,Crédito,89744.41,Centro-Oeste,DOC-004657,TI
4658,2025-11-25,Custo de Mercadorias,Débito,98385.32,Sudeste,DOC-004658,Logística
4659,2023-04-06,Marketing,Débito,9181.04,Sul,DOC-004659,TI
4660,2023-08-10,Impostos,Crédito,76095.53,Nordeste,DOC-004660,TI
4661,2022-10-24,Receita de Serviços,Crédito,88768.97,Sul,DOC-004661,TI
4662,2023-04-27,Receita de Vendas,Débito,58750.65,Norte,DOC-004662,Contabilidade
4663,2025-04-23,Outras Receitas,Débito,74014.7,Nordeste,DOC-004663,Logística
4664,2024-12-27,Marketing,Crédito,33609.24,Centro-Oeste,DOC-004664,Financeiro
4665,2024-06-27,Outras Receitas,Débito,97298.16,Sudeste,DOC-004665,Vendas
4666,2023-11-28,Juros Passivos,Crédito,70203.84,Sul,DOC-004666,Vendas
4667,2022-11-26,Juros Passivos,Crédito,86838.07,Norte,DOC-004667,Vendas
4668,2024-09-29,Despesas Administrativas,Débito,84549.98,Centro-Oeste,DOC-004668,Logística
4669,2022-01-05,Despesas com Pessoal,Crédito,62110.41,Sul,DOC-004669,Marketing
4670,2024-05-15,Despesas Administrativas,Débito,82725.99,Nordeste,DOC-004670,Contabilidade
4671,2022-03-24,Outras Receitas,Crédito,88342.44,Centro-Oeste,DOC-004671,Financeiro
4672,2025-09-08,Outras Receitas,Crédito,18115.47,Sudeste,DOC-004672,Financeiro
4673,2023-05-08,Outras Receitas,Débito,46026.22,Sudeste,DOC-004673,RH
4674,2024-07-11,Marketing,Crédito,56982.85,Sudeste,DOC-004674,RH
4675,2022-08-22,Outras Receitas,Crédito,6562.44,Centro-Oeste,DOC-004675,TI
4676,2024-09-17,Outras Receitas,Débito,38877.32,Sul,DOC-004676,Marketing
4677,2022-05-21,Depreciação,Crédito,35112.14,Centro-Oeste,DOC-004677,Financeiro
4678,2025-05-18,Marketing,Crédito,61582.97,Sul,DOC-004678,TI
4679,2023-11-08,Custo de Mercadorias,Crédito,5517.11,Sul,DOC-004679,RH
4680,2022-02-08,Outras Receitas,Débito,12099.7,Nordeste,DOC-004680,Logística
4681,2023-03-16,Outras Receitas,Crédito,3428.85,Norte,DOC-004681,Financeiro
4682,2023-07-07,Receita de Serviços,Crédito,66538.38,Centro-Oeste,DOC-004682,Contabilidade
4683,2024-03-08,Outras Receitas,Crédito,50076.79,Nordeste,DOC-004683,Vendas
4684,2023-06-12,Receita de Serviços,Débito,97990.05,Sul,DOC-004684,Marketing
4685,2023-09-11,Custo de Mercadorias,Débito,79568.87,Norte,DOC-004685,Marketing
4686,2022-01-01,Marketing,Crédito,15723.08,Centro-Oeste,DOC-004686,RH
4687,2023-02-18,Receita de Serviços,Débito,12250.49,Centro-Oeste,DOC-004687,Logística
4688,2022-11-21,Juros Passivos,Débito,98414.05,Norte,DOC-004688,TI
4689,2024-02-25,Impostos,Débito,83495.69,Centro-Oeste,DOC-004689,RH
4690,2022-06-04,Despesas Administrativas,Débito,35961.92,Norte,DOC-004690,Contabilidade
4691,2024-09-21,Juros Passivos,Débito,76848.06,Sudeste,DOC-004691,Logística
4692,2025-03-11,Receita de Vendas,Crédito,54934.63,Centro-Oeste,DOC-004692,Financeiro
4693,2023-05-03,Outras Receitas,Débito,97647.87,Centro-Oeste,DOC-004693,Vendas
4694,2024-09-04,Juros Passivos,Crédito,56027.88,Centro-Oeste,DOC-004694,Marketing
4695,2022-06-16,Receita de Serviços,Débito,17468.17,Sudeste,DOC-004695,Logística
4696,2024-04-19,Impostos,Débito,52028.87,Norte,DOC-004696,Marketing
4697,2024-07-19,Depreciação,Débito,97196.83,Norte,DOC-004697,Financeiro
4698,2022-02-05,Custo de Mercadorias,Crédito,74977.84,Sudeste,DOC-004698,Financeiro
4699,2024-05-04,Despesas Administrativas,Crédito,75738.27,Centro-Oeste,DOC-004699,RH
4700,2025-08-27,Depreciação,Crédito,27784.12,Nordeste,DOC-004700,TI
4701,2025-11-06,Custo de Mercadorias,Crédito,97385.46,Centro-Oeste,DOC-004701,Logística
4702,2024-12-20,Custo de Mercadorias,Crédito,75618.62,Nordeste,DOC-004702,Marketing
4703,2024-08-18,Depreciação,Crédito,7324.63,Sudeste,DOC-004703,Marketing
4704,2024-12-01,Outras Receitas,Débito,98722.37,Nordeste,DOC-004704,Financeiro
4705,2025-03-31,Outras Receitas,Débito,18290.68,Nordeste,DOC-004705,RH
4706,2022-03-03,Juros Passivos,Débito,72963.39,Norte,DOC-004706,Logística
4707,2023-01-22,Juros Passivos,Crédito,20347.84,Sul,DOC-004707,Marketing
4708,2025-05-28,Custo de Mercadorias,Crédito,25340.55,Sudeste,DOC-004708,Marketing
4709,2022-09-03,Despesas com Pessoal,Crédito,33324.49,Sudeste,DOC-004709,Contabilidade
