id,data_envio,pedido,transportadora,origem,destino,peso_kg,custo_frete,dias_entrega,status
3828,2022-08-27,PED-003828,TransLog,Sul,Norte,449.32,191.16,8,Entregue
3829,2022-02-19,PED-003829,RapidFrete,Sudeste,Sul,301.09,383.37,6,Devolvido
3830,2023-04-01,PED-003830,GlobalShip,Sul,Sudeste,409.7,406.01,5,Devolvido
3831,2025-06-20,PED-003831,GlobalShip,Centro-Oeste,Nordeste,183.77,308.51,15,Entregue
3832,2024-12-03,PED-003832,ExpressCargo,Nordeste,Sudeste,250.86,113.73,1,Entregue
3833,2022-11-16,PED-003833,ExpressCargo,Sul,Sul,456.22,213.71,3,Devolvido
3834,2022-12-20,PED-003834,FastDelivery,Norte,Norte,71.64,38.84,4,Devolvido
3835,2023-09-10,PED-003835,TransLog,Centro-Oeste,Sudeste,399.71,158.2,5,Aguardando
3836,2025-05-14,PED-003836,FastDelivery,Nordeste,Sul,344.36,25.71,12,Entregue
3837,2024-09-28,PED-003837,FastDelivery,Centro-Oeste,Norte,244.25,137.06,5,Entregue
3838,2025-11-28,PED-003838,GlobalShip,Norte,Sudeste,367.05,52.83,3,Aguardando
3839,2025-11-30,PED-003839,FastDelivery,Sudeste,Nordeste,326.84,244.87,8,Em Trânsito
3840,2023-12-19,PED-003840,RapidFrete,Centro-Oeste,Sudeste,475.96,419.31,9,Entregue
3841,2024-07-16,PED-003841,RapidFrete,Sul,Centro-Oeste,196.11,168.36,14,Entregue
3842,2025-11-14,PED-003842,TransLog,Sul,Sul,340.97,179.28,9,Em Trânsito
3843,2022-04-20,PED-003843,GlobalShip,Nordeste,Sudeste,398.54,450.26,15,Aguardando
3844,2024-05-24,PED-003844,TransLog,Nordeste,Sudeste,63.08,278.57,14,Devolvido
3845,2023-12-18,PED-003845,ExpressCargo,Nordeste,Sul,240.95,12.26,5,Entregue
3846,2022-10-09,PED-003846,RapidFrete,Nordeste,Sul,81.13,61.5,7,Em Trânsito
3847,2025-07-03,PED-003847,FastDelivery,Centro-Oeste,Sudeste,353.88,420.48,4,Devolvido
3848,2022-12-30,PED-003848,TransLog,Centro-Oeste,Sudeste,379.3,403.79,1,Em Trânsito
3849,2023-08-23,PED-003849,GlobalShip,Nordeste,Norte,381.76,311.93,12,Devolvido
3850,2022-09-06,PED-003850,FastDelivery,Nordeste,Nordeste,315.43,305.05,6,Devolvido
3851,2025-05-22,PED-003851,RapidFrete,Sul,Sudeste,12.87,447.56,12,Em Trânsito
3852,2022-10-10,PED-003852,RapidFrete,Nordeste,Sudeste,362.49,148.04,14,Aguardando
3853,2022-03-12,PED-003853,TransLog,Centro-Oeste,Norte,313.71,131.76,2,Aguardando
3854,2024-08-04,PED-003854,GlobalShip,Centro-Oeste,Norte,166.15,341.39,4,Em Trânsito
3855,2025-04-27,PED-003855,GlobalShip,Centro-Oeste,Norte,448.83,354.86,11,Devolvido
3856,2023-12-23,PED-003856,FastDelivery,Norte,Nordeste,69.13,404.43,11,Em Trânsito
3857,2024-10-06,PED-003857,GlobalShip,Nordeste,Norte,215.97,436.18,10,Entregue
3858,2022-08-12,PED-003858,ExpressCargo,Nordeste,Centro-Oeste,409.43,152.84,8,Devolvido
3859,2025-08-06,PED-003859,GlobalShip,Norte,Norte,320.84,98.19,2,Aguardando
3860,2022-01-30,PED-003860,FastDelivery,Norte,Sudeste,326.1,288.17,10,Aguardando
3861,2024-08-14,PED-003861,FastDelivery,Norte,Nordeste,157.64,319.32,7,Aguardando
3862,2025-06-03,PED-003862,RapidFrete,Centro-Oeste,Norte,188.17,474.08,2,Em Trânsito
3863,2024-07-06,PED-003863,FastDelivery,Sul,Sul,232.39,190.47,8,Aguardando
3864,2023-01-25,PED-003864,TransLog,Norte,Centro-Oeste,434.99,375.41,4,Entregue
3865,2023-02-08,PED-003865,FastDelivery,Sudeste,Norte,47.73,34.98,13,Devolvido
3866,2024-10-03,PED-003866,TransLog,Nordeste,Sul,112.49,207.19,2,Devolvido
3867,2023-04-01,PED-003867,TransLog,Sudeste,Sul,313.06,440.85,9,Devolvido
3868,2025-07-27,PED-003868,GlobalShip,Sul,Sul,383.52,235.34,13,Entregue
3869,2024-07-06,PED-003869,TransLog,Norte,Norte,380.32,169.03,11,Devolvido
3870,2024-03-01,PED-003870,TransLog,Sudeste,Norte,233.17,218.64,5,Aguardando
3871,2023-01-21,PED-003871,FastDelivery,Norte,Sudeste,439.36,295.22,6,Em Trânsito
3872,2024-11-16,PED-003872,TransLog,Sudeste,Centro-Oeste,424.53,473.71,1,Aguardando
3873,2024-05-18,PED-003873,GlobalShip,Nordeste,Sul,444.17,400.91,11,Aguardando
3874,2022-06-19,PED-003874,GlobalShip,Sul,Sul,361.19,183.01,1,Em Trânsito
3875,2023-03-08,PED-003875,TransLog,Norte,Sul,348.37,351.32,12,Aguardando
3876,2024-02-23,PED-003876,RapidFrete,Norte,Sudeste,60.53,262.64,15,Em Trânsito
3877,2024-11-13,PED-003877,GlobalShip,Sudeste,Nordeste,305.79,288.0,6,Em Trânsito
3878,2022-08-26,PED-003878,ExpressCargo,Sul,Sul,267.65,209.74,12,Devolvido
3879,2023-01-22,PED-003879,FastDelivery,Centro-Oeste,Norte,442.4,308.87,9,Devolvido
3880,2024-06-19,PED-003880,ExpressCargo,Nordeste,Sudeste,135.08,211.9,2,Devolvido
3881,2024-12-29,PED-003881,RapidFrete,Norte,Centro-Oeste,164.25,258.09,3,Aguardando
3882,2024-01-17,PED-003882,ExpressCargo,Sul,Sudeste,94.5,237.93,15,Aguardando
3883,2025-09-01,PED-003883,ExpressCargo,Sul,Sul,484.37,445.04,2,Entregue
3884,2023-02-10,PED-003884,FastDelivery,Sudeste,Nordeste,119.12,484.24,3,Aguardando
3885,2025-06-13,PED-003885,GlobalShip,Nordeste,Centro-Oeste,25.8,200.96,3,Devolvido
3886,2022-10-05,PED-003886,GlobalShip,Norte,Sudeste,260.79,40.66,7,Em Trânsito
3887,2025-10-03,PED-003887,GlobalShip,Centro-Oeste,Centro-Oeste,482.41,67.4,3,Devolvido
3888,2022-10-20,PED-003888,GlobalShip,Nordeste,Nordeste,278.91,220.02,7,Aguardando
3889,2024-04-01,PED-003889,RapidFrete,Sul,Nordeste,191.57,99.58,11,Entregue
3890,2024-12-17,PED-003890,GlobalShip,Sudeste,Norte,197.88,65.6,4,Aguardando
3891,2025-06-27,PED-003891,GlobalShip,Nordeste,Centro-Oeste,375.53,259.26,14,Entregue
3892,2023-06-22,PED-003892,RapidFrete,Sudeste,Sul,305.97,63.73,4,Em Trânsito
3893,2022-08-31,PED-003893,RapidFrete,Norte,Norte,280.62,299.67,7,Devolvido
3894,2024-10-16,PED-003894,TransLog,Sul,Sul,208.24,123.16,3,Em Trânsito
3895,2022-01-18,PED-003895,FastDelivery,Norte,Norte,461.24,369.86,2,Devolvido
3896,2022-03-03,PED-003896,FastDelivery,Nordeste,Sul,159.36,144.3,9,Entregue
3897,2025-03-04,PED-003897,FastDelivery,Nordeste,Sul,397.83,440.25,7,Entregue
3898,2024-07-24,PED-003898,ExpressCargo,Norte,Sudeste,399.87,146.45,3,Em Trânsito
3899,2023-11-04,PED-003899,FastDelivery,Centro-Oeste,Norte,286.59,407.94,13,Devolvido
3900,2022-05-19,PED-003900,GlobalShip,Norte,Sul,30.49,207.03,6,Aguardando
3901,2024-09-17,PED-003901,FastDelivery,Sul,Sul,171.51,211.79,10,Em Trânsito
3902,2024-07-04,PED-003902,RapidFrete,Centro-Oeste,Sudeste,432.67,335.9,13,Em Trânsito
3903,2022-09-09,PED-003903,FastDelivery,Sudeste,Nordeste,207.2,21.42,5,Devolvido
3904,2023-08-10,PED-003904,FastDelivery,Sudeste,Sul,158.51,23.13,10,Devolvido
3905,2024-03-11,PED-003905,RapidFrete,Norte,Norte,150.46,486.47,7,Aguardando
3906,2023-04-11,PED-003906,FastDelivery,Centro-Oeste,Centro-Oeste,208.62,483.19,10,Em Trânsito
3907,2022-12-24,PED-003907,TransLog,Sul,Sudeste,350.17,414.04,12,Aguardando
3908,2025-01-06,PED-003908,GlobalShip,Sudeste,Norte,15.88,449.8,12,Em Trânsito
3909,2022-09-19,PED-003909,ExpressCargo,Norte,Nordeste,164.41,116.4,4,Em Trânsito
3910,2023-07-04,PED-003910,RapidFrete,Nordeste,Sudeste,13.58,93.33,3,Devolvido
3911,2024-12-28,PED-003911,RapidFrete,Sudeste,Centro-Oeste,449.15,430.83,12,Aguardando
3912,2025-08-10,PED-003912,ExpressCargo,Sudeste,Nordeste,379.32,72.6,14,Aguardando
3913,2023-01-07,PED-003913,RapidFrete,Centro-Oeste,Sul,163.14,65.47,5,Entregue
3914,2024-01-10,PED-003914,ExpressCargo,Nordeste,Sul,328.43,441.19,15,Em Trânsito
3915,2024-08-01,PED-003915,ExpressCargo,Nordeste,Centro-Oeste,40.53,279.37,5,Aguardando
3916,2023-06-13,PED-003916,FastDelivery,Sul,Nordeste,237.72,66.68,3,Em Trânsito
3917,2025-10-04,PED-003917,ExpressCargo,Sudeste,Sul,377.84,110.21,1,Devolvido
3918,2023-01-29,PED-003918,RapidFrete,Centro-Oeste,Sul,441.1,357.37,8,Entregue
3919,2025-03-08,PED-003919,ExpressCargo,Centro-Oeste,Norte,391.85,381.79,1,Entregue
3920,2023-11-05,PED-003920,GlobalShip,Norte,Norte,90.8,332.85,4,Entregue
3921,2023-12-08,PED-003921,TransLog,Centro-Oeste,Nordeste,338.82,125.25,1,Em Trânsito
3922,2024-09-28,PED-003922,RapidFrete,Norte,Nordeste,457.44,131.42,9,Em Trânsito
3923,2022-07-08,PED-003923,ExpressCargo,Sul,Norte,205.56,224.81,12,Em Trânsito
3924,2023-10-20,PED-003924,FastDelivery,Norte,Centro-Oeste,427.12,105.63,3,Aguardando
3925,2023-12-17,PED-003925,RapidFrete,Nordeste,Sul,77.93,138.75,2,Entregue
3926,2025-01-10,PED-003926,TransLog,Norte,Centro-Oeste,458.41,410.01,12,Aguardando
3927,2022-12-28,PED-003927,RapidFrete,Sudeste,Nordeste,244.76,156.43,15,Devolvido
3928,2025-05-18,PED-003928,ExpressCargo,Sudeste,Norte,10.76,94.41,9,Devolvido
3929,2025-12-05,PED-003929,FastDelivery,Sudeste,Nordeste,93.6,292.64,14,Aguardando
3930,2022-11-30,PED-003930,GlobalShip,Centro-Oeste,Sudeste,364.9,400.95,4,Aguardando
3931,2022-09-11,PED-003931,TransLog,Nordeste,Sul,114.11,18.86,12,Aguardando
3932,2024-09-18,PED-003932,TransLog,Sudeste,Centro-Oeste,338.16,98.37,1,Entregue
3933,2022-01-25,PED-003933,FastDelivery,Sul,Centro-Oeste,215.02,377.09,4,Entregue
3934,2025-01-06,PED-003934,TransLog,Centro-Oeste,Sul,160.82,142.73,8,Entregue
3935,2025-11-29,PED-003935,GlobalShip,Norte,Sul,317.23,450.16,7,Em Trânsito
3936,2022-01-17,PED-003936,RapidFrete,Sul,Sudeste,485.26,200.58,4,Aguardando
3937,2023-11-24,PED-003937,RapidFrete,Norte,Sudeste,321.74,457.07,3,Entregue
3938,2022-12-09,PED-003938,ExpressCargo,Centro-Oeste,Sul,310.99,270.75,14,Em Trânsito
3939,2024-07-03,PED-003939,ExpressCargo,Centro-Oeste,Centro-Oeste,264.78,473.66,4,Aguardando
3940,2024-12-10,PED-003940,RapidFrete,Sudeste,Sudeste,28.69,206.06,15,Em Trânsito
3941,2024-02-02,PED-003941,TransLog,Sudeste,Sul,340.11,145.13,12,Devolvido
3942,2023-12-17,PED-003942,ExpressCargo,Sul,Norte,83.41,344.3,4,Entregue
3943,2024-08-20,PED-003943,TransLog,Sul,Norte,149.58,176.08,9,Em Trânsito
3944,2023-01-18,PED-003944,RapidFrete,Sul,Nordeste,445.41,354.03,9,Em Trânsito
3945,2025-12-04,PED-003945,TransLog,Norte,Norte,235.63,82.25,6,Em Trânsito
3946,2022-07-28,PED-003946,FastDelivery,Centro-Oeste,Sudeste,222.87,255.19,2,Devolvido
3947,2022-01-25,PED-003947,TransLog,Nordeste,Centro-Oeste,401.11,16.25,1,Devolvido
3948,2025-06-15,PED-003948,TransLog,Nordeste,Nordeste,62.55,402.97,15,Entregue
3949,2025-11-10,PED-003949,RapidFrete,Norte,Sudeste,410.05,319.6,12,Entregue
3950,2022-04-13,PED-003950,RapidFrete,Sudeste,Centro-Oeste,362.53,43.08,11,Aguardando
3951,2024-11-29,PED-003951,ExpressCargo,Nordeste,Centro-Oeste,426.02,201.27,1,Aguardando
3952,2022-04-21,PED-003952,FastDelivery,Centro-Oeste,Norte,153.5,397.17,12,Entregue
3953,2025-07-21,PED-003953,GlobalShip,Sul,Centro-Oeste,251.52,493.19,15,Devolvido
3954,2023-01-15,PED-003954,TransLog,Centro-Oeste,Sul,164.62,322.52,2,Devolvido
3955,2025-09-05,PED-003955,TransLog,Nordeste,Sudeste,322.99,417.2,14,Devolvido
3956,2023-07-04,PED-003956,TransLog,Norte,Norte,236.97,217.52,13,Em Trânsito
3957,2022-04-29,PED-003957,RapidFrete,Centro-Oeste,Sudeste,208.33,417.79,11,Em Trânsito
3958,2025-12-08,PED-003958,ExpressCargo,Nordeste,Norte,342.77,361.18,8,Entregue
3959,2022-02-19,PED-003959,ExpressCargo,Sul,Norte,48.36,144.89,9,Devolvido
3960,2024-08-14,PED-003960,RapidFrete,Sul,Sul,408.02,153.67,10,Devolvido
3961,2024-09-24,PED-003961,FastDelivery,Nordeste,Centro-Oeste,232.77,138.95,15,Entregue
3962,2023-08-27,PED-003962,FastDelivery,Sul,Sul,147.3,431.2,6,Em Trânsito
3963,2024-07-27,PED-003963,RapidFrete,Norte,Sul,58.52,413.61,3,Entregue
3964,2023-02-25,PED-003964,ExpressCargo,Sudeste,Nordeste,166.52,192.61,2,Em Trânsito
3965,2023-01-30,PED-003965,TransLog,Nordeste,Sul,51.48,214.73,1,Em Trânsito
3966,2023-08-21,PED-003966,GlobalShip,Nordeste,Sudeste,101.72,123.42,12,Em Trânsito
3967,2025-03-27,PED-003967,GlobalShip,Sudeste,Norte,285.02,492.86,10,Em Trânsito
3968,2023-09-13,PED-003968,RapidFrete,Centro-Oeste,Sul,122.37,430.82,6,Entregue
3969,2023-05-16,PED-003969,ExpressCargo,Norte,Sul,33.8,279.67,3,Entregue
3970,2022-06-18,PED-003970,FastDelivery,Sudeste,Norte,460.15,368.86,3,Em Trânsito
3971,2022-01-05,PED-003971,TransLog,Centro-Oeste,Sul,321.42,250.71,1,Aguardando
3972,2023-03-19,PED-003972,FastDelivery,Nordeste,Sudeste,4.66,186.61,7,Aguardando
3973,2022-07-23,PED-003973,GlobalShip,Sul,Norte,149.41,141.91,1,Devolvido
3974,2024-01-29,PED-003974,ExpressCargo,Sudeste,Sudeste,45.98,183.69,9,Entregue
3975,2024-10-08,PED-003975,TransLog,Sul,Centro-Oeste,38.28,96.56,10,Entregue
3976,2025-03-19,PED-003976,TransLog,Sudeste,Sul,20.96,400.41,8,Aguardando
3977,2023-01-08,PED-003977,ExpressCargo,Centro-Oeste,Nordeste,451.97,245.81,14,Aguardando
3978,2025-08-29,PED-003978,ExpressCargo,Sudeste,Centro-Oeste,489.08,109.56,14,Entregue
3979,2023-06-09,PED-003979,TransLog,Norte,Sudeste,313.58,134.41,7,Em Trânsito
3980,2023-11-12,PED-003980,TransLog,Centro-Oeste,Sudeste,314.5,57.27,13,Entregue
3981,2023-02-03,PED-003981,RapidFrete,Sudeste,Sudeste,392.46,175.38,10,Devolvido
3982,2022-11-25,PED-003982,GlobalShip,Sul,Nordeste,100.45,455.77,2,Entregue
3983,2025-01-01,PED-003983,TransLog,Sudeste,Nordeste,493.79,424.99,8,Em Trânsito
3984,2023-12-27,PED-003984,RapidFrete,Nordeste,Sul,32.91,18.3,4,Devolvido
3985,2025-09-04,PED-003985,RapidFrete,Sudeste,Norte,413.19,397.02,9,Em Trânsito
3986,2025-12-29,PED-003986,TransLog,Sudeste,Nordeste,402.61,363.68,1,Aguardando
3987,2025-07-13,PED-003987,FastDelivery,Sudeste,Sudeste,117.74,217.53,15,Em Trânsito
3988,2025-10-27,PED-003988,RapidFrete,Sudeste,Norte,325.67,103.72,14,Entregue
3989,2024-07-01,PED-003989,RapidFrete,Sul,Centro-Oeste,395.15,93.99,13,Em Trânsito
3990,2022-09-08,PED-003990,GlobalShip,Nordeste,Centro-Oeste,468.03,497.77,12,Devolvido
3991,2023-04-08,PED-003991,ExpressCargo,Sudeste,Norte,58.2,121.09,7,Em Trânsito
3992,2024-12-13,PED-003992,RapidFrete,Sul,Norte,285.7,330.36,13,Devolvido
3993,2022-04-13,PED-003993,FastDelivery,Sul,Centro-Oeste,122.33,336.09,9,Devolvido
3994,2024-10-25,PED-003994,RapidFrete,Sul,Sul,116.05,397.17,8,Aguardando
3995,2024-09-22,PED-003995,FastDelivery,Centro-Oeste,Centro-Oeste,255.5,301.54,2,Entregue
3996,2024-09-22,PED-003996,RapidFrete,Norte,Norte,3.1,124.16,2,Devolvido
3997,2023-01-27,PED-003997,GlobalShip,Sul,Sudeste,178.1,430.54,9,Devolvido
3998,2025-06-08,PED-003998,TransLog,Norte,Centro-Oeste,48.57,359.63,14,Aguardando
3999,2023-07-03,PED-003999,FastDelivery,Sul,Nordeste,205.72,56.93,8,Devolvido
4000,2022-07-29,PED-004000,RapidFrete,Sul,Sul,427.67,169.29,3,Aguardando
4001,2024-08-29,PED-004001,ExpressCargo,Centro-Oeste,Centro-Oeste,282.47,294.11,4,Devolvido
4002,2024-07-20,PED-004002,GlobalShip,Sudeste,Sudeste,153.27,257.61,5,Entregue
4003,2023-04-16,PED-004003,TransLog,Sudeste,Sul,136.36,249.48,13,Entregue
4004,2024-06-24,PED-004004,GlobalShip,Sudeste,Sudeste,464.24,391.23,2,Entregue
4005,2023-05-29,PED-004005,FastDelivery,Centro-Oeste,Sudeste,33.83,23.43,3,Entregue
4006,2025-04-29,PED-004006,RapidFrete,Sul,Nordeste,185.38,195.69,14,Aguardando
4007,2025-12-25,PED-004007,ExpressCargo,Sul,Centro-Oeste,465.16,79.05,1,Entregue
4008,2022-02-10,PED-004008,ExpressCargo,Centro-Oeste,Nordeste,266.48,55.91,3,Em Trânsito
4009,2024-01-02,PED-004009,GlobalShip,Sudeste,Sul,116.92,25.48,9,Entregue
4010,2024-09-09,PED-004010,RapidFrete,Nordeste,Centro-Oeste,406.55,171.0,8,Em Trânsito
4011,2024-02-17,PED-004011,FastDelivery,Nordeste,Nordeste,328.46,14.35,14,Entregue
4012,2025-06-26,PED-004012,ExpressCargo,Centro-Oeste,Norte,153.05,84.85,1,Em Trânsito
4013,2022-10-24,PED-004013,GlobalShip,Centro-Oeste,Norte,32.11,146.76,14,Entregue
4014,2022-05-21,PED-004014,TransLog,Centro-Oeste,Sudeste,13.91,342.73,3,Aguardando
4015,2025-02-20,PED-004015,TransLog,Sudeste,Norte,140.54,218.14,8,Em Trânsito
4016,2022-12-11,PED-004016,TransLog,Sudeste,Sudeste,313.38,268.13,3,Em Trânsito
4017,2023-03-22,PED-004017,GlobalShip,Nordeste,Sul,325.45,69.07,1,Aguardando
4018,2024-07-21,PED-004018,GlobalShip,Norte,Sul,243.23,350.82,14,Aguardando
4019,2024-02-11,PED-004019,ExpressCargo,Norte,Sudeste,336.89,124.81,7,Devolvido
4020,2025-05-23,PED-004020,ExpressCargo,Nordeste,Sul,181.33,313.42,13,Aguardando
4021,2022-06-27,PED-004021,TransLog,Norte,Sul,237.66,236.86,11,Devolvido
4022,2024-07-25,PED-004022,TransLog,Norte,Centro-Oeste,92.81,85.49,12,Entregue
4023,2022-10-27,PED-004023,FastDelivery,Norte,Sudeste,455.68,342.64,15,Devolvido
4024,2023-09-30,PED-004024,TransLog,Norte,Sudeste,87.27,119.99,2,Em Trânsito
4025,2025-03-22,PED-004025,ExpressCargo,Sul,Sul,302.74,376.31,8,Entregue
4026,2024-03-22,PED-004026,RapidFrete,Sudeste,Sudeste,269.39,410.04,5,Devolvido
4027,2024-08-07,PED-004027,FastDelivery,Norte,Centro-Oeste,312.03,397.12,12,Entregue
4028,2022-12-18,PED-004028,FastDelivery,Sudeste,Nordeste,395.78,366.09,11,Aguardando
4029,2024-05-15,PED-004029,TransLog,Sudeste,Norte,303.99,111.99,10,Aguardando
4030,2025-12-12,PED-004030,GlobalShip,Sudeste,Centro-Oeste,395.53,31.67,11,Devolvido
4031,2023-01-04,PED-004031,GlobalShip,Nordeste,Nordeste,46.08,303.99,2,Entregue
4032,2023-12-27,PED-004032,ExpressCargo,Sul,Sul,160.67,427.1,4,Entregue
4033,2025-06-10,PED-004033,TransLog,Centro-Oeste,Sul,276.52,343.53,3,Em Trânsito
4034,2024-07-23,PED-004034,TransLog,Centro-Oeste,Norte,207.27,61.87,3,Entregue
4035,2025-03-26,PED-004035,ExpressCargo,Norte,Norte,365.27,25.46,9,Aguardando
4036,2022-04-26,PED-004036,ExpressCargo,Norte,Centro-Oeste,76.47,89.55,15,Aguardando
4037,2024-06-13,PED-004037,ExpressCargo,Centro-Oeste,Norte,218.98,260.68,13,Entregue
4038,2025-05-27,PED-004038,GlobalShip,Sul,Sudeste,345.62,403.52,7,Em Trânsito
4039,2024-05-26,PED-004039,RapidFrete,Sudeste,Sul,421.49,396.67,4,Em Trânsito
4040,2025-08-17,PED-004040,ExpressCargo,Sul,Centro-Oeste,305.27,131.25,15,Devolvido
4041,2024-03-18,PED-004041,GlobalShip,Norte,Nordeste,224.94,55.37,9,Devolvido
4042,2022-03-08,PED-004042,FastDelivery,Centro-Oeste,Sul,55.08,215.24,2,Devolvido
4043,2025-01-04,PED-004043,GlobalShip,Nordeste,Sudeste,180.0,444.01,9,Em Trânsito
4044,2022-03-15,PED-004044,TransLog,Nordeste,Nordeste,440.13,466.54,12,Entregue
4045,2022-03-27,PED-004045,ExpressCargo,Centro-Oeste,Sudeste,272.34,250.71,8,Em Trânsito
4046,2022-11-28,PED-004046,RapidFrete,Norte,Norte,386.88,372.64,7,Devolvido
4047,2025-01-18,PED-004047,ExpressCargo,Norte,Centro-Oeste,272.77,251.38,13,Em Trânsito
4048,2023-03-13,PED-004048,ExpressCargo,Centro-Oeste,Nordeste,241.96,76.21,4,Aguardando
4049,2022-01-05,PED-004049,TransLog,Norte,Sul,186.76,190.44,15,Entregue
4050,2024-11-23,PED-004050,TransLog,Sul,Norte,378.75,388.74,9,Em Trânsito
4051,2025-10-31,PED-004051,GlobalShip,Sudeste,Nordeste,289.29,30.53,4,Devolvido
4052,2024-11-29,PED-004052,FastDelivery,Sudeste,Norte,230.74,67.51,4,Aguardando
4053,2024-08-04,PED-004053,RapidFrete,Sul,Centro-Oeste,163.77,443.37,1,Aguardando
4054,2023-01-11,PED-004054,RapidFrete,Sudeste,Sul,171.24,297.72,14,Em Trânsito
4055,2023-08-04,PED-004055,TransLog,Sul,Sul,107.82,443.19,13,Entregue
4056,2022-12-29,PED-004056,RapidFrete,Centro-Oeste,Centro-Oeste,306.64,456.21,7,Devolvido
4057,2024-05-03,PED-004057,FastDelivery,Nordeste,Nordeste,264.91,160.7,11,Aguardando
4058,2024-05-31,PED-004058,ExpressCargo,Centro-Oeste,Sudeste,179.9,406.14,11,Aguardando
4059,2025-03-11,PED-004059,FastDelivery,Nordeste,Norte,76.01,222.93,10,Entregue
4060,2022-12-27,PED-004060,RapidFrete,Centro-Oeste,Centro-Oeste,266.18,103.6,11,Entregue
4061,2024-10-19,PED-004061,ExpressCargo,Sul,Sul,289.57,267.4,3,Em Trânsito
4062,2023-09-21,PED-004062,GlobalShip,Centro-Oeste,Nordeste,308.59,216.01,8,Entregue
4063,2024-05-21,PED-004063,FastDelivery,Sudeste,Sudeste,465.13,130.47,1,Devolvido
4064,2023-10-02,PED-004064,RapidFrete,Nordeste,Sul,244.17,202.01,5,Em Trânsito
4065,2023-03-26,PED-004065,GlobalShip,Sul,Centro-Oeste,449.08,356.84,7,Em Trânsito
4066,2024-01-11,PED-004066,GlobalShip,Sudeste,Sul,2.12,361.35,4,Devolvido
4067,2024-05-18,PED-004067,ExpressCargo,Nordeste,Sul,354.54,294.42,3,Aguardando
4068,2025-12-03,PED-004068,TransLog,Centro-Oeste,Sul,90.24,179.79,6,Em Trânsito
4069,2024-10-23,PED-004069,GlobalShip,Centro-Oeste,Sudeste,37.37,470.46,5,Entregue
4070,2025-11-18,PED-004070,RapidFrete,Sul,Nordeste,216.03,75.55,12,Entregue
4071,2025-11-24,PED-004071,ExpressCargo,Centro-Oeste,Nordeste,120.87,75.83,9,Aguardando
4072,2023-01-10,PED-004072,ExpressCargo,Norte,Centro-Oeste,189.62,206.5,10,Aguardando
4073,2023-01-17,PED-004073,TransLog,Sudeste,Norte,181.61,106.18,12,Entregue
4074,2022-09-27,PED-004074,RapidFrete,Norte,Sudeste,59.16,200.03,5,Devolvido
4075,2022-04-05,PED-004075,GlobalShip,Nordeste,Nordeste,422.48,337.68,14,Entregue
4076,2022-07-14,PED-004076,FastDelivery,Centro-Oeste,Sul,381.93,355.49,15,Aguardando
4077,2024-03-04,PED-004077,GlobalShip,Nordeste,Sul,308.6,252.04,15,Em Trânsito
4078,2023-01-11,PED-004078,FastDelivery,Sul,Sudeste,27.97,293.13,10,Entregue
4079,2022-08-25,PED-004079,RapidFrete,Centro-Oeste,Nordeste,218.14,438.49,9,Devolvido
4080,2022-08-22,PED-004080,RapidFrete,Nordeste,Sul,158.73,493.43,14,Entregue
4081,2025-06-27,PED-004081,TransLog,Norte,Sul,43.99,281.03,11,Devolvido
4082,2025-01-22,PED-004082,GlobalShip,Centro-Oeste,Nordeste,108.09,145.99,5,Entregue
4083,2024-09-25,PED-004083,FastDelivery,Centro-Oeste,Centro-Oeste,317.25,207.35,2,Em Trânsito
4084,2023-11-07,PED-004084,ExpressCargo,Sul,Norte,377.31,69.48,11,Em Trânsito
4085,2023-08-29,PED-004085,RapidFrete,Nordeste,Sudeste,279.53,21.09,12,Aguardando
4086,2024-05-28,PED-004086,FastDelivery,Centro-Oeste,Nordeste,366.39,429.73,4,Entregue
4087,2022-02-09,PED-004087,RapidFrete,Norte,Nordeste,289.93,148.31,8,Em Trânsito
4088,2022-09-09,PED-004088,ExpressCargo,Centro-Oeste,Norte,454.78,328.92,2,Aguardando
4089,2024-02-29,PED-004089,ExpressCargo,Norte,Norte,15.25,41.61,13,Devolvido
4090,2023-02-05,PED-004090,GlobalShip,Nordeste,Nordeste,149.95,231.38,11,Em Trânsito
4091,2022-10-17,PED-004091,GlobalShip,Sul,Sudeste,119.75,312.94,7,Em Trânsito
4092,2023-03-16,PED-004092,GlobalShip,Sul,Nordeste,121.87,435.36,2,Entregue
4093,2023-12-21,PED-004093,ExpressCargo,Sul,Norte,175.95,428.82,14,Entregue
4094,2023-10-12,PED-004094,ExpressCargo,Sul,Nordeste,392.08,157.07,10,Devolvido
4095,2024-12-16,PED-004095,TransLog,Sudeste,Sul,128.51,51.8,7,Entregue
4096,2024-06-16,PED-004096,GlobalShip,Norte,Norte,480.52,102.73,3,Em Trânsito
4097,2023-05-23,PED-004097,ExpressCargo,Sudeste,Nordeste,354.89,177.68,3,Devolvido
4098,2023-05-31,PED-004098,ExpressCargo,Sudeste,Centro-Oeste,34.57,222.32,11,Entregue
4099,2022-09-16,PED-004099,ExpressCargo,Sul,Sudeste,137.02,234.05,8,Aguardando
4100,2024-07-17,PED-004100,RapidFrete,Nordeste,Sul,379.77,110.22,3,Devolvido
4101,2025-06-19,PED-004101,FastDelivery,Sul,Centro-Oeste,239.64,225.19,13,Entregue
4102,2024-10-24,PED-004102,GlobalShip,Sudeste,Norte,435.32,320.48,4,Devolvido
4103,2025-04-05,PED-004103,TransLog,Norte,Norte,7.65,481.9,10,Aguardando
