id,data_campanha,canal,regiao,investimento,impressoes,conversoes,taxa_conversao,departamento
4197,2024-09-30,YouTube,Centro-Oeste,467.14,73632,126,2.44,Contabilidade
4198,2025-09-06,Google Ads,Norte,36794.78,40850,457,57.56,Marketing
4199,2022-01-01,Instagram,Centro-Oeste,21689.31,59996,376,4.14,Financeiro
4200,2025-05-09,Google Ads,Sul,1960.06,43586,378,36.99,Vendas
4201,2025-05-17,Google Ads,Centro-Oeste,34141.58,52237,236,7.24,Financeiro
4202,2025-05-03,Facebook,Sul,30271.28,26284,34,0.39,Financeiro
4203,2025-01-12,LinkedIn,Sudeste,44056.5,18443,271,3.99,RH
4204,2022-06-12,YouTube,Nordeste,45478.45,51967,212,2.87,Logística
4205,2022-05-17,TikTok,Sudeste,48340.06,42717,453,14.45,RH
4206,2025-10-26,Email,Nordeste,20611.31,91300,472,7.37,RH
4207,2023-07-12,TikTok,Sul,5053.53,72328,437,28.38,Logística
4208,2025-11-14,Instagram,Centro-Oeste,31862.91,43976,49,1.76,Contabilidade
4209,2024-08-25,Google Ads,Centro-Oeste,22288.3,6003,421,4.76,Contabilidade
4210,2023-11-24,Google Ads,Centro-Oeste,48727.45,57355,172,6.21,Marketing
4211,2024-12-30,Facebook,Sul,14835.08,98360,421,4.73,RH
4212,2024-02-29,TikTok,Sul,32997.25,78558,468,7.64,Contabilidade
4213,2025-03-21,Facebook,Sul,1346.59,27332,115,1.32,Financeiro
4214,2023-07-25,Facebook,Centro-Oeste,3205.57,23051,471,102.61,TI
4215,2025-06-30,Email,Nordeste,12113.92,73365,428,14.47,RH
4216,2022-06-03,Email,Norte,33221.15,39398,475,7.31,Vendas
4217,2024-06-14,LinkedIn,Centro-Oeste,15666.8,58677,272,8.69,Vendas
4218,2024-09-13,LinkedIn,Nordeste,20586.45,7215,83,1.0,Logística
4219,2023-09-19,SEO,Centro-Oeste,28566.35,41617,123,1.86,Logística
4220,2023-05-25,Instagram,Norte,25050.54,98957,411,52.16,Contabilidade
4221,2023-08-30,YouTube,Sul,45777.5,55865,164,9.29,Financeiro
4222,2025-09-24,LinkedIn,Norte,23078.75,62899,367,3.91,TI
4223,2025-11-24,Email,Sudeste,28687.52,59447,38,0.55,TI
4224,2025-03-22,SEO,Norte,23322.04,13146,305,40.72,Vendas
4225,2024-04-07,Instagram,Centro-Oeste,35766.09,64234,179,2.7,Vendas
4226,2025-07-05,Google Ads,Nordeste,3541.12,70032,371,70.94,Marketing
4227,2025-04-24,SEO,Centro-Oeste,22736.23,4054,468,95.12,Contabilidade
4228,2023-09-02,Email,Norte,2834.92,46138,131,1.85,Contabilidade
4229,2024-02-22,LinkedIn,Norte,42157.2,50069,393,5.27,Vendas
4230,2022-11-13,Instagram,Norte,24894.0,22464,222,11.32,Financeiro
4231,2023-01-02,LinkedIn,Sul,16033.9,92819,290,63.32,Marketing
4232,2022-08-29,LinkedIn,Sudeste,9774.82,93912,14,0.21,Logística
4233,2025-09-24,TikTok,Nordeste,37073.1,1630,494,13.55,Vendas
4234,2024-11-29,LinkedIn,Nordeste,44562.88,30809,142,1.84,Financeiro
4235,2024-10-03,TikTok,Sul,45837.02,36517,215,3.44,Financeiro
4236,2023-02-23,Instagram,Centro-Oeste,43281.3,16303,166,3.38,RH
4237,2025-08-23,Google Ads,Sudeste,14217.63,58843,214,3.58,Financeiro
4238,2023-08-09,YouTube,Centro-Oeste,43424.36,70423,478,8.46,Logística
4239,2024-02-01,YouTube,Centro-Oeste,37515.88,49062,281,18.28,Contabilidade
4240,2023-07-22,Instagram,Sudeste,34807.0,75425,91,2.24,Marketing
4241,2022-09-18,SEO,Norte,19357.36,53233,348,6.04,Vendas
4242,2024-10-01,LinkedIn,Centro-Oeste,9261.13,15138,266,17.55,RH
4243,2024-03-16,LinkedIn,Centro-Oeste,23399.35,83190,271,22.34,Marketing
4244,2024-09-06,TikTok,Sudeste,14303.96,40397,461,6.24,Financeiro
4245,2024-07-01,Facebook,Norte,38900.03,26331,299,24.88,RH
4246,2023-01-02,TikTok,Sudeste,26890.4,75517,436,6.27,TI
4247,2025-01-09,YouTube,Sudeste,43756.78,88505,341,7.21,Logística
4248,2022-01-19,SEO,Norte,45975.33,88120,487,8.99,Financeiro
4249,2024-04-06,Instagram,Nordeste,26795.9,10132,151,2.24,Vendas
4250,2023-11-08,Facebook,Sul,13167.15,95533,208,3.09,Contabilidade
4251,2023-12-10,LinkedIn,Norte,15967.73,18385,58,5.07,Marketing
4252,2023-04-24,Instagram,Sul,44619.22,66772,346,4.31,RH
4253,2024-05-30,YouTube,Centro-Oeste,2440.16,15161,383,9.01,Financeiro
4254,2022-04-19,Facebook,Sudeste,41922.12,2845,413,7.08,RH
4255,2024-08-06,Google Ads,Norte,11922.67,91140,212,3.8,Marketing
4256,2023-01-12,YouTube,Centro-Oeste,34631.06,11203,84,3.67,Marketing
4257,2024-02-06,SEO,Nordeste,49745.05,91214,489,4.92,Marketing
4258,2024-07-15,LinkedIn,Centro-Oeste,35941.29,16039,287,4.54,RH
4259,2023-01-04,Instagram,Sudeste,12000.35,94926,2,0.09,TI
4260,2024-10-21,Google Ads,Norte,10794.21,19759,41,2.83,Logística
4261,2022-04-16,Google Ads,Sul,13973.29,34294,265,3.6,Logística
4262,2023-11-13,SEO,Sudeste,15820.72,90710,437,5.42,Vendas
4263,2023-03-20,Instagram,Sul,14576.64,24654,330,8.57,RH
4264,2025-09-18,Facebook,Sul,3507.76,84175,65,1.61,Financeiro
4265,2023-06-22,LinkedIn,Centro-Oeste,19572.33,78020,415,4.88,Logística
4266,2024-03-09,TikTok,Nordeste,595.61,19115,139,1.45,Contabilidade
4267,2024-11-11,Email,Centro-Oeste,22712.47,56966,161,6.65,Financeiro
4268,2023-01-24,TikTok,Norte,5440.74,82936,331,13.49,Marketing
4269,2025-06-03,Email,Centro-Oeste,45746.79,74919,200,2.23,RH
4270,2022-05-06,YouTube,Sudeste,36340.93,4682,308,3.24,Marketing
4271,2022-04-22,YouTube,Nordeste,23421.81,56795,101,2.08,Financeiro
4272,2024-10-25,TikTok,Nordeste,36052.88,36073,169,3.76,Contabilidade
4273,2023-05-12,Facebook,Nordeste,15096.44,96403,464,5.28,Logística
4274,2025-11-08,Google Ads,Sul,14079.47,23643,71,0.93,Marketing
4275,2025-03-07,Google Ads,Sul,29336.89,68590,350,21.77,Logística
4276,2022-03-19,Instagram,Norte,4091.09,45726,70,4.17,Vendas
4277,2023-12-26,Facebook,Nordeste,32306.92,51237,259,3.07,Marketing
4278,2022-08-10,YouTube,Centro-Oeste,1699.23,22649,148,3.83,Financeiro
4279,2025-01-05,TikTok,Sudeste,491.75,63404,392,6.33,TI
4280,2022-04-05,LinkedIn,Nordeste,30763.0,21764,384,5.36,TI
4281,2024-08-08,Email,Nordeste,23842.93,22071,146,2.06,Financeiro
4282,2024-12-25,Email,Sudeste,47761.1,36673,450,12.19,TI
4283,2023-03-04,Instagram,Nordeste,38844.68,31402,418,4.63,Logística
4284,2023-06-12,LinkedIn,Sudeste,40421.16,94749,415,5.75,Financeiro
4285,2023-12-30,SEO,Sul,11882.4,23809,382,28.01,RH
4286,2023-07-23,SEO,Sul,21199.08,81316,380,5.45,RH
4287,2023-02-26,Facebook,Nordeste,7511.1,90174,138,9.79,Vendas
4288,2024-10-23,LinkedIn,Sul,17850.09,23072,187,5.38,TI
4289,2023-07-02,Facebook,Nordeste,23911.58,44233,61,0.79,TI
4290,2022-04-30,TikTok,Sudeste,33182.73,82235,230,7.29,Contabilidade
4291,2025-12-30,SEO,Centro-Oeste,42107.51,97485,129,1.66,Marketing
4292,2024-06-16,Facebook,Norte,32738.91,31219,493,25.88,Marketing
4293,2024-04-30,TikTok,Nordeste,40432.69,16350,355,45.57,Vendas
4294,2023-08-29,SEO,Sul,14994.28,96054,198,2.78,Vendas
4295,2024-05-25,Email,Centro-Oeste,28637.37,68311,143,3.97,Logística
4296,2025-03-18,Google Ads,Nordeste,5067.34,46376,6,0.07,Logística
4297,2024-09-02,Instagram,Sudeste,17313.54,25956,364,11.48,Logística
4298,2022-03-12,Instagram,Sudeste,40163.62,84079,179,14.18,RH
4299,2023-01-13,Facebook,Norte,7815.24,23674,156,3.94,RH
4300,2022-11-29,Google Ads,Sudeste,39084.16,33691,416,5.76,Financeiro
4301,2025-07-29,Email,Sul,46695.2,65701,456,58.09,Financeiro
4302,2023-10-03,Google Ads,Norte,32468.01,74819,422,6.27,Logística
4303,2023-03-28,LinkedIn,Centro-Oeste,31566.46,55270,136,5.55,Vendas
4304,2022-02-24,Instagram,Norte,29099.42,11132,403,19.39,RH
4305,2022-04-01,Google Ads,Norte,23632.36,71461,351,14.67,Vendas
4306,2024-01-06,LinkedIn,Nordeste,6478.64,99277,28,0.99,TI
4307,2025-03-25,SEO,Sudeste,27135.43,7461,120,1.37,RH
4308,2024-05-19,YouTube,Norte,26464.1,59587,149,7.42,Contabilidade
4309,2022-07-08,Email,Sudeste,42474.14,71325,442,14.39,Marketing
4310,2023-12-23,Facebook,Norte,40461.53,64843,422,13.04,RH
4311,2024-05-07,SEO,Norte,2294.63,97497,200,2.99,RH
4312,2024-10-26,SEO,Sudeste,26589.57,94974,372,5.21,Contabilidade
4313,2023-02-08,Facebook,Sudeste,2032.64,3607,238,5.94,Contabilidade
4314,2022-11-11,Email,Centro-Oeste,49368.34,3046,27,0.41,Contabilidade
4315,2022-09-17,TikTok,Norte,48366.34,91545,102,1.75,Vendas
4316,2022-06-30,YouTube,Sul,42231.24,34706,140,2.67,Financeiro
4317,2025-01-04,YouTube,Sudeste,44876.73,62185,195,2.96,Contabilidade
4318,2025-12-28,Email,Sudeste,31810.36,81481,337,16.3,Marketing
4319,2023-09-17,Google Ads,Norte,8374.61,1661,258,80.37,Contabilidade
4320,2024-06-27,Email,Nordeste,34909.6,59634,108,1.28,Marketing
4321,2022-02-05,TikTok,Nordeste,24506.29,67537,49,1.62,Vendas
4322,2023-10-28,LinkedIn,Nordeste,47945.74,64030,75,1.06,Contabilidade
4323,2025-08-08,Instagram,Nordeste,38553.26,95460,84,2.12,Marketing
4324,2023-12-03,Email,Norte,16542.18,62697,59,0.72,Financeiro
4325,2024-05-13,YouTube,Norte,18516.99,6544,275,29.7,TI
4326,2025-05-10,Facebook,Norte,1048.0,70425,179,2.82,Vendas
4327,2024-10-20,LinkedIn,Sul,32241.63,29212,137,3.94,Marketing
4328,2022-06-24,Email,Norte,25459.27,17828,295,4.49,RH
4329,2023-04-07,Facebook,Centro-Oeste,32143.08,92660,199,3.43,Logística
4330,2022-04-08,Google Ads,Sul,17614.03,64034,269,4.36,Financeiro
4331,2023-11-04,Facebook,Nordeste,38638.96,15371,235,2.79,Contabilidade
4332,2025-02-03,Instagram,Nordeste,11246.3,65383,370,37.45,Logística
4333,2023-07-17,Email,Sudeste,37125.54,71253,143,2.68,TI
4334,2025-07-16,Facebook,Nordeste,5359.59,67394,101,1.65,Logística
4335,2023-09-03,Facebook,Sul,49400.17,41462,346,11.54,RH
4336,2024-04-05,Email,Centro-Oeste,11365.94,60450,486,57.04,TI
4337,2024-07-08,LinkedIn,Nordeste,23549.81,64852,414,57.34,TI
4338,2023-01-30,YouTube,Norte,2456.44,46350,185,3.76,Contabilidade
4339,2024-09-23,Facebook,Nordeste,36241.55,62994,289,3.02,Vendas
4340,2024-12-29,Instagram,Sudeste,4042.8,22630,19,0.24,Financeiro
4341,2025-05-09,Google Ads,Sudeste,15746.17,92119,434,94.14,Marketing
4342,2025-06-16,YouTube,Norte,5879.85,81048,222,3.71,Financeiro
4343,2022-07-25,Facebook,Sul,20206.11,25493,430,4.71,RH
4344,2025-12-17,Google Ads,Sudeste,6570.18,42053,44,0.53,Financeiro
4345,2025-02-25,LinkedIn,Norte,15280.63,77698,184,2.25,Marketing
4346,2025-11-16,YouTube,Nordeste,11238.3,15795,101,2.3,RH
4347,2022-10-03,YouTube,Sul,43256.31,13379,483,5.65,Logística
4348,2024-08-30,SEO,Sudeste,20274.01,72495,337,4.7,Vendas
4349,2025-09-12,Email,Sul,12591.93,51075,162,3.46,Logística
4350,2022-02-28,YouTube,Sul,34235.49,76154,88,3.37,Marketing
4351,2023-05-08,Google Ads,Norte,38710.51,26971,270,4.63,RH
4352,2025-12-20,TikTok,Centro-Oeste,3047.16,54177,359,8.71,Marketing
4353,2022-07-18,Google Ads,Sul,37250.06,68860,315,5.43,Contabilidade
4354,2025-01-23,LinkedIn,Norte,11702.2,80688,285,9.04,Financeiro
4355,2024-07-16,TikTok,Sul,36265.06,28486,83,1.72,TI
4356,2025-11-05,LinkedIn,Nordeste,24885.36,66790,427,30.63,RH
4357,2024-08-28,Facebook,Sudeste,4537.82,60233,339,20.72,TI
4358,2022-03-31,Instagram,Norte,437.66,65413,145,3.94,Financeiro
4359,2023-10-17,TikTok,Centro-Oeste,3395.84,14826,159,2.02,Logística
4360,2023-07-12,Google Ads,Norte,30705.82,9148,257,45.65,Contabilidade
4361,2022-07-04,LinkedIn,Nordeste,866.55,8730,422,14.76,Logística
4362,2025-01-26,Google Ads,Centro-Oeste,5959.89,2052,422,30.04,TI
4363,2023-05-22,Instagram,Norte,36359.39,47560,459,4.96,Contabilidade
4364,2025-04-03,Instagram,Sudeste,36355.46,65490,39,1.55,Marketing
4365,2024-07-07,YouTube,Centro-Oeste,14500.55,43244,330,5.25,TI
4366,2023-09-28,YouTube,Sul,25933.63,76157,470,27.39,Marketing
4367,2025-01-21,LinkedIn,Nordeste,45201.51,53058,325,5.93,RH
4368,2024-09-25,Google Ads,Sul,38033.18,14666,158,3.24,RH
4369,2022-09-01,Instagram,Sul,23123.16,99812,352,102.33,Contabilidade
4370,2023-04-02,Instagram,Sudeste,25594.04,46553,114,1.63,TI
4371,2025-07-24,YouTube,Sul,28371.53,10238,273,11.76,Financeiro
4372,2025-06-17,Facebook,Sudeste,20218.04,96637,349,3.67,Contabilidade
4373,2024-07-26,TikTok,Norte,28369.79,89482,80,0.96,Contabilidade
4374,2024-02-11,SEO,Sudeste,31739.81,39855,356,3.99,Logística
4375,2025-05-07,TikTok,Sudeste,21268.52,87980,430,8.06,RH
4376,2024-10-01,YouTube,Sudeste,45439.59,29041,237,2.82,TI
4377,2023-10-14,Google Ads,Sudeste,2057.93,69744,236,10.35,Vendas
4378,2024-08-30,LinkedIn,Nordeste,32817.24,75177,127,3.17,Marketing
4379,2025-11-16,Facebook,Nordeste,23434.55,57885,144,1.74,RH
4380,2023-11-23,TikTok,Norte,25055.46,59557,417,10.1,Logística
4381,2024-01-24,Email,Sudeste,40971.73,1395,463,7.73,Vendas
4382,2023-03-07,Instagram,Norte,4159.73,33577,235,6.41,TI
4383,2024-06-17,Instagram,Sul,31945.61,69850,263,76.01,Vendas
4384,2025-10-16,Instagram,Sul,49160.86,87055,397,6.87,Marketing
4385,2024-10-20,YouTube,Sul,38883.2,29572,445,44.37,RH
4386,2024-10-17,Google Ads,Sudeste,26178.87,79440,110,1.14,Logística
4387,2025-10-08,Google Ads,Sudeste,3514.93,17698,355,11.14,Logística
4388,2023-12-10,Email,Nordeste,33145.54,41181,42,0.86,RH
4389,2024-10-04,Email,Sudeste,4028.93,1400,423,4.68,Marketing
4390,2024-09-26,Facebook,Norte,27107.57,93177,203,2.78,Contabilidade
4391,2025-06-02,SEO,Sul,38587.27,50431,150,3.73,Marketing
4392,2022-04-07,Email,Norte,10181.78,55729,191,7.91,Logística
4393,2024-03-13,TikTok,Nordeste,34827.12,35864,355,128.16,RH
4394,2025-02-20,TikTok,Norte,30382.09,11927,83,2.0,Vendas
4395,2024-03-26,YouTube,Sudeste,42373.87,9108,190,16.78,Logística
4396,2024-11-12,TikTok,Norte,43302.11,61917,39,2.03,TI
4397,2025-06-03,Instagram,Norte,13461.4,63433,170,12.27,RH
4398,2025-09-30,Google Ads,Nordeste,43333.9,23606,281,20.22,Vendas
4399,2025-04-08,YouTube,Norte,5321.27,42049,284,42.26,Vendas
4400,2022-08-12,Facebook,Sudeste,45950.13,32184,197,3.99,TI
4401,2025-12-18,Email,Norte,46919.93,37546,247,3.64,Contabilidade
4402,2023-09-07,SEO,Norte,47201.98,25024,186,4.48,Contabilidade
4403,2024-01-16,Facebook,Sudeste,10401.41,99965,174,3.45,Logística
4404,2025-09-05,YouTube,Sudeste,31022.98,26347,178,36.7,Logística
4405,2023-04-22,YouTube,Centro-Oeste,9900.27,67711,102,1.53,Marketing
4406,2023-08-27,Email,Nordeste,1051.9,43673,228,7.5,Contabilidade
4407,2022-01-03,Facebook,Sul,15921.95,12486,333,4.85,Marketing
4408,2024-08-02,Google Ads,Sudeste,11627.04,86365,132,1.83,RH
4409,2025-07-04,TikTok,Sudeste,21407.45,67489,413,23.97,Contabilidade
4410,2022-05-13,Email,Centro-Oeste,42316.77,20621,135,2.94,Contabilidade
4411,2024-06-06,Email,Sul,13845.65,9497,479,9.07,Vendas
4412,2025-03-14,Google Ads,Centro-Oeste,17370.39,26734,12,0.21,Logística
4413,2024-12-02,Email,Norte,37868.63,50626,426,12.11,RH
4414,2023-06-12,YouTube,Centro-Oeste,7755.48,13887,364,10.55,Vendas
4415,2022-04-11,Google Ads,Centro-Oeste,45886.41,82032,43,0.45,TI
4416,2023-07-28,LinkedIn,Sul,43294.65,35770,219,2.8,Logística
4417,2025-02-22,Facebook,Sul,1391.19,21739,312,81.89,Marketing
4418,2022-07-14,YouTube,Nordeste,2530.1,32343,310,3.3,Logística
4419,2025-09-11,LinkedIn,Sudeste,36752.9,17656,77,1.45,RH
4420,2025-02-05,YouTube,Centro-Oeste,49837.45,65172,68,3.3,TI
4421,2025-05-29,Instagram,Centro-Oeste,49119.51,76221,441,23.57,Vendas
4422,2023-03-10,Google Ads,Norte,25592.05,57047,380,12.94,Contabilidade
4423,2022-08-19,LinkedIn,Sul,12025.49,23277,272,6.05,Marketing
4424,2025-03-14,Facebook,Sudeste,5885.31,60001,252,3.79,TI
4425,2024-06-13,Google Ads,Sudeste,34131.06,82286,293,19.56,TI
4426,2022-11-02,LinkedIn,Nordeste,23670.19,93164,313,5.75,RH
4427,2023-03-06,SEO,Nordeste,6231.21,11789,374,6.02,Vendas
4428,2025-12-28,TikTok,Nordeste,17676.01,95156,85,1.64,Marketing
4429,2022-02-15,Email,Norte,34933.01,76302,324,7.61,TI
4430,2025-09-24,TikTok,Norte,13396.29,57244,228,2.5,Vendas
4431,2025-01-07,Instagram,Norte,26639.75,71275,312,14.14,Marketing
4432,2022-11-26,Facebook,Sudeste,14343.14,26505,280,4.48,Vendas
4433,2023-03-11,YouTube,Centro-Oeste,29934.83,85391,2,0.03,Vendas
4434,2022-11-29,LinkedIn,Nordeste,7161.39,19110,366,8.65,Vendas
4435,2024-07-16,LinkedIn,Sudeste,42818.28,68167,102,7.35,Vendas
4436,2023-08-25,SEO,Nordeste,17086.24,69350,53,0.66,Contabilidade
4437,2023-12-13,Google Ads,Centro-Oeste,27120.8,34838,244,3.16,Marketing
4438,2024-05-18,Email,Nordeste,34860.09,36794,226,5.02,TI
4439,2025-04-15,Email,Norte,274.48,51686,234,4.36,Vendas
4440,2022-12-28,LinkedIn,Nordeste,37807.49,36138,111,2.22,Contabilidade
4441,2023-04-21,Email,Centro-Oeste,13504.13,16558,275,2.88,RH
4442,2022-01-11,TikTok,Sudeste,18515.33,42698,470,10.63,Financeiro
4443,2022-09-05,SEO,Sudeste,6900.92,4616,278,3.91,Financeiro
4444,2025-12-31,Google Ads,Norte,8978.58,93526,405,5.68,Vendas
4445,2023-02-04,TikTok,Sudeste,9441.26,17372,153,3.52,RH
4446,2024-09-01,Instagram,Centro-Oeste,43307.84,68894,280,6.67,RH
4447,2022-08-28,SEO,Nordeste,48333.44,69006,219,5.48,TI
4448,2025-01-30,Instagram,Norte,16203.81,74357,217,24.91,RH
4449,2024-08-28,Google Ads,Sul,8862.23,66737,370,4.34,Vendas
4450,2025-04-03,Instagram,Centro-Oeste,8635.24,24191,18,0.91,TI
4451,2025-04-30,Email,Nordeste,32372.43,26628,410,7.12,Logística
4452,2022-06-17,LinkedIn,Norte,13035.34,96650,289,10.83,Financeiro
4453,2022-09-25,Google Ads,Nordeste,43279.47,42307,297,19.5,TI
4454,2022-12-10,Instagram,Sudeste,871.4,79339,344,3.7,Contabilidade
4455,2024-08-07,LinkedIn,Centro-Oeste,6895.98,81262,184,4.37,Vendas
4456,2022-03-11,LinkedIn,Nordeste,8525.02,23378,404,8.07,TI
4457,2025-08-21,TikTok,Sudeste,27592.4,85126,438,69.97,TI
4458,2024-12-29,Facebook,Sudeste,11725.55,14867,395,6.83,TI
4459,2023-11-03,Instagram,Centro-Oeste,44822.03,50968,277,86.29,RH
4460,2025-04-14,SEO,Sul,25553.65,22187,287,31.26,RH
4461,2024-01-04,Facebook,Nordeste,16395.58,19388,484,5.72,Financeiro
4462,2022-04-04,Google Ads,Sul,45827.62,77464,492,6.49,Logística
4463,2022-08-13,Facebook,Sudeste,14558.75,15415,143,2.3,RH
4464,2024-04-10,Email,Sul,44913.27,95458,120,1.48,Vendas
4465,2023-12-06,Google Ads,Norte,23614.53,20135,356,6.74,RH
4466,2023-07-26,LinkedIn,Centro-Oeste,28832.83,31049,259,11.18,RH
4467,2024-06-23,YouTube,Sudeste,46569.53,10752,352,6.29,Marketing
4468,2023-01-13,SEO,Sul,48894.52,78977,336,6.21,Contabilidade
4469,2025-04-05,Email,Sudeste,24296.66,89014,403,4.89,TI
4470,2025-05-14,Facebook,Norte,2318.91,31432,45,0.74,Vendas
4471,2023-04-02,SEO,Sul,11025.43,20470,417,21.12,Logística
4472,2023-02-18,Email,Norte,46678.78,45355,91,5.99,Marketing
4473,2025-01-17,YouTube,Sudeste,16094.64,33453,492,25.83,Logística
4474,2023-03-30,TikTok,Norte,32488.15,50202,341,17.95,TI
4475,2022-08-26,Facebook,Sul,17208.19,66565,74,1.31,RH
4476,2022-08-23,Instagram,Sudeste,12913.81,43630,363,3.78,Marketing
4477,2023-04-22,YouTube,Sudeste,5967.86,56449,105,2.06,RH
4478,2022-06-30,LinkedIn,Sudeste,6087.2,35584,114,23.75,Contabilidade
4479,2022-07-10,Google Ads,Norte,37249.08,15093,358,201.12,Financeiro
4480,2023-01-07,Email,Centro-Oeste,12476.02,31828,84,3.11,Financeiro
4481,2025-03-10,SEO,Norte,17431.88,88297,135,1.58,RH
4482,2022-09-04,TikTok,Sul,31306.24,86711,256,4.64,Contabilidade
4483,2025-05-09,Facebook,Centro-Oeste,16354.45,38355,230,5.74,Financeiro
4484,2022-03-25,LinkedIn,Centro-Oeste,28997.57,49127,462,4.63,Logística
4485,2025-05-02,LinkedIn,Norte,12902.65,38175,489,10.7,TI
4486,2022-05-23,Google Ads,Norte,26273.17,55578,311,3.2,Marketing
4487,2022-07-11,LinkedIn,Nordeste,20096.31,25991,276,18.34,Financeiro
4488,2022-12-11,YouTube,Sudeste,23584.85,38756,491,128.87,Contabilidade
4489,2023-05-02,Google Ads,Sudeste,45783.74,46480,358,243.54,Marketing
4490,2025-03-06,Google Ads,Sudeste,28239.91,37449,294,67.28,RH
4491,2024-07-05,Facebook,Norte,5854.96,76395,192,10.59,Financeiro
4492,2022-07-20,Google Ads,Centro-Oeste,31229.97,80339,189,6.86,Contabilidade
4493,2024-02-23,SEO,Nordeste,41959.7,95938,276,3.34,Marketing
4494,2025-11-15,SEO,Sul,29003.04,26650,181,1.84,Vendas
4495,2024-06-09,YouTube,Centro-Oeste,4346.2,34565,186,1.99,Vendas
4496,2024-11-10,Facebook,Nordeste,12862.56,54781,236,2.75,RH
4497,2022-01-15,TikTok,Sul,25747.02,50269,63,1.57,Vendas
4498,2024-08-08,Google Ads,Nordeste,3040.4,3998,306,3.76,Logística
4499,2024-08-08,YouTube,Nordeste,38847.94,33712,61,2.08,Marketing
4500,2025-01-19,Facebook,Norte,16837.29,85780,271,13.52,Vendas
4501,2024-05-07,Facebook,Centro-Oeste,36912.49,13500,237,2.62,TI
4502,2023-06-29,Email,Nordeste,22547.24,35505,257,3.97,Financeiro
4503,2022-02-09,Google Ads,Centro-Oeste,21793.32,87304,358,15.07,Contabilidade
4504,2024-06-27,YouTube,Centro-Oeste,48944.45,66136,311,19.27,Vendas
4505,2023-12-18,Email,Sudeste,16996.59,75472,152,2.58,TI
4506,2023-06-05,Google Ads,Norte,29794.78,87409,32,0.72,TI
4507,2022-02-13,SEO,Centro-Oeste,34666.35,85524,300,5.97,Marketing
4508,2022-12-15,SEO,Nordeste,42814.77,15355,216,3.09,Marketing
4509,2025-06-13,TikTok,Nordeste,12383.56,77292,462,52.03,Financeiro
4510,2024-04-03,TikTok,Centro-Oeste,45043.87,92956,199,7.7,Contabilidade
4511,2023-01-08,Google Ads,Nordeste,12912.34,14603,152,2.84,Financeiro
4512,2022-01-19,YouTube,Centro-Oeste,29502.29,74061,252,21.43,TI
4513,2024-01-26,Google Ads,Sudeste,49898.56,58365,142,1.56,Vendas
4514,2022-03-29,YouTube,Sul,21834.48,7397,167,9.35,RH
4515,2024-07-30,Facebook,Sudeste,7038.77,55411,74,2.55,Vendas
4516,2025-08-16,LinkedIn,Centro-Oeste,42841.58,24620,310,4.45,TI
4517,2024-07-05,Instagram,Sudeste,4334.84,45998,322,5.75,RH
4518,2023-02-22,Instagram,Sudeste,3460.05,13922,459,14.29,Marketing
4519,2022-10-07,TikTok,Norte,32818.69,11778,133,1.46,Vendas
4520,2022-09-29,Google Ads,Norte,10770.24,22767,330,6.1,Contabilidade
4521,2022-03-30,Email,Sudeste,45884.81,62740,114,2.21,TI
4522,2025-01-20,SEO,Nordeste,39064.35,31467,48,2.46,Contabilidade
4523,2023-08-28,LinkedIn,Centro-Oeste,3968.15,55357,206,6.84,Contabilidade
4524,2024-08-01,SEO,Nordeste,46925.85,90972,284,15.4,Contabilidade
4525,2023-04-30,LinkedIn,Sudeste,25501.87,38707,277,2.97,Vendas
4526,2025-12-12,YouTube,Centro-Oeste,5626.8,48689,76,0.88,Financeiro
4527,2024-02-26,LinkedIn,Sul,37608.48,28425,193,22.13,Vendas
4528,2022-07-16,YouTube,Sul,49737.87,94443,82,0.96,TI
4529,2024-11-14,Instagram,Norte,23370.94,92853,48,0.86,Marketing
4530,2025-10-10,Facebook,Nordeste,24518.96,99752,496,8.1,TI
4531,2025-01-23,LinkedIn,Nordeste,9001.86,39058,278,79.66,Contabilidade
4532,2025-03-23,Facebook,Sul,32605.71,40860,240,5.38,Logística
4533,2024-01-19,TikTok,Sudeste,35485.84,97583,322,4.98,RH
4534,2022-11-05,SEO,Nordeste,37784.88,54867,192,2.56,Contabilidade
4535,2022-09-09,Instagram,Norte,5252.82,30904,248,4.86,Marketing
4536,2025-11-18,Email,Norte,34529.24,83845,245,3.32,Marketing
4537,2025-06-21,Instagram,Nordeste,19093.3,1762,441,50.4,Vendas
4538,2023-01-01,Instagram,Nordeste,9327.29,59995,500,31.25,Financeiro
4539,2023-04-12,LinkedIn,Nordeste,49567.56,97463,159,2.68,TI
4540,2025-06-24,TikTok,Nordeste,40573.47,9577,318,26.9,TI
4541,2025-06-10,Instagram,Sudeste,15904.93,99560,490,202.48,Contabilidade
4542,2025-10-27,LinkedIn,Norte,39697.23,56269,315,4.03,Financeiro
4543,2022-04-08,Facebook,Norte,31564.65,66360,64,1.55,TI
4544,2025-06-08,Facebook,Norte,2101.55,90263,20,0.45,Financeiro
4545,2023-11-11,Instagram,Norte,1889.78,41807,420,4.33,Marketing
4546,2024-05-05,YouTube,Centro-Oeste,41419.79,12658,460,104.31,Vendas
4547,2024-01-04,LinkedIn,Sudeste,27460.58,90868,305,9.92,Vendas
4548,2024-12-20,LinkedIn,Sul,23022.81,24941,361,3.63,TI
4549,2023-03-16,Instagram,Centro-Oeste,8409.58,36108,404,4.61,RH
