id,data,ticker,empresa,abertura,maxima,minima,fechamento,volume,variacao_percentual
4062,2025-01-12,ABEV3,Ambev,129.65,130.56,133.38,131.31,15034362,1.28
4063,2024-02-01,BBAS3,Banco do Brasil,147.1,148.17,145.63,149.31,26106892,1.5
4064,2025-10-14,BBAS3,Banco do Brasil,167.33,166.64,171.24,164.39,42654943,-1.76
4065,2023-03-04,MGLU3,Magazine Luiza,109.2,107.5,110.52,107.48,10497950,-1.58
4066,2024-01-16,ABEV3,Ambev,150.79,149.77,149.58,151.93,4178822,0.76
4067,2025-10-30,WEGE3,WEG,161.92,162.51,164.82,165.47,28689372,2.19
4068,2025-03-30,BBDC4,Bradesco,64.45,64.84,64.23,68.53,39490501,6.33
4069,2024-07-07,PETR4,Petrobras,57.01,57.33,56.93,59.55,4445338,4.46
4070,2024-08-21,BBDC4,Bradesco,10.51,10.52,10.34,14.03,43515934,33.49
4071,2022-09-15,BBAS3,Banco do Brasil,118.72,119.0,120.41,114.43,34093347,-3.61
4072,2023-09-10,RENT3,Localiza,121.73,123.02,121.6,119.33,17184271,-1.97
4073,2024-02-03,PETR4,Petrobras,18.67,18.6,18.23,18.53,25039540,-0.75
4074,2022-02-07,VALE3,Vale,191.08,188.04,196.31,192.63,47860440,0.81
4075,2022-05-21,MGLU3,Magazine Luiza,65.2,64.29,64.45,63.49,44743545,-2.62
4076,2025-07-17,BBDC4,Bradesco,21.47,21.04,21.21,22.22,47801388,3.49
4077,2022-11-22,RENT3,Localiza,35.81,36.1,35.29,34.95,5451831,-2.4
4078,2022-05-19,WEGE3,WEG,103.91,104.9,106.21,107.15,6385046,3.12
4079,2025-06-29,WEGE3,WEG,148.69,151.51,147.3,148.93,4645173,0.16
4080,2025-01-30,ABEV3,Ambev,171.68,169.86,169.89,170.03,28786240,-0.96
4081,2022-01-28,WEGE3,WEG,107.19,108.57,110.06,108.07,17410344,0.82
4082,2025-07-19,SUZB3,Suzano,130.42,132.48,127.46,128.36,35788197,-1.58
4083,2023-04-16,RENT3,Localiza,141.61,141.28,141.92,138.93,7273043,-1.89
4084,2025-03-11,BBDC4,Bradesco,98.59,100.34,100.35,99.64,37575164,1.07
4085,2022-02-24,SUZB3,Suzano,86.01,86.4,83.55,87.12,39599447,1.29
4086,2025-12-27,VALE3,Vale,61.62,61.18,61.61,64.49,18373845,4.66
4087,2024-08-11,SUZB3,Suzano,68.76,67.6,66.98,73.64,15801051,7.1
4088,2022-03-24,SUZB3,Suzano,55.75,54.69,54.83,60.21,19199287,8.0
4089,2025-06-12,BBAS3,Banco do Brasil,131.88,132.14,132.37,128.22,2479274,-2.78
4090,2023-09-23,MGLU3,Magazine Luiza,150.64,148.65,149.59,147.77,40980140,-1.91
4091,2025-07-03,SUZB3,Suzano,73.41,74.69,71.5,69.48,37353966,-5.35
4092,2024-07-17,BBAS3,Banco do Brasil,69.2,70.1,67.55,67.14,23988417,-2.98
4093,2023-06-23,VALE3,Vale,192.43,190.92,191.39,192.55,16085338,0.06
4094,2025-01-29,ITUB4,Itaú,160.48,157.76,158.44,163.53,16105864,1.9
4095,2025-02-02,RENT3,Localiza,158.6,159.41,156.49,162.96,48664271,2.75
4096,2023-03-26,RENT3,Localiza,71.35,70.22,69.27,70.19,4328614,-1.63
4097,2022-08-11,VALE3,Vale,53.54,53.34,54.39,48.69,47596008,-9.06
4098,2023-05-02,RENT3,Localiza,144.4,144.09,148.02,146.15,8302826,1.21
4099,2024-02-23,RENT3,Localiza,169.48,170.95,166.08,165.12,28485603,-2.57
4100,2025-10-28,ABEV3,Ambev,158.55,160.88,161.66,155.67,27617153,-1.82
4101,2022-08-23,ITUB4,Itaú,99.64,98.8,101.39,101.43,26811376,1.8
4102,2025-07-11,BBDC4,Bradesco,165.67,166.32,162.05,161.75,41157863,-2.37
4103,2025-10-29,BBAS3,Banco do Brasil,170.45,170.06,174.97,174.76,34527845,2.53
4104,2024-06-21,SUZB3,Suzano,76.14,77.2,74.62,75.21,17212703,-1.22
4105,2024-05-21,MGLU3,Magazine Luiza,11.96,11.75,11.96,8.8,13906671,-26.42
4106,2024-05-21,RENT3,Localiza,30.05,29.87,30.32,33.25,31075678,10.65
4107,2023-10-31,RENT3,Localiza,91.36,90.01,91.42,90.73,1808771,-0.69
4108,2024-03-02,BBDC4,Bradesco,78.68,80.23,77.46,79.62,22520486,1.19
4109,2025-02-07,BBAS3,Banco do Brasil,130.57,131.64,127.77,134.83,26620833,3.26
4110,2022-07-19,RENT3,Localiza,37.55,37.41,37.66,37.95,20903434,1.07
4111,2024-10-12,SUZB3,Suzano,177.93,179.81,182.68,176.65,30807174,-0.72
4112,2025-02-06,SUZB3,Suzano,54.82,54.35,56.44,51.24,13268426,-6.53
4113,2022-07-02,PETR4,Petrobras,114.86,115.02,116.66,116.86,33720400,1.74
4114,2025-08-16,BBAS3,Banco do Brasil,180.0,177.82,184.17,176.8,39178443,-1.78
4115,2025-08-20,BBAS3,Banco do Brasil,18.94,18.75,18.51,23.56,19531827,24.39
4116,2023-03-06,ITUB4,Itaú,109.96,111.92,110.4,113.86,20981918,3.55
4117,2025-10-02,BBDC4,Bradesco,80.85,79.81,82.7,85.49,31479765,5.74
4118,2023-10-20,MGLU3,Magazine Luiza,130.46,130.61,126.65,134.19,47239276,2.86
4119,2025-10-12,ABEV3,Ambev,195.89,193.55,200.39,196.02,5892164,0.07
4120,2024-07-09,ITUB4,Itaú,30.77,30.61,31.25,30.15,3918654,-2.01
4121,2023-06-13,BBDC4,Bradesco,197.85,199.23,196.7,193.49,13791505,-2.2
4122,2024-11-13,BBAS3,Banco do Brasil,138.16,140.28,134.81,140.45,45454556,1.66
4123,2022-09-09,MGLU3,Magazine Luiza,39.32,39.37,39.29,42.88,5099008,9.05
4124,2022-07-01,WEGE3,WEG,110.06,110.33,108.54,111.39,41425675,1.21
4125,2022-04-01,WEGE3,WEG,10.32,10.41,10.26,11.45,2090995,10.95
4126,2022-10-11,BBAS3,Banco do Brasil,100.26,101.18,100.04,102.21,39714920,1.94
4127,2024-08-15,BBDC4,Bradesco,41.77,41.08,42.62,42.88,28381270,2.66
4128,2022-04-17,ITUB4,Itaú,71.63,72.07,72.88,69.57,25020337,-2.88
4129,2025-01-03,MGLU3,Magazine Luiza,30.02,30.34,29.67,29.94,34638558,-0.27
4130,2025-08-15,WEGE3,WEG,194.15,192.94,190.3,197.44,49788557,1.69
4131,2024-03-29,ITUB4,Itaú,29.55,29.89,30.01,32.96,39634575,11.54
4132,2023-06-16,BBAS3,Banco do Brasil,136.68,138.08,140.42,139.13,32462640,1.79
4133,2022-12-05,BBAS3,Banco do Brasil,114.35,112.63,115.96,118.17,44516822,3.34
4134,2023-01-12,WEGE3,WEG,82.76,81.45,83.13,83.99,47470026,1.49
4135,2023-01-27,BBDC4,Bradesco,82.56,82.27,80.91,79.1,21055412,-4.19
4136,2023-07-04,WEGE3,WEG,84.79,84.86,84.24,85.63,14829791,0.99
4137,2023-11-22,ITUB4,Itaú,55.74,54.9,55.09,54.29,34870148,-2.6
4138,2022-10-17,ITUB4,Itaú,139.66,141.92,141.25,135.34,28558854,-3.09
4139,2023-10-14,ABEV3,Ambev,91.23,89.85,88.74,93.25,46468099,2.21
4140,2023-06-25,ITUB4,Itaú,144.65,142.07,144.0,149.53,11431832,3.37
4141,2022-11-20,BBAS3,Banco do Brasil,162.0,160.75,162.65,159.67,6889720,-1.44
4142,2022-04-18,BBAS3,Banco do Brasil,128.58,126.3,129.92,129.0,24841792,0.33
4143,2022-04-27,VALE3,Vale,140.02,138.75,141.25,137.58,9775914,-1.74
4144,2023-02-04,BBAS3,Banco do Brasil,31.45,31.82,31.25,33.49,9250787,6.49
4145,2023-11-21,RENT3,Localiza,25.18,25.27,24.6,22.71,19420984,-9.81
4146,2023-07-06,SUZB3,Suzano,129.52,131.06,129.13,128.85,1651271,-0.52
4147,2023-04-20,BBAS3,Banco do Brasil,36.85,36.21,36.95,38.18,49558403,3.61
4148,2025-10-20,VALE3,Vale,112.3,113.06,109.51,114.4,19904333,1.87
4149,2022-12-26,BBDC4,Bradesco,51.17,51.67,52.6,52.69,31713758,2.97
4150,2022-09-22,VALE3,Vale,49.33,48.56,49.92,45.28,1784274,-8.21
4151,2023-11-02,RENT3,Localiza,173.75,176.42,168.84,177.25,11298683,2.01
4152,2022-06-04,BBAS3,Banco do Brasil,87.55,88.16,88.71,85.46,5647778,-2.39
4153,2025-10-04,SUZB3,Suzano,81.87,81.94,80.6,84.53,30072658,3.25
4154,2023-09-19,RENT3,Localiza,185.14,187.95,180.12,187.55,48286695,1.3
4155,2023-11-06,VALE3,Vale,19.76,20.05,19.17,17.77,3362344,-10.07
4156,2022-05-31,ABEV3,Ambev,170.87,169.2,175.69,168.68,27614432,-1.28
4157,2022-06-13,ABEV3,Ambev,163.64,163.67,161.25,167.9,16699424,2.6
4158,2022-05-15,ITUB4,Itaú,34.13,34.78,34.27,37.8,9394399,10.75
4159,2024-03-08,BBDC4,Bradesco,69.31,70.28,68.31,73.9,47044350,6.62
4160,2023-06-26,RENT3,Localiza,11.49,11.68,11.27,8.34,22473223,-27.42
4161,2024-12-20,BBAS3,Banco do Brasil,170.87,170.38,169.15,174.68,43923228,2.23
4162,2024-04-10,BBAS3,Banco do Brasil,114.81,115.37,113.79,116.48,19570369,1.45
4163,2022-07-15,ITUB4,Itaú,12.91,12.79,13.21,16.95,16038286,31.29
4164,2022-08-03,ITUB4,Itaú,75.29,75.56,73.35,75.26,13505422,-0.04
4165,2022-01-18,SUZB3,Suzano,190.69,190.51,194.88,186.17,2575730,-2.37
4166,2024-11-23,BBAS3,Banco do Brasil,178.41,181.71,174.92,177.1,44493953,-0.73
4167,2024-12-02,BBDC4,Bradesco,192.41,191.5,191.74,191.81,34811987,-0.31
4168,2023-03-15,ITUB4,Itaú,148.52,149.63,146.8,151.93,44479871,2.3
4169,2023-02-12,ITUB4,Itaú,45.76,46.34,45.1,46.5,49827568,1.62
4170,2024-01-07,RENT3,Localiza,55.82,55.87,57.16,59.97,37345807,7.43
4171,2023-09-28,WEGE3,WEG,109.49,108.87,106.93,110.9,31291793,1.29
4172,2022-08-04,BBDC4,Bradesco,114.09,115.24,113.2,113.87,8597213,-0.19
4173,2023-02-24,RENT3,Localiza,162.42,162.73,161.53,161.79,13660016,-0.39
4174,2022-05-03,ABEV3,Ambev,21.76,22.04,21.7,25.67,26690474,17.97
4175,2022-01-22,BBDC4,Bradesco,158.59,160.55,158.31,160.2,837410,1.02
4176,2025-12-25,MGLU3,Magazine Luiza,107.42,105.87,105.3,103.0,22504781,-4.11
4177,2023-01-09,BBDC4,Bradesco,77.06,76.45,79.11,73.81,22043763,-4.22
4178,2023-06-04,RENT3,Localiza,194.21,197.76,192.09,191.28,40343029,-1.51
4179,2025-04-01,WEGE3,WEG,190.99,194.2,193.38,192.79,39047378,0.94
4180,2025-12-13,ITUB4,Itaú,148.86,148.16,146.92,149.78,18604215,0.62
4181,2022-03-07,MGLU3,Magazine Luiza,16.38,16.7,16.84,20.93,30009746,27.78
4182,2024-12-22,VALE3,Vale,184.57,181.42,179.57,180.55,21758966,-2.18
4183,2023-05-24,VALE3,Vale,189.27,191.95,192.66,191.55,11903358,1.2
4184,2023-01-16,ABEV3,Ambev,16.62,16.58,17.03,13.7,6880809,-17.57
4185,2023-04-04,BBDC4,Bradesco,79.02,78.52,80.35,77.31,36607237,-2.16
4186,2022-06-15,ITUB4,Itaú,162.69,163.79,166.4,161.94,21237394,-0.46
4187,2022-10-02,RENT3,Localiza,25.17,24.68,24.66,26.26,49707383,4.33
4188,2025-03-22,ITUB4,Itaú,77.34,77.49,78.77,79.84,21423010,3.23
4189,2023-03-28,VALE3,Vale,166.68,165.9,165.43,162.81,17758363,-2.32
4190,2022-04-05,SUZB3,Suzano,27.98,28.39,28.56,29.3,38145576,4.72
4191,2024-11-16,WEGE3,WEG,55.44,54.85,54.68,53.33,25515077,-3.81
4192,2022-10-23,WEGE3,WEG,36.27,36.83,37.14,32.13,29703405,-11.41
4193,2023-04-20,BBAS3,Banco do Brasil,46.03,45.21,45.3,44.12,28745797,-4.15
4194,2024-09-26,BBDC4,Bradesco,59.89,59.0,59.42,59.27,6879203,-1.04
4195,2024-06-11,SUZB3,Suzano,138.96,136.52,136.24,134.29,5186420,-3.36
4196,2022-05-14,ITUB4,Itaú,74.98,76.01,74.11,74.45,14842979,-0.71
4197,2025-11-10,VALE3,Vale,48.44,48.91,48.12,53.06,8381708,9.54
4198,2025-12-03,BBAS3,Banco do Brasil,136.67,139.31,137.95,133.55,16536468,-2.28
4199,2025-12-02,WEGE3,WEG,127.89,126.72,124.88,130.71,38113283,2.21
4200,2025-09-22,PETR4,Petrobras,40.17,40.55,40.41,36.71,22348796,-8.61
4201,2023-03-02,BBAS3,Banco do Brasil,188.54,185.63,189.56,184.08,39320472,-2.37
4202,2024-03-04,ABEV3,Ambev,199.57,199.72,204.58,203.19,20978140,1.81
4203,2022-03-28,MGLU3,Magazine Luiza,117.82,118.84,114.66,121.14,20230362,2.82
4204,2025-12-16,ABEV3,Ambev,14.59,14.68,14.87,13.53,30459641,-7.27
4205,2024-06-25,ABEV3,Ambev,143.05,144.59,142.65,141.26,45978849,-1.25
4206,2024-07-16,PETR4,Petrobras,23.3,23.65,22.78,19.52,43473194,-16.22
4207,2025-10-10,BBAS3,Banco do Brasil,192.56,191.88,187.57,196.91,30831445,2.26
4208,2022-02-24,RENT3,Localiza,137.99,137.12,137.41,135.4,3763995,-1.88
4209,2023-03-13,BBDC4,Bradesco,198.77,195.8,196.03,194.74,22589929,-2.03
4210,2024-01-31,RENT3,Localiza,63.56,62.93,62.32,66.08,43825728,3.96
4211,2022-01-05,MGLU3,Magazine Luiza,151.91,152.07,148.97,147.11,38906018,-3.16
4212,2023-02-03,VALE3,Vale,112.18,110.52,113.45,116.85,32196052,4.16
4213,2022-12-17,WEGE3,WEG,26.98,26.73,27.42,30.56,44506640,13.27
4214,2022-01-05,ABEV3,Ambev,195.64,196.1,193.72,200.29,36674933,2.38
4215,2022-10-25,WEGE3,WEG,105.49,104.07,104.65,101.5,42996537,-3.78
4216,2023-04-22,BBDC4,Bradesco,50.36,50.51,50.66,52.2,17792450,3.65
4217,2025-11-29,MGLU3,Magazine Luiza,136.3,134.8,136.12,132.88,18159832,-2.51
4218,2023-06-22,ITUB4,Itaú,93.11,94.3,91.6,88.94,28076024,-4.48
4219,2022-03-11,MGLU3,Magazine Luiza,168.76,170.56,163.94,171.41,1842146,1.57
4220,2022-05-20,ITUB4,Itaú,54.07,54.49,53.44,50.96,28204475,-5.75
4221,2024-01-29,BBAS3,Banco do Brasil,66.44,67.2,67.35,66.97,14209918,0.8
4222,2024-12-26,WEGE3,WEG,98.07,97.28,97.64,95.24,36933563,-2.89
4223,2023-05-09,MGLU3,Magazine Luiza,171.22,170.37,171.04,167.94,17720981,-1.92
4224,2024-09-24,WEGE3,WEG,43.87,43.11,42.66,48.71,26843005,11.03
4225,2023-09-08,BBAS3,Banco do Brasil,148.11,145.6,143.68,151.05,38307034,1.99
4226,2022-08-23,ABEV3,Ambev,183.16,180.32,188.13,179.14,27232438,-2.19
4227,2025-06-14,WEGE3,WEG,158.06,155.34,155.93,159.13,39996012,0.68
4228,2024-08-07,PETR4,Petrobras,172.33,175.24,170.01,171.63,10812357,-0.41
4229,2025-11-11,MGLU3,Magazine Luiza,128.7,128.69,125.39,131.22,4738534,1.96
4230,2025-10-20,SUZB3,Suzano,34.06,33.67,34.03,33.51,11473403,-1.61
4231,2025-04-23,WEGE3,WEG,160.76,160.48,157.96,160.54,43408996,-0.14
4232,2022-07-17,PETR4,Petrobras,111.5,112.74,113.29,115.02,7048376,3.16
4233,2024-08-11,MGLU3,Magazine Luiza,177.49,175.97,173.95,178.0,11558572,0.29
4234,2023-09-14,ITUB4,Itaú,170.83,170.54,175.77,172.92,33937276,1.22
4235,2022-05-27,WEGE3,WEG,105.68,106.96,107.15,109.55,8255036,3.66
4236,2022-07-26,SUZB3,Suzano,138.79,139.03,142.27,136.95,23993774,-1.33
4237,2022-11-28,WEGE3,WEG,186.92,183.79,181.88,182.89,45122313,-2.16
4238,2023-02-22,WEGE3,WEG,118.34,117.19,120.15,115.83,6140747,-2.12
4239,2022-10-03,MGLU3,Magazine Luiza,134.43,131.77,135.25,132.54,40039043,-1.41
4240,2025-03-11,WEGE3,WEG,171.66,173.71,172.49,167.43,17144878,-2.46
4241,2024-09-09,SUZB3,Suzano,41.17,40.86,41.77,36.51,28118180,-11.32
4242,2024-11-07,ABEV3,Ambev,110.81,112.92,107.56,106.2,44887176,-4.16
4243,2023-05-14,ITUB4,Itaú,87.19,86.1,88.79,84.66,47251039,-2.9
4244,2023-07-14,ITUB4,Itaú,149.06,150.0,149.45,146.21,47095069,-1.91
4245,2022-10-17,VALE3,Vale,152.25,149.35,153.41,155.83,45524466,2.35
4246,2025-04-18,VALE3,Vale,128.75,126.9,127.38,123.85,21942156,-3.81
4247,2025-07-01,VALE3,Vale,74.14,74.81,73.4,76.59,24819171,3.3
4248,2025-12-11,BBDC4,Bradesco,76.14,75.38,73.9,76.67,18479419,0.7
4249,2023-09-04,BBAS3,Banco do Brasil,83.63,83.52,85.68,87.7,5056390,4.87
4250,2023-11-22,BBDC4,Bradesco,170.31,171.78,169.63,171.5,37320815,0.7
4251,2023-01-16,BBAS3,Banco do Brasil,121.03,119.85,121.49,118.07,20619250,-2.45
4252,2023-02-11,BBDC4,Bradesco,61.18,61.92,61.24,58.71,18956624,-4.04
4253,2024-11-27,WEGE3,WEG,34.6,34.61,34.35,33.02,47251675,-4.57
4254,2022-08-06,BBAS3,Banco do Brasil,66.9,67.38,66.77,62.77,1294580,-6.17
4255,2025-03-05,RENT3,Localiza,33.64,33.59,33.29,37.83,37999515,12.46
4256,2024-02-15,VALE3,Vale,139.14,139.55,139.25,141.14,28364037,1.44
4257,2025-10-04,ITUB4,Itaú,144.2,141.62,140.79,146.81,34883168,1.81
4258,2024-04-20,WEGE3,WEG,50.92,50.11,51.68,48.01,32949030,-5.71
4259,2024-09-23,BBDC4,Bradesco,86.6,88.1,84.41,82.46,35146533,-4.78
4260,2022-11-17,BBDC4,Bradesco,152.61,152.36,152.35,157.31,11898290,3.08
4261,2023-07-03,BBDC4,Bradesco,38.26,37.95,37.41,41.61,40338674,8.76
4262,2025-03-18,WEGE3,WEG,54.01,54.31,54.88,55.87,23962053,3.44
4263,2023-11-26,PETR4,Petrobras,198.14,196.33,194.05,201.16,9432085,1.52
4264,2025-01-27,ABEV3,Ambev,85.48,85.91,84.64,87.52,12852818,2.39
4265,2022-12-22,MGLU3,Magazine Luiza,99.51,98.07,101.89,102.98,1217177,3.49
4266,2024-10-10,SUZB3,Suzano,48.89,47.98,48.62,48.33,13441365,-1.15
4267,2024-01-17,ABEV3,Ambev,37.03,36.36,37.53,32.24,27647886,-12.94
4268,2024-06-21,WEGE3,WEG,130.8,131.37,127.87,127.45,999991,-2.56
4269,2023-02-11,RENT3,Localiza,141.77,141.81,142.43,145.55,11411349,2.67
4270,2025-07-27,VALE3,Vale,63.43,64.37,65.31,61.14,22168701,-3.61
4271,2023-06-01,MGLU3,Magazine Luiza,190.1,187.44,193.57,188.07,12512149,-1.07
4272,2024-02-18,PETR4,Petrobras,89.9,90.14,91.22,85.92,7370821,-4.43
4273,2022-07-28,SUZB3,Suzano,98.14,97.07,96.07,100.83,22280612,2.74
4274,2025-02-15,BBAS3,Banco do Brasil,125.44,125.41,124.87,127.52,9747079,1.66
4275,2023-12-29,ABEV3,Ambev,60.33,61.3,60.39,61.12,28903690,1.31
4276,2025-08-25,SUZB3,Suzano,95.56,95.91,97.84,93.18,45644591,-2.49
4277,2025-04-12,BBAS3,Banco do Brasil,21.77,21.66,21.64,23.25,34744781,6.8
4278,2025-04-30,WEGE3,WEG,40.9,40.41,40.16,44.41,9200216,8.58
4279,2024-01-31,MGLU3,Magazine Luiza,41.84,41.62,40.83,39.61,46370373,-5.33
4280,2022-01-09,ABEV3,Ambev,153.03,151.3,154.65,153.65,13846311,0.41
4281,2025-12-09,WEGE3,WEG,11.93,11.88,11.67,7.28,4842547,-38.98
4282,2025-09-05,SUZB3,Suzano,147.27,145.33,146.73,148.49,2428921,0.83
4283,2024-04-10,WEGE3,WEG,152.07,152.8,154.51,147.91,41044859,-2.74
4284,2023-09-21,ITUB4,Itaú,13.59,13.38,13.63,13.59,24987829,-0.0
4285,2022-08-22,VALE3,Vale,29.63,29.7,30.01,31.36,20654587,5.84
4286,2022-06-05,RENT3,Localiza,34.96,34.48,35.42,37.81,8699049,8.15
4287,2025-12-28,ABEV3,Ambev,48.22,48.44,48.21,43.79,22051034,-9.19
4288,2024-09-01,ABEV3,Ambev,46.53,46.25,47.77,49.25,44667066,5.85
4289,2022-11-11,WEGE3,WEG,34.99,35.12,34.36,30.57,46770664,-12.63
4290,2022-01-23,SUZB3,Suzano,187.0,189.48,191.65,185.21,3032374,-0.96
4291,2024-04-12,BBDC4,Bradesco,178.75,178.57,174.11,174.49,9306510,-2.38
4292,2022-06-26,VALE3,Vale,122.77,123.8,119.48,122.57,3548080,-0.16
4293,2022-06-20,ITUB4,Itaú,19.2,19.11,19.38,21.68,37655307,12.92
4294,2025-08-12,VALE3,Vale,193.97,197.62,193.89,198.82,15762163,2.5
4295,2024-06-28,BBAS3,Banco do Brasil,145.47,144.29,143.82,145.14,10995544,-0.23
4296,2024-10-01,WEGE3,WEG,185.86,182.69,182.3,185.92,6648126,0.03
4297,2025-12-02,VALE3,Vale,153.23,152.09,153.02,150.14,223307,-2.02
4298,2024-02-03,PETR4,Petrobras,101.22,101.78,98.25,99.67,49371530,-1.53
4299,2023-08-13,BBAS3,Banco do Brasil,181.13,179.68,180.66,179.88,25178887,-0.69
4300,2025-01-24,BBDC4,Bradesco,132.85,132.02,132.1,131.29,33395729,-1.17
4301,2024-11-23,SUZB3,Suzano,157.07,159.74,155.81,156.6,46072034,-0.3
4302,2022-08-09,VALE3,Vale,142.18,141.25,142.38,145.37,10763877,2.24
4303,2024-06-09,VALE3,Vale,81.14,82.47,79.97,85.82,24908175,5.77
4304,2025-09-29,SUZB3,Suzano,187.85,190.22,183.99,186.46,2704078,-0.74
4305,2024-09-12,BBAS3,Banco do Brasil,117.4,117.24,118.35,118.93,26320158,1.3
4306,2022-12-08,MGLU3,Magazine Luiza,130.06,129.9,126.32,126.67,40033043,-2.61
4307,2024-11-01,VALE3,Vale,18.54,18.49,19.08,15.51,40629764,-16.34
4308,2023-05-26,MGLU3,Magazine Luiza,105.19,103.43,106.49,101.21,35000799,-3.78
4309,2025-09-01,BBAS3,Banco do Brasil,22.08,21.92,21.72,21.3,10209707,-3.53
4310,2025-01-18,BBAS3,Banco do Brasil,45.17,44.31,45.7,49.52,23848984,9.63
4311,2024-02-25,MGLU3,Magazine Luiza,134.98,134.35,136.44,134.85,25588000,-0.1
4312,2022-12-16,WEGE3,WEG,27.62,27.77,27.84,28.55,15905044,3.37
4313,2023-09-18,PETR4,Petrobras,105.1,103.64,107.58,107.55,6867372,2.33
4314,2023-11-20,RENT3,Localiza,156.14,155.94,152.16,155.37,33696795,-0.49
4315,2022-08-27,MGLU3,Magazine Luiza,65.66,66.22,64.32,65.02,30417063,-0.97
4316,2023-04-08,RENT3,Localiza,167.11,169.8,166.92,163.34,772791,-2.26
4317,2022-07-02,WEGE3,WEG,199.65,197.46,200.77,194.72,15859176,-2.47
4318,2022-05-04,VALE3,Vale,108.86,108.35,107.63,111.85,24865505,2.75
4319,2024-12-22,MGLU3,Magazine Luiza,171.51,168.4,174.62,172.57,45939995,0.62
4320,2023-07-27,VALE3,Vale,32.26,32.67,32.84,29.67,5160284,-8.03
4321,2024-11-29,ITUB4,Itaú,47.68,47.47,47.71,48.45,31816558,1.61
4322,2025-02-02,BBAS3,Banco do Brasil,53.39,52.99,52.01,48.75,28330390,-8.69
4323,2023-01-26,BBDC4,Bradesco,75.79,74.99,75.98,77.39,37910220,2.11
4324,2025-04-28,ABEV3,Ambev,114.97,117.26,116.12,112.05,47025966,-2.54
4325,2022-02-23,WEGE3,WEG,16.73,16.72,16.68,19.71,34086288,17.81
4326,2022-12-05,WEGE3,WEG,141.52,140.53,139.88,138.06,23975370,-2.44
4327,2025-07-23,PETR4,Petrobras,171.26,168.62,173.88,172.34,23335860,0.63
4328,2025-03-26,BBAS3,Banco do Brasil,194.13,193.77,195.49,195.52,45295129,0.72
4329,2022-01-12,VALE3,Vale,69.31,70.61,70.95,73.62,35162205,6.22
4330,2025-07-03,BBDC4,Bradesco,161.0,158.43,164.45,164.16,13785568,1.96
4331,2022-08-18,ITUB4,Itaú,86.39,88.08,88.81,88.52,39671921,2.47
4332,2022-02-06,MGLU3,Magazine Luiza,74.11,75.53,76.28,78.28,47202312,5.63
4333,2024-09-19,ITUB4,Itaú,108.74,109.48,107.88,111.56,29618148,2.59
4334,2025-03-02,WEGE3,WEG,142.38,143.95,142.38,141.82,16628390,-0.39
4335,2025-02-18,ITUB4,Itaú,76.82,78.19,78.12,80.35,1977670,4.6
4336,2024-06-08,WEGE3,WEG,113.06,114.96,113.63,117.11,26592965,3.58
4337,2025-03-23,MGLU3,Magazine Luiza,155.53,155.27,152.05,156.79,48328433,0.81
4338,2025-08-06,ABEV3,Ambev,70.35,69.87,68.58,67.46,1074193,-4.11
4339,2023-02-09,BBDC4,Bradesco,126.73,129.21,125.08,124.81,44546900,-1.52
4340,2023-08-17,ABEV3,Ambev,160.44,160.42,158.22,156.96,20143478,-2.17
4341,2025-01-08,MGLU3,Magazine Luiza,186.91,186.53,184.44,185.56,4578066,-0.72
4342,2024-08-03,RENT3,Localiza,34.55,34.37,34.05,38.45,12816039,11.29
4343,2025-02-13,ABEV3,Ambev,64.53,64.29,63.05,59.88,7977467,-7.21
4344,2023-11-07,BBDC4,Bradesco,179.14,176.87,175.61,183.96,14859250,2.69
4345,2023-05-21,BBDC4,Bradesco,157.07,154.25,160.97,152.44,9181979,-2.95
4346,2025-05-10,MGLU3,Magazine Luiza,138.12,137.69,139.19,138.48,45805717,0.26
4347,2023-07-01,MGLU3,Magazine Luiza,109.33,109.91,106.44,106.28,44153222,-2.79
4348,2023-09-05,RENT3,Localiza,185.61,182.14,190.66,186.78,29140678,0.63
4349,2023-05-25,ITUB4,Itaú,173.91,175.52,177.14,175.61,14606913,0.98
4350,2023-04-21,BBDC4,Bradesco,124.72,127.02,125.94,126.19,13939597,1.18
4351,2024-11-20,WEGE3,WEG,27.31,26.95,26.89,31.42,38553360,15.05
4352,2023-09-15,SUZB3,Suzano,170.1,167.31,170.98,172.85,38983563,1.62
4353,2023-02-23,BBDC4,Bradesco,140.95,142.84,144.92,138.84,48885862,-1.5
4354,2024-07-17,SUZB3,Suzano,117.83,117.43,116.5,114.83,24053584,-2.55
4355,2022-08-15,VALE3,Vale,96.56,97.27,96.56,94.77,43757907,-1.85
4356,2023-11-17,ABEV3,Ambev,80.26,80.67,80.0,80.8,2756790,0.67
4357,2022-10-12,ABEV3,Ambev,34.56,34.56,34.38,31.44,48496697,-9.03
4358,2024-03-21,SUZB3,Suzano,70.58,71.01,71.97,66.0,1560582,-6.49
4359,2025-06-04,WEGE3,WEG,17.26,17.4,16.97,19.42,43123438,12.51
4360,2022-03-24,BBDC4,Bradesco,18.51,18.27,18.97,16.8,29764734,-9.24
4361,2022-04-16,MGLU3,Magazine Luiza,24.11,23.92,23.94,26.39,9622808,9.46
4362,2023-07-24,BBDC4,Bradesco,165.13,167.1,166.71,164.37,25709563,-0.46
4363,2025-12-21,BBAS3,Banco do Brasil,55.78,56.47,55.09,57.28,46116372,2.69
