id,data_lancamento,regiao,receita,despesa,lucro,margem_percentual,mes,ano
4088,2024-05-08,Sudeste,404254.46,209420.76,194833.7,48.2,Out,2024
4089,2022-06-25,Sul,157522.29,104900.05,52622.24,33.41,Fev,2022
4090,2024-03-15,Centro-Oeste,339937.97,299016.88,40921.09,12.04,Nov,2022
4091,2025-01-05,Sul,225595.88,140590.72,85005.16,37.68,Out,2022
4092,2024-10-05,Nordeste,250231.84,194298.07,55933.77,22.35,Jan,2023
4093,2022-12-30,Nordeste,309720.35,265374.38,44345.97,14.32,Set,2023
4094,2022-01-14,Nordeste,61305.97,53594.04,7711.93,12.58,Fev,2024
4095,2025-11-05,Sul,464849.45,194099.54,270749.91,58.24,Mai,2022
4096,2022-08-12,Sul,229408.95,165669.59,63739.36,27.78,Abr,2023
4097,2024-07-05,Norte,440753.13,175311.95,265441.18,60.22,Ago,2025
4098,2022-03-29,Sudeste,300383.19,182914.07,117469.12,39.11,Mai,2022
4099,2024-10-16,Nordeste,297472.23,170437.27,127034.96,42.7,Mar,2022
4100,2024-09-09,Norte,109296.73,33619.58,75677.15,69.24,Mai,2025
4101,2024-12-20,Centro-Oeste,19829.19,8368.4,11460.79,57.8,Mai,2024
4102,2024-04-12,Sudeste,237471.28,173891.28,63580.0,26.77,Jul,2023
4103,2025-12-10,Nordeste,60179.9,28251.49,31928.41,53.05,Nov,2022
4104,2025-06-18,Sul,356576.51,308627.22,47949.29,13.45,Abr,2023
4105,2023-09-06,Sudeste,89577.88,39100.72,50477.16,56.35,Nov,2022
4106,2023-12-23,Norte,412047.7,133769.38,278278.32,67.54,Jul,2025
4107,2025-09-10,Sudeste,58416.9,46658.38,11758.52,20.13,Abr,2025
4108,2024-11-25,Sul,266753.74,132279.86,134473.88,50.41,Nov,2022
4109,2025-07-16,Sul,396861.73,127487.59,269374.14,67.88,Out,2025
4110,2025-10-14,Nordeste,388090.1,177717.38,210372.72,54.21,Out,2022
4111,2024-01-09,Sudeste,488964.29,252409.72,236554.57,48.38,Abr,2023
4112,2023-02-11,Norte,369418.63,251301.5,118117.13,31.97,Jun,2025
4113,2025-04-30,Sudeste,76862.82,39505.87,37356.95,48.6,Mar,2023
4114,2022-02-19,Sul,427693.72,180622.89,247070.83,57.77,Fev,2024
4115,2025-01-04,Sul,156101.25,109023.05,47078.2,30.16,Mai,2024
4116,2022-07-11,Sudeste,412890.11,345589.53,67300.58,16.3,Jan,2024
4117,2025-09-14,Norte,299881.14,226748.93,73132.21,24.39,Out,2022
4118,2024-10-10,Sudeste,94634.8,28866.3,65768.5,69.5,Mar,2025
4119,2024-10-31,Sudeste,367666.57,241704.49,125962.08,34.26,Jun,2022
4120,2025-12-14,Nordeste,463182.88,238441.43,224741.45,48.52,Dez,2023
4121,2025-01-15,Centro-Oeste,413011.11,198830.56,214180.55,51.86,Nov,2022
4122,2024-04-08,Sul,70630.66,35042.62,35588.04,50.39,Out,2024
4123,2024-09-03,Nordeste,256809.88,106676.5,150133.38,58.46,Jun,2022
4124,2024-05-12,Sudeste,379503.44,235861.62,143641.82,37.85,Mai,2022
4125,2025-01-28,Centro-Oeste,232660.44,146059.5,86600.94,37.22,Nov,2024
4126,2025-03-02,Centro-Oeste,452379.83,388609.88,63769.95,14.1,Nov,2024
4127,2023-07-29,Centro-Oeste,115940.39,92030.87,23909.52,20.62,Abr,2024
4128,2024-12-10,Centro-Oeste,173802.42,73764.19,100038.23,57.56,Mar,2022
4129,2022-06-07,Norte,147237.42,120976.01,26261.41,17.84,Jan,2024
4130,2025-03-10,Centro-Oeste,174102.78,127108.83,46993.95,26.99,Mar,2023
4131,2023-07-20,Norte,457139.84,342852.22,114287.62,25.0,Abr,2023
4132,2022-12-03,Sul,153740.14,84297.29,69442.85,45.17,Out,2023
4133,2023-12-17,Sudeste,188555.03,69577.95,118977.08,63.1,Jun,2024
4134,2022-01-15,Nordeste,179298.58,135029.12,44269.46,24.69,Jun,2025
4135,2023-01-31,Sul,191635.76,128929.69,62706.07,32.72,Dez,2025
4136,2024-09-07,Sudeste,404178.16,184506.49,219671.67,54.35,Nov,2024
4137,2024-07-08,Sul,234252.82,70829.4,163423.42,69.76,Mai,2022
4138,2022-09-24,Centro-Oeste,86831.86,28646.19,58185.67,67.01,Set,2025
4139,2022-12-28,Norte,188789.16,111439.65,77349.51,40.97,Jul,2025
4140,2022-11-05,Sudeste,14746.87,5002.4,9744.47,66.08,Jul,2025
4141,2023-03-21,Sul,55738.32,48177.5,7560.82,13.56,Mar,2023
4142,2022-07-16,Nordeste,103348.61,68477.16,34871.45,33.74,Jan,2023
4143,2025-09-25,Centro-Oeste,316861.59,186769.98,130091.61,41.06,Fev,2023
4144,2022-10-26,Sudeste,437382.75,369647.94,67734.81,15.49,Out,2022
4145,2025-07-09,Nordeste,47162.74,27987.01,19175.73,40.66,Jul,2023
4146,2024-09-13,Centro-Oeste,249434.71,198792.72,50641.99,20.3,Mar,2022
4147,2022-03-18,Nordeste,270331.46,145973.78,124357.68,46.0,Fev,2022
4148,2022-06-08,Sudeste,458396.14,325239.53,133156.61,29.05,Nov,2024
4149,2024-07-22,Sul,495014.76,439163.68,55851.08,11.28,Jul,2023
4150,2022-09-29,Nordeste,128713.41,84966.67,43746.74,33.99,Nov,2022
4151,2025-01-09,Centro-Oeste,224220.38,151828.72,72391.66,32.29,Nov,2025
4152,2022-10-21,Norte,360733.04,132627.93,228105.11,63.23,Abr,2022
4153,2023-09-25,Sul,493681.55,285729.72,207951.83,42.12,Dez,2022
4154,2024-08-22,Centro-Oeste,397448.11,139563.78,257884.33,64.89,Ago,2023
4155,2024-05-19,Sul,257707.32,191231.92,66475.4,25.79,Mai,2025
4156,2023-08-06,Centro-Oeste,57266.56,44932.84,12333.72,21.54,Out,2024
4157,2022-11-13,Centro-Oeste,191904.04,91436.76,100467.28,52.35,Jun,2023
4158,2023-10-10,Centro-Oeste,497989.93,366961.45,131028.48,26.31,Jun,2025
4159,2025-04-17,Nordeste,3695.1,1864.09,1831.01,49.55,Abr,2023
4160,2022-10-11,Centro-Oeste,259343.16,168103.37,91239.79,35.18,Fev,2025
4161,2023-04-12,Norte,452174.39,294204.64,157969.75,34.94,Jul,2023
4162,2023-01-09,Sul,52313.42,41236.33,11077.09,21.17,Mar,2024
4163,2022-06-25,Nordeste,18269.04,8281.86,9987.18,54.67,Jun,2022
4164,2024-03-11,Sudeste,250365.99,81902.96,168463.03,67.29,Fev,2024
4165,2024-01-18,Sul,44587.72,17601.98,26985.74,60.52,Dez,2025
4166,2022-03-21,Norte,91735.07,75293.46,16441.61,17.92,Set,2025
4167,2023-02-02,Nordeste,462579.46,279501.29,183078.17,39.58,Out,2022
4168,2022-08-20,Sul,47877.03,17514.95,30362.08,63.42,Dez,2023
4169,2025-05-25,Sul,481547.16,373008.92,108538.24,22.54,Dez,2024
4170,2024-10-23,Nordeste,31580.22,21736.27,9843.95,31.17,Ago,2023
4171,2025-06-03,Sul,140571.71,73121.56,67450.15,47.98,Jul,2024
4172,2024-12-29,Sul,354745.22,223237.54,131507.68,37.07,Mar,2022
4173,2023-01-06,Centro-Oeste,274236.43,168525.32,105711.11,38.55,Jun,2024
4174,2023-01-21,Norte,454085.38,140157.43,313927.95,69.13,Jul,2023
4175,2023-05-01,Nordeste,414110.84,244502.98,169607.86,40.96,Jun,2024
4176,2023-12-10,Norte,227623.62,153736.78,73886.84,32.46,Mar,2023
4177,2023-02-19,Sudeste,360322.9,183572.51,176750.39,49.05,Jul,2024
4178,2025-01-31,Nordeste,261631.06,218421.94,43209.12,16.52,Nov,2024
4179,2025-11-26,Centro-Oeste,429582.58,345404.96,84177.62,19.6,Mar,2022
4180,2025-08-16,Norte,329965.46,117177.77,212787.69,64.49,Fev,2024
4181,2022-07-22,Sul,210033.83,90969.66,119064.17,56.69,Dez,2022
4182,2025-12-06,Sudeste,316153.04,184506.19,131646.85,41.64,Jul,2024
4183,2022-12-20,Nordeste,144596.9,61094.54,83502.36,57.75,Out,2023
4184,2024-10-20,Centro-Oeste,94862.17,66335.41,28526.76,30.07,Mar,2023
4185,2022-07-02,Norte,75333.0,49930.15,25402.85,33.72,Mai,2022
4186,2022-03-17,Sudeste,210242.96,100718.88,109524.08,52.09,Abr,2025
4187,2023-03-09,Sudeste,70019.91,58917.32,11102.59,15.86,Jul,2022
4188,2025-02-25,Nordeste,369369.27,245042.51,124326.76,33.66,Mar,2024
4189,2022-11-28,Centro-Oeste,294812.74,131886.41,162926.33,55.26,Jul,2025
4190,2022-06-10,Sudeste,48511.42,32037.98,16473.44,33.96,Jun,2024
4191,2023-05-12,Nordeste,335409.94,264644.86,70765.08,21.1,Jan,2022
4192,2025-08-21,Nordeste,185166.41,63043.04,122123.37,65.95,Jan,2022
4193,2023-11-13,Sul,41033.21,35091.34,5941.87,14.48,Nov,2022
4194,2023-06-08,Nordeste,54725.75,42624.34,12101.41,22.11,Mai,2023
4195,2022-05-19,Centro-Oeste,126260.19,88110.4,38149.79,30.22,Dez,2025
4196,2023-09-24,Sudeste,62581.47,52338.58,10242.89,16.37,Jul,2023
4197,2024-11-07,Sudeste,281718.64,159081.36,122637.28,43.53,Jun,2025
4198,2025-03-01,Norte,157495.25,86832.27,70662.98,44.87,Fev,2023
4199,2025-07-16,Sul,493951.35,235490.45,258460.9,52.33,Jan,2024
4200,2024-09-07,Nordeste,374434.35,128459.05,245975.3,65.69,Mai,2022
4201,2024-10-08,Centro-Oeste,307080.33,264654.9,42425.43,13.82,Jan,2023
4202,2024-07-26,Nordeste,254892.09,211910.09,42982.0,16.86,Abr,2022
4203,2025-06-16,Sul,222776.37,113551.18,109225.19,49.03,Dez,2024
4204,2024-01-01,Sudeste,207268.61,180928.79,26339.82,12.71,Ago,2025
4205,2023-02-07,Nordeste,333364.38,210630.22,122734.16,36.82,Fev,2025
4206,2025-12-17,Sudeste,226963.43,95833.81,131129.62,57.78,Mar,2025
4207,2024-12-14,Nordeste,158706.78,88742.31,69964.47,44.08,Ago,2023
4208,2023-10-07,Norte,431749.73,145295.04,286454.69,66.35,Jul,2024
4209,2022-05-12,Centro-Oeste,178892.15,156971.6,21920.55,12.25,Fev,2025
4210,2022-10-26,Sudeste,473521.9,295943.19,177578.71,37.5,Abr,2023
4211,2023-11-26,Norte,345794.83,297489.04,48305.79,13.97,Mar,2022
4212,2022-10-03,Norte,153805.42,55346.19,98459.23,64.02,Out,2023
4213,2022-10-08,Nordeste,110669.66,88713.35,21956.31,19.84,Mai,2023
4214,2023-08-24,Centro-Oeste,255910.19,106958.27,148951.92,58.2,Dez,2023
4215,2024-06-18,Norte,311407.29,104073.08,207334.21,66.58,Mar,2023
4216,2022-11-18,Centro-Oeste,476254.97,211020.2,265234.77,55.69,Abr,2022
4217,2024-08-19,Nordeste,467133.84,364780.49,102353.35,21.91,Abr,2023
4218,2023-07-15,Centro-Oeste,143098.18,89868.16,53230.02,37.2,Mai,2024
4219,2023-02-10,Sudeste,31064.46,15641.58,15422.88,49.65,Mai,2025
4220,2024-12-18,Norte,28884.02,14517.14,14366.88,49.74,Jan,2024
4221,2023-11-05,Nordeste,234642.73,95702.96,138939.77,59.21,Out,2024
4222,2025-03-16,Sul,153866.52,67375.2,86491.32,56.21,Set,2023
4223,2022-10-15,Norte,397888.8,166377.31,231511.49,58.18,Jun,2023
4224,2023-01-10,Nordeste,453634.62,181686.69,271947.93,59.95,Abr,2023
4225,2024-04-30,Norte,391165.83,137166.26,253999.57,64.93,Jul,2023
4226,2024-03-02,Norte,198464.5,93671.03,104793.47,52.8,Out,2022
4227,2025-08-26,Norte,229410.8,129550.07,99860.73,43.53,Fev,2023
4228,2023-09-12,Sudeste,328267.62,251294.17,76973.45,23.45,Nov,2022
4229,2022-12-10,Sudeste,154252.96,63122.46,91130.5,59.08,Mai,2023
4230,2022-04-19,Nordeste,5593.23,4528.48,1064.75,19.04,Set,2023
4231,2024-01-26,Centro-Oeste,397371.8,266262.87,131108.93,32.99,Abr,2025
4232,2024-08-05,Nordeste,325721.53,113275.29,212446.24,65.22,Ago,2022
4233,2025-01-01,Centro-Oeste,474418.36,300548.48,173869.88,36.65,Ago,2025
4234,2022-01-08,Nordeste,65111.99,57528.88,7583.11,11.65,Abr,2023
4235,2022-02-25,Sudeste,407095.52,332055.71,75039.81,18.43,Abr,2024
4236,2025-05-24,Norte,289261.17,195668.4,93592.77,32.36,Jul,2025
4237,2023-03-28,Norte,319907.02,98719.94,221187.08,69.14,Ago,2024
4238,2022-02-03,Centro-Oeste,23419.03,14433.22,8985.81,38.37,Abr,2024
4239,2022-12-30,Nordeste,68527.99,24819.35,43708.64,63.78,Out,2025
4240,2022-08-01,Norte,179346.95,160683.59,18663.36,10.41,Out,2025
4241,2022-06-21,Nordeste,156902.64,72626.33,84276.31,53.71,Abr,2024
4242,2025-05-13,Norte,43327.44,15833.22,27494.22,63.46,Dez,2025
4243,2022-04-15,Sudeste,379732.55,332511.76,47220.79,12.44,Mar,2024
4244,2022-05-27,Nordeste,424045.45,380238.49,43806.96,10.33,Nov,2022
4245,2024-11-18,Sudeste,467833.82,285990.11,181843.71,38.87,Set,2025
4246,2022-05-31,Norte,250212.48,145651.81,104560.67,41.79,Jan,2022
4247,2023-02-11,Nordeste,340550.2,151722.34,188827.86,55.45,Jan,2025
4248,2024-01-16,Sudeste,313990.31,281402.43,32587.88,10.38,Abr,2022
4249,2022-11-05,Sul,193625.39,101156.88,92468.51,47.76,Jun,2022
4250,2022-05-22,Centro-Oeste,450935.5,404320.07,46615.43,10.34,Set,2023
4251,2022-02-04,Norte,394721.25,265359.27,129361.98,32.77,Abr,2025
4252,2025-01-03,Norte,216562.55,168228.78,48333.77,22.32,Nov,2023
4253,2024-09-29,Sudeste,466542.18,204265.53,262276.65,56.22,Out,2025
4254,2025-06-17,Nordeste,389391.58,335111.97,54279.61,13.94,Fev,2024
4255,2023-01-24,Sudeste,443803.64,365147.51,78656.13,17.72,Jun,2025
4256,2024-11-15,Sudeste,143101.97,87325.78,55776.19,38.98,Set,2024
4257,2023-04-13,Nordeste,270848.54,157816.93,113031.61,41.73,Jun,2025
4258,2023-04-01,Sul,148313.41,72087.42,76225.99,51.4,Ago,2023
4259,2022-07-30,Centro-Oeste,479870.52,198592.98,281277.54,58.62,Mar,2023
4260,2025-10-03,Norte,490192.28,316789.66,173402.62,35.37,Fev,2025
4261,2024-10-24,Sudeste,365368.97,300767.96,64601.01,17.68,Mar,2022
4262,2024-09-29,Centro-Oeste,49134.97,41391.51,7743.46,15.76,Out,2025
4263,2022-12-25,Norte,141693.85,88390.05,53303.8,37.62,Jul,2025
4264,2022-12-10,Nordeste,303787.42,175994.47,127792.95,42.07,Set,2024
4265,2024-11-17,Nordeste,77041.31,58712.95,18328.36,23.79,Jul,2024
4266,2022-02-09,Norte,336705.0,218373.59,118331.41,35.14,Fev,2022
4267,2024-12-09,Norte,448936.04,195382.23,253553.81,56.48,Fev,2023
4268,2022-10-04,Centro-Oeste,48562.16,37834.34,10727.82,22.09,Nov,2024
4269,2022-05-01,Nordeste,202314.45,86053.47,116260.98,57.47,Out,2025
4270,2025-04-04,Centro-Oeste,114672.58,73760.96,40911.62,35.68,Out,2023
4271,2022-04-06,Nordeste,397599.84,297957.11,99642.73,25.06,Abr,2023
4272,2024-12-15,Nordeste,388728.82,170992.57,217736.25,56.01,Out,2022
4273,2024-12-24,Centro-Oeste,205704.77,153493.22,52211.55,25.38,Jan,2022
4274,2024-02-28,Nordeste,375258.72,133165.48,242093.24,64.51,Out,2023
4275,2022-01-03,Nordeste,183665.07,145175.29,38489.78,20.96,Out,2024
4276,2022-03-29,Norte,413986.18,158657.92,255328.26,61.68,Abr,2023
4277,2023-09-27,Nordeste,327232.17,138349.62,188882.55,57.72,Mar,2024
4278,2025-09-17,Nordeste,350971.54,125215.4,225756.14,64.32,Mai,2023
4279,2024-02-26,Centro-Oeste,63834.3,54665.52,9168.78,14.36,Jan,2024
4280,2025-12-04,Centro-Oeste,351596.66,167496.59,184100.07,52.36,Jun,2024
4281,2022-01-15,Nordeste,211252.74,138308.19,72944.55,34.53,Abr,2025
4282,2023-05-18,Norte,425780.85,199209.35,226571.5,53.21,Nov,2024
4283,2024-08-17,Sul,239531.5,107178.56,132352.94,55.25,Ago,2024
4284,2022-11-13,Sudeste,210069.24,143161.99,66907.25,31.85,Abr,2023
4285,2025-05-09,Sudeste,77940.6,50688.93,27251.67,34.96,Jan,2024
4286,2025-08-19,Sudeste,429217.16,173227.87,255989.29,59.64,Fev,2022
4287,2024-07-20,Norte,77693.17,68129.25,9563.92,12.31,Mai,2023
4288,2023-12-18,Norte,237438.03,131198.15,106239.88,44.74,Set,2024
4289,2022-09-27,Centro-Oeste,100891.13,76990.95,23900.18,23.69,Fev,2025
4290,2024-06-22,Sul,154471.77,50399.26,104072.51,67.37,Mar,2025
4291,2024-09-11,Norte,206491.99,129342.58,77149.41,37.36,Nov,2025
4292,2024-09-21,Centro-Oeste,144281.17,47979.05,96302.12,66.75,Abr,2025
4293,2024-07-31,Sudeste,158465.82,54451.66,104014.16,65.64,Ago,2024
4294,2022-08-29,Norte,474194.84,179969.54,294225.3,62.05,Dez,2022
4295,2025-01-24,Sudeste,216944.18,149799.65,67144.53,30.95,Set,2025
4296,2024-09-03,Centro-Oeste,39254.09,25230.38,14023.71,35.73,Nov,2025
4297,2023-03-20,Norte,429597.02,245917.49,183679.53,42.76,Jul,2023
4298,2025-06-10,Sudeste,332293.07,255487.55,76805.52,23.11,Jan,2025
4299,2025-06-15,Sul,372586.87,303353.34,69233.53,18.58,Dez,2024
4300,2023-08-09,Norte,176171.47,88483.6,87687.87,49.77,Abr,2023
4301,2024-06-09,Nordeste,275944.3,107442.7,168501.6,61.06,Mai,2025
4302,2024-04-20,Sudeste,166945.36,129473.05,37472.31,22.45,Set,2022
4303,2023-09-21,Sudeste,82223.91,71078.23,11145.68,13.56,Fev,2024
4304,2024-01-31,Norte,406030.46,199020.58,207009.88,50.98,Fev,2025
4305,2025-04-06,Centro-Oeste,384096.66,188538.16,195558.5,50.91,Set,2023
4306,2024-12-16,Nordeste,493640.89,345313.61,148327.28,30.05,Fev,2024
4307,2024-01-10,Sudeste,220678.43,144634.8,76043.63,34.46,Mai,2025
4308,2023-12-28,Sudeste,450273.15,325642.68,124630.47,27.68,Ago,2023
4309,2023-11-03,Centro-Oeste,108083.12,32645.23,75437.89,69.8,Mai,2024
4310,2023-09-06,Centro-Oeste,110926.45,60672.41,50254.04,45.3,Out,2023
4311,2024-09-18,Sul,239097.71,213035.21,26062.5,10.9,Jan,2025
4312,2025-12-30,Sudeste,371896.56,319342.38,52554.18,14.13,Set,2023
4313,2023-07-08,Sul,257240.61,225513.83,31726.78,12.33,Fev,2025
4314,2024-01-20,Sudeste,290869.61,108335.88,182533.73,62.75,Dez,2025
4315,2025-02-23,Sul,372790.82,298638.53,74152.29,19.89,Mai,2022
4316,2023-03-19,Centro-Oeste,199627.89,89795.93,109831.96,55.02,Dez,2022
4317,2024-05-11,Nordeste,401778.4,307751.08,94027.32,23.4,Dez,2025
4318,2024-09-30,Sul,392596.12,228091.03,164505.09,41.9,Set,2022
4319,2024-06-10,Sudeste,287623.03,121693.77,165929.26,57.69,Jul,2025
4320,2022-05-05,Norte,52948.79,30398.11,22550.68,42.59,Mar,2023
4321,2025-06-18,Nordeste,345610.96,284112.51,61498.45,17.79,Out,2022
4322,2022-07-06,Centro-Oeste,81350.87,25475.14,55875.73,68.68,Jun,2022
4323,2022-10-05,Centro-Oeste,39768.74,30066.92,9701.82,24.4,Mai,2024
4324,2025-06-18,Norte,1052.89,819.98,232.91,22.12,Abr,2025
4325,2024-07-27,Nordeste,64820.73,24502.15,40318.58,62.2,Mai,2023
4326,2023-12-23,Sudeste,407012.32,176921.19,230091.13,56.53,Out,2025
4327,2022-02-10,Centro-Oeste,472356.56,328277.67,144078.89,30.5,Nov,2022
4328,2022-04-30,Norte,281180.27,220996.18,60184.09,21.4,Jul,2025
4329,2024-10-26,Centro-Oeste,284591.49,114872.26,169719.23,59.64,Jul,2023
4330,2023-11-21,Centro-Oeste,290107.57,144559.75,145547.82,50.17,Jul,2024
4331,2022-01-03,Sul,412991.49,159822.59,253168.9,61.3,Fev,2025
4332,2024-08-03,Norte,404347.6,359572.74,44774.86,11.07,Fev,2022
4333,2022-03-28,Centro-Oeste,475065.77,143692.23,331373.54,69.75,Ago,2024
4334,2023-12-29,Norte,290734.56,199202.07,91532.49,31.48,Jun,2024
4335,2022-09-24,Centro-Oeste,259003.96,158943.66,100060.3,38.63,Set,2022
4336,2022-04-28,Nordeste,444334.16,337931.74,106402.42,23.95,Ago,2023
4337,2022-09-08,Norte,164206.27,123175.48,41030.79,24.99,Mai,2022
4338,2022-03-18,Sudeste,215470.76,137851.56,77619.2,36.02,Jun,2025
4339,2023-04-16,Nordeste,492650.97,405115.94,87535.03,17.77,Set,2024
4340,2025-03-01,Sudeste,45158.43,23702.71,21455.72,47.51,Mai,2023
4341,2024-08-16,Norte,260664.58,142502.99,118161.59,45.33,Nov,2022
4342,2025-12-15,Sudeste,87680.17,77599.72,10080.45,11.5,Set,2023
4343,2024-12-22,Norte,276564.19,198998.88,77565.31,28.05,Set,2025
4344,2023-09-26,Sudeste,13432.36,9161.89,4270.47,31.79,Mar,2022
4345,2025-04-30,Norte,172167.13,148140.26,24026.87,13.96,Dez,2025
4346,2025-01-09,Sudeste,232388.98,159053.3,73335.68,31.56,Abr,2023
4347,2025-04-23,Sul,249209.71,181685.08,67524.63,27.1,Mai,2023
4348,2025-07-19,Norte,62924.99,25131.84,37793.15,60.06,Out,2025
4349,2025-08-29,Centro-Oeste,405181.86,284720.47,120461.39,29.73,Abr,2025
4350,2023-10-26,Sudeste,208577.96,137252.06,71325.9,34.2,Jan,2024
4351,2023-04-11,Centro-Oeste,59137.67,36064.7,23072.97,39.02,Jul,2024
4352,2024-03-17,Centro-Oeste,63692.85,21870.75,41822.1,65.66,Mar,2022
4353,2023-09-19,Sudeste,308540.73,173270.65,135270.08,43.84,Nov,2022
4354,2025-01-21,Sudeste,378569.52,267193.55,111375.97,29.42,Jun,2025
4355,2024-05-03,Nordeste,13046.27,8118.16,4928.11,37.77,Set,2022
4356,2024-09-09,Sul,84081.54,27009.42,57072.12,67.88,Mar,2025
4357,2025-10-02,Centro-Oeste,276044.34,197182.44,78861.9,28.57,Set,2023
4358,2024-03-25,Norte,236740.94,118476.93,118264.01,49.96,Jul,2022
4359,2022-04-05,Nordeste,432593.66,292171.93,140421.73,32.46,Jun,2022
4360,2023-03-31,Norte,294003.56,150035.37,143968.19,48.97,Jan,2025
4361,2024-01-15,Nordeste,146979.49,113781.37,33198.12,22.59,Mai,2023
4362,2025-09-06,Norte,150320.95,62421.1,87899.85,58.47,Fev,2024
4363,2023-09-27,Centro-Oeste,185981.69,164750.66,21231.03,11.42,Abr,2023
4364,2025-05-02,Centro-Oeste,150463.39,135098.72,15364.67,10.21,Jul,2023
4365,2023-04-07,Sul,472395.16,145352.1,327043.06,69.23,Dez,2024
4366,2024-06-06,Centro-Oeste,300389.94,258127.2,42262.74,14.07,Jul,2024
4367,2025-12-08,Sul,260934.4,201202.25,59732.15,22.89,Dez,2024
4368,2022-11-12,Sul,453898.69,173496.53,280402.16,61.78,Mar,2024
4369,2023-01-24,Nordeste,257544.47,122541.18,135003.29,52.42,Abr,2025
4370,2025-07-01,Sul,437176.31,378346.35,58829.96,13.46,Nov,2023
4371,2025-08-13,Centro-Oeste,157355.4,106105.38,51250.02,32.57,Fev,2022
4372,2022-03-07,Sudeste,476856.9,222017.63,254839.27,53.44,Set,2024
4373,2025-10-23,Norte,376332.01,124761.58,251570.43,66.85,Jul,2025
4374,2022-07-15,Sul,299122.22,173520.34,125601.88,41.99,Out,2022
4375,2025-09-21,Norte,476374.14,186020.37,290353.77,60.95,Fev,2022
4376,2022-10-27,Sul,425781.82,303088.84,122692.98,28.82,Mar,2022
4377,2024-03-12,Centro-Oeste,368005.96,192370.41,175635.55,47.73,Fev,2022
4378,2025-04-06,Sudeste,326254.05,242134.15,84119.9,25.78,Jan,2025
4379,2022-03-19,Centro-Oeste,372717.34,292663.91,80053.43,21.48,Out,2023
4380,2023-11-05,Sudeste,87629.16,27046.62,60582.54,69.14,Fev,2023
4381,2025-02-26,Sul,51093.17,35893.9,15199.27,29.75,Ago,2024
4382,2023-05-29,Sudeste,457749.95,237070.93,220679.02,48.21,Nov,2022
4383,2024-01-16,Sul,220811.65,137876.57,82935.08,37.56,Out,2024
4384,2024-02-02,Norte,136814.58,51526.27,85288.31,62.34,Mar,2022
4385,2024-04-12,Centro-Oeste,428889.33,133895.89,294993.44,68.78,Dez,2024
4386,2024-09-07,Norte,3709.98,2380.37,1329.61,35.84,Fev,2024
4387,2025-01-16,Centro-Oeste,106507.69,55426.53,51081.16,47.96,Ago,2022
4388,2023-06-14,Norte,200826.3,166907.27,33919.03,16.89,Jun,2022
4389,2022-07-18,Nordeste,422553.66,367919.83,54633.83,12.93,Dez,2024
4390,2022-02-23,Norte,410297.81,172899.84,237397.97,57.86,Mar,2025
4391,2024-07-27,Norte,324417.54,199932.95,124484.59,38.37,Out,2022
4392,2025-11-01,Centro-Oeste,245958.02,80465.41,165492.61,67.28,Jan,2023
4393,2025-11-19,Centro-Oeste,344587.3,152211.49,192375.81,55.83,Jul,2025
4394,2023-11-30,Nordeste,295829.91,228854.93,66974.98,22.64,Out,2022
4395,2022-10-07,Sul,17458.27,13816.76,3641.51,20.86,Fev,2025
4396,2022-03-27,Sul,300450.85,167672.05,132778.8,44.19,Abr,2023
4397,2025-02-07,Nordeste,494474.38,309424.35,185050.03,37.42,Jun,2022
4398,2022-03-09,Norte,274284.94,194016.9,80268.04,29.26,Fev,2025
4399,2023-08-11,Norte,24337.78,13847.03,10490.75,43.1,Jan,2023
4400,2024-02-09,Norte,430516.56,273948.07,156568.49,36.37,Jul,2022
4401,2023-01-19,Centro-Oeste,97013.47,52949.0,44064.47,45.42,Mai,2023
4402,2023-09-24,Sul,112660.71,64188.94,48471.77,43.02,Jun,2025
4403,2024-06-03,Sul,253613.74,197930.97,55682.77,21.96,Mar,2025
4404,2023-06-05,Sudeste,430943.49,376574.19,54369.3,12.62,Jan,2025
4405,2024-06-05,Nordeste,70511.49,62691.53,7819.96,11.09,Jun,2025
4406,2024-12-15,Sudeste,292730.91,187088.13,105642.78,36.09,Mar,2022
4407,2022-03-05,Sudeste,169113.82,117806.89,51306.93,30.34,Ago,2023
4408,2022-01-17,Sul,255647.08,112098.87,143548.21,56.15,Abr,2024
4409,2023-03-09,Sul,477999.12,197941.06,280058.06,58.59,Fev,2025
4410,2025-10-31,Sudeste,70057.78,61769.6,8288.18,11.83,Dez,2025
4411,2022-10-10,Sul,390487.32,328138.23,62349.09,15.97,Ago,2024
4412,2025-04-13,Nordeste,485539.57,406470.8,79068.77,16.28,Set,2023
4413,2023-01-27,Norte,122110.77,44281.75,77829.02,63.74,Nov,2025
4414,2022-07-14,Nordeste,438092.1,292062.91,146029.19,33.33,Abr,2022
4415,2023-12-13,Nordeste,217958.03,111183.84,106774.19,48.99,Abr,2024
4416,2023-09-06,Sul,53505.58,44507.05,8998.53,16.82,Jul,2024
4417,2025-07-12,Sudeste,415530.04,259781.76,155748.28,37.48,Ago,2022
4418,2022-08-01,Centro-Oeste,371163.25,174809.53,196353.72,52.9,Abr,2024
4419,2024-05-04,Norte,46378.34,37564.02,8814.32,19.01,Nov,2025
4420,2023-10-10,Nordeste,85117.25,64926.73,20190.52,23.72,Out,2024
4421,2023-02-01,Norte,229133.52,88755.0,140378.52,61.26,Abr,2023
4422,2024-02-08,Norte,473687.82,361792.42,111895.4,23.62,Mai,2023
