id,data_venda,produto,regiao,quantidade,preco_unitario,valor_total,canal,codigo_pedido
4134,2024-07-28,Teclado Mecânico,Centro-Oeste,6,2095.68,12574.08,Marketplace,VND-04134
4135,2022-08-20,Mesa Digitalizadora,Sudeste,13,2908.98,37816.74,Loja Física,VND-04135
4136,2024-06-27,SSD 1TB,Nordeste,19,1429.25,27155.75,Online,VND-04136
4137,2025-02-26,Notebook Pro,Sudeste,18,1150.35,20706.3,Marketplace,VND-04137
4138,2023-12-18,"Tablet 10""",Sul,9,351.28,3161.52,Marketplace,VND-04138
4139,2023-03-25,Roteador WiFi 6,Sul,4,3509.46,14037.84,Loja Física,VND-04139
4140,2022-11-20,Cadeira Ergonômica,Sudeste,5,2336.99,11684.95,Loja Física,VND-04140
4141,2022-11-24,Hub USB-C,Sul,18,4312.84,77631.12,Online,VND-04141
4142,2025-08-28,Notebook Pro,Centro-Oeste,13,1149.93,14949.09,Televendas,VND-04142
4143,2024-05-31,Roteador WiFi 6,Sudeste,2,670.92,1341.84,Televendas,VND-04143
4144,2022-12-18,Memória RAM 16GB,Nordeste,13,3247.11,42212.43,Marketplace,VND-04144
4145,2025-04-19,Memória RAM 16GB,Centro-Oeste,12,4887.29,58647.48,Marketplace,VND-04145
4146,2022-01-02,Impressora Laser,Sul,1,2290.59,2290.59,Televendas,VND-04146
4147,2024-05-07,Roteador WiFi 6,Sudeste,10,4089.52,40895.2,Marketplace,VND-04147
4148,2022-02-14,Teclado Mecânico,Norte,14,4240.11,59361.54,Online,VND-04148
4149,2022-12-18,"Tablet 10""",Norte,4,2846.97,11387.88,Loja Física,VND-04149
4150,2024-01-31,Cadeira Ergonômica,Centro-Oeste,6,3869.65,23217.9,Loja Física,VND-04150
4151,2023-06-15,Impressora Laser,Sul,20,211.24,4224.8,Online,VND-04151
4152,2022-11-18,Webcam HD,Nordeste,19,1164.59,22127.21,Loja Física,VND-04152
4153,2022-12-10,Mouse Wireless,Centro-Oeste,7,907.9,6355.3,Online,VND-04153
4154,2024-02-06,Hub USB-C,Centro-Oeste,2,812.12,1624.24,Marketplace,VND-04154
4155,2023-04-09,Webcam HD,Centro-Oeste,2,611.93,1223.86,Marketplace,VND-04155
4156,2024-04-09,"Tablet 10""",Sul,2,1168.88,2337.76,Marketplace,VND-04156
4157,2023-05-18,Mouse Wireless,Nordeste,7,3137.72,21964.04,Marketplace,VND-04157
4158,2022-12-01,"Tablet 10""",Sudeste,8,2000.87,16006.96,Loja Física,VND-04158
4159,2022-02-24,Webcam HD,Sul,1,4068.64,4068.64,Loja Física,VND-04159
4160,2023-07-06,Cadeira Ergonômica,Centro-Oeste,4,675.31,2701.24,Online,VND-04160
4161,2022-04-28,Memória RAM 16GB,Centro-Oeste,6,4404.53,26427.18,Televendas,VND-04161
4162,2025-06-06,"Tablet 10""",Sul,11,4542.98,49972.78,Loja Física,VND-04162
4163,2023-05-13,Memória RAM 16GB,Sudeste,2,633.63,1267.26,Loja Física,VND-04163
4164,2023-09-25,"Tablet 10""",Centro-Oeste,3,2431.55,7294.65,Marketplace,VND-04164
4165,2022-01-31,SSD 1TB,Nordeste,6,374.55,2247.3,Marketplace,VND-04165
4166,2024-07-06,Webcam HD,Sul,3,2853.47,8560.41,Online,VND-04166
4167,2024-03-21,Memória RAM 16GB,Norte,19,705.57,13405.83,Loja Física,VND-04167
4168,2023-04-21,Roteador WiFi 6,Sudeste,4,2434.01,9736.04,Loja Física,VND-04168
4169,2023-07-16,Memória RAM 16GB,Centro-Oeste,14,4282.11,59949.54,Loja Física,VND-04169
4170,2024-03-27,Headset Gamer,Sudeste,17,3166.3,53827.1,Online,VND-04170
4171,2025-06-25,SSD 1TB,Norte,5,3521.04,17605.2,Televendas,VND-04171
4172,2025-03-15,"Tablet 10""",Nordeste,8,180.93,1447.44,Marketplace,VND-04172
4173,2023-07-08,Notebook Pro,Nordeste,11,4379.07,48169.77,Loja Física,VND-04173
4174,2025-11-16,Mouse Wireless,Centro-Oeste,4,360.83,1443.32,Marketplace,VND-04174
4175,2023-07-09,Mouse Wireless,Nordeste,1,1623.09,1623.09,Online,VND-04175
4176,2023-09-06,Mouse Wireless,Norte,19,3217.24,61127.56,Televendas,VND-04176
4177,2024-08-02,Smartphone,Nordeste,16,4590.76,73452.16,Marketplace,VND-04177
4178,2022-09-17,Webcam HD,Centro-Oeste,15,3047.05,45705.75,Loja Física,VND-04178
4179,2024-10-24,Impressora Laser,Nordeste,5,4855.2,24276.0,Marketplace,VND-04179
4180,2025-01-10,Cadeira Ergonômica,Norte,11,3517.04,38687.44,Loja Física,VND-04180
4181,2025-01-16,Memória RAM 16GB,Sudeste,1,1547.43,1547.43,Online,VND-04181
4182,2024-02-22,Mesa Digitalizadora,Sul,14,2488.91,34844.74,Loja Física,VND-04182
4183,2022-12-15,"Tablet 10""",Sul,7,4409.11,30863.77,Televendas,VND-04183
4184,2025-06-18,Notebook Pro,Nordeste,12,521.61,6259.32,Marketplace,VND-04184
4185,2025-09-24,Headset Gamer,Sudeste,15,3596.24,53943.6,Marketplace,VND-04185
4186,2023-11-15,Smartphone,Sul,2,4422.93,8845.86,Marketplace,VND-04186
4187,2025-01-13,Teclado Mecânico,Centro-Oeste,17,2675.5,45483.5,Televendas,VND-04187
4188,2022-12-19,Notebook Pro,Sul,16,718.13,11490.08,Marketplace,VND-04188
4189,2025-09-10,"Tablet 10""",Nordeste,13,2437.16,31683.08,Marketplace,VND-04189
4190,2025-07-29,Mesa Digitalizadora,Centro-Oeste,10,4623.69,46236.9,Marketplace,VND-04190
4191,2024-03-13,Teclado Mecânico,Sul,3,3939.39,11818.17,Loja Física,VND-04191
4192,2023-12-19,Notebook Pro,Norte,6,958.66,5751.96,Loja Física,VND-04192
4193,2025-09-21,Hub USB-C,Sudeste,12,3660.21,43922.52,Loja Física,VND-04193
4194,2025-02-05,SSD 1TB,Nordeste,10,2263.75,22637.5,Marketplace,VND-04194
4195,2022-07-05,Mesa Digitalizadora,Nordeste,6,3248.29,19489.74,Loja Física,VND-04195
4196,2022-06-28,Headset Gamer,Sul,8,4614.19,36913.52,Loja Física,VND-04196
4197,2022-01-28,"Tablet 10""",Sudeste,20,106.65,2133.0,Televendas,VND-04197
4198,2024-06-27,Notebook Pro,Nordeste,6,4165.8,24994.8,Televendas,VND-04198
4199,2023-12-03,Mesa Digitalizadora,Norte,13,51.22,665.86,Marketplace,VND-04199
4200,2022-05-17,Memória RAM 16GB,Centro-Oeste,14,1011.32,14158.48,Online,VND-04200
4201,2025-06-12,"Monitor 27""",Norte,1,3600.02,3600.02,Online,VND-04201
4202,2024-01-30,Cadeira Ergonômica,Nordeste,19,1137.05,21603.95,Loja Física,VND-04202
4203,2024-08-07,"Monitor 27""",Norte,5,843.59,4217.95,Loja Física,VND-04203
4204,2025-11-24,Notebook Pro,Sudeste,13,4268.28,55487.64,Online,VND-04204
4205,2024-09-22,Smartphone,Norte,17,760.65,12931.05,Marketplace,VND-04205
4206,2022-08-16,Hub USB-C,Sudeste,13,1440.88,18731.44,Online,VND-04206
4207,2022-09-23,SSD 1TB,Centro-Oeste,16,4879.3,78068.8,Loja Física,VND-04207
4208,2023-12-26,Notebook Pro,Norte,17,3580.48,60868.16,Marketplace,VND-04208
4209,2023-02-14,Headset Gamer,Sudeste,8,2341.99,18735.92,Online,VND-04209
4210,2025-09-11,Teclado Mecânico,Nordeste,15,4139.5,62092.5,Online,VND-04210
4211,2023-02-10,Cadeira Ergonômica,Sudeste,7,4916.04,34412.28,Online,VND-04211
4212,2025-06-18,Headset Gamer,Centro-Oeste,1,3232.42,3232.42,Online,VND-04212
4213,2023-02-14,Roteador WiFi 6,Norte,14,1533.37,21467.18,Televendas,VND-04213
4214,2023-08-13,"Monitor 27""",Nordeste,12,1416.31,16995.72,Televendas,VND-04214
4215,2025-09-10,Hub USB-C,Sudeste,6,2346.41,14078.46,Marketplace,VND-04215
4216,2022-03-06,SSD 1TB,Nordeste,16,4757.56,76120.96,Marketplace,VND-04216
4217,2025-07-01,Notebook Pro,Centro-Oeste,20,1496.97,29939.4,Televendas,VND-04217
4218,2023-11-28,"Monitor 27""",Sul,3,2393.24,7179.72,Televendas,VND-04218
4219,2024-10-09,"Tablet 10""",Sul,1,4990.13,4990.13,Loja Física,VND-04219
4220,2023-01-10,Notebook Pro,Nordeste,6,1533.91,9203.46,Marketplace,VND-04220
4221,2023-09-23,Headset Gamer,Centro-Oeste,18,1135.0,20430.0,Online,VND-04221
4222,2023-07-05,Webcam HD,Sudeste,16,882.68,14122.88,Marketplace,VND-04222
4223,2024-03-07,"Tablet 10""",Centro-Oeste,7,2529.87,17709.09,Televendas,VND-04223
4224,2022-01-23,Teclado Mecânico,Centro-Oeste,19,3816.23,72508.37,Marketplace,VND-04224
4225,2023-04-07,SSD 1TB,Nordeste,18,1880.13,33842.34,Televendas,VND-04225
4226,2023-07-30,Roteador WiFi 6,Sudeste,18,2860.71,51492.78,Loja Física,VND-04226
4227,2025-12-17,Headset Gamer,Norte,7,2602.8,18219.6,Online,VND-04227
4228,2023-04-11,Impressora Laser,Centro-Oeste,1,2998.32,2998.32,Marketplace,VND-04228
4229,2023-07-03,Teclado Mecânico,Norte,16,3722.5,59560.0,Televendas,VND-04229
4230,2025-04-23,"Tablet 10""",Norte,9,1210.56,10895.04,Online,VND-04230
4231,2024-09-03,Impressora Laser,Norte,19,3916.01,74404.19,Marketplace,VND-04231
4232,2024-09-27,Mesa Digitalizadora,Sudeste,14,297.06,4158.84,Online,VND-04232
4233,2024-10-31,Hub USB-C,Sul,10,1149.54,11495.4,Marketplace,VND-04233
4234,2022-04-15,SSD 1TB,Sudeste,9,1100.78,9907.02,Online,VND-04234
4235,2025-08-27,Mesa Digitalizadora,Centro-Oeste,18,3774.59,67942.62,Televendas,VND-04235
4236,2024-08-15,Teclado Mecânico,Sudeste,9,4485.68,40371.12,Loja Física,VND-04236
4237,2022-05-18,Webcam HD,Centro-Oeste,13,2789.59,36264.67,Online,VND-04237
4238,2024-11-25,Roteador WiFi 6,Sul,17,1895.2,32218.4,Online,VND-04238
4239,2024-08-31,Hub USB-C,Nordeste,2,788.31,1576.62,Online,VND-04239
4240,2023-09-23,Webcam HD,Norte,1,3896.5,3896.5,Televendas,VND-04240
4241,2023-08-18,Mouse Wireless,Centro-Oeste,18,1956.04,35208.72,Televendas,VND-04241
4242,2022-03-16,Mouse Wireless,Nordeste,14,214.67,3005.38,Televendas,VND-04242
4243,2025-04-27,Impressora Laser,Nordeste,9,4578.49,41206.41,Loja Física,VND-04243
4244,2025-08-13,Memória RAM 16GB,Nordeste,1,2011.97,2011.97,Online,VND-04244
4245,2022-09-04,Impressora Laser,Nordeste,13,2381.47,30959.11,Loja Física,VND-04245
4246,2024-08-31,Hub USB-C,Sul,6,2132.12,12792.72,Marketplace,VND-04246
4247,2024-11-14,Memória RAM 16GB,Sul,3,3090.83,9272.49,Televendas,VND-04247
4248,2023-11-06,Smartphone,Sul,11,1129.25,12421.75,Online,VND-04248
4249,2023-02-25,"Tablet 10""",Sudeste,13,2380.1,30941.3,Loja Física,VND-04249
4250,2022-12-13,Roteador WiFi 6,Sul,10,3414.7,34147.0,Televendas,VND-04250
4251,2023-10-07,Cadeira Ergonômica,Centro-Oeste,13,169.15,2198.95,Online,VND-04251
4252,2022-10-12,Mesa Digitalizadora,Norte,10,2876.46,28764.6,Televendas,VND-04252
4253,2025-02-22,SSD 1TB,Norte,2,1348.69,2697.38,Televendas,VND-04253
4254,2024-03-11,Mouse Wireless,Nordeste,15,197.21,2958.15,Online,VND-04254
4255,2022-11-30,"Tablet 10""",Norte,3,2040.98,6122.94,Televendas,VND-04255
4256,2025-04-03,"Tablet 10""",Nordeste,7,4720.35,33042.45,Online,VND-04256
4257,2022-11-24,Memória RAM 16GB,Norte,19,4091.19,77732.61,Loja Física,VND-04257
4258,2023-02-22,Cadeira Ergonômica,Nordeste,14,3527.02,49378.28,Televendas,VND-04258
4259,2022-01-13,Impressora Laser,Sudeste,3,2314.83,6944.49,Marketplace,VND-04259
4260,2024-04-09,"Tablet 10""",Centro-Oeste,20,1348.95,26979.0,Loja Física,VND-04260
4261,2025-11-25,"Tablet 10""",Sul,1,1070.92,1070.92,Loja Física,VND-04261
4262,2023-05-02,Webcam HD,Centro-Oeste,3,3389.13,10167.39,Online,VND-04262
4263,2025-03-04,"Tablet 10""",Sudeste,4,1447.27,5789.08,Televendas,VND-04263
4264,2025-05-11,Teclado Mecânico,Norte,1,4969.73,4969.73,Marketplace,VND-04264
4265,2022-01-05,Webcam HD,Centro-Oeste,18,2223.99,40031.82,Loja Física,VND-04265
4266,2024-11-15,Roteador WiFi 6,Centro-Oeste,9,1198.4,10785.6,Loja Física,VND-04266
4267,2025-11-21,Smartphone,Norte,2,3502.0,7004.0,Televendas,VND-04267
4268,2024-08-23,Impressora Laser,Norte,18,602.65,10847.7,Televendas,VND-04268
4269,2023-07-10,Smartphone,Nordeste,13,4771.55,62030.15,Online,VND-04269
4270,2024-12-16,"Tablet 10""",Norte,11,4420.99,48630.89,Online,VND-04270
4271,2023-06-02,Hub USB-C,Sul,13,3269.93,42509.09,Loja Física,VND-04271
4272,2022-01-04,Mouse Wireless,Sudeste,17,511.11,8688.87,Online,VND-04272
4273,2025-05-11,Teclado Mecânico,Sudeste,4,2405.97,9623.88,Marketplace,VND-04273
4274,2022-04-09,Mouse Wireless,Norte,2,2259.02,4518.04,Online,VND-04274
4275,2022-05-15,Memória RAM 16GB,Nordeste,17,3221.08,54758.36,Televendas,VND-04275
4276,2025-05-15,SSD 1TB,Sul,5,2667.03,13335.15,Loja Física,VND-04276
4277,2024-12-14,Webcam HD,Norte,10,4172.97,41729.7,Online,VND-04277
4278,2024-11-05,Smartphone,Sul,15,779.16,11687.4,Marketplace,VND-04278
4279,2025-08-17,Memória RAM 16GB,Centro-Oeste,19,960.06,18241.14,Online,VND-04279
4280,2022-01-05,SSD 1TB,Sul,3,2123.79,6371.37,Online,VND-04280
4281,2024-02-28,Mesa Digitalizadora,Norte,20,4428.56,88571.2,Loja Física,VND-04281
4282,2022-09-29,Notebook Pro,Sul,16,2060.42,32966.72,Online,VND-04282
4283,2022-02-04,Mouse Wireless,Sul,17,710.67,12081.39,Online,VND-04283
4284,2022-12-25,Hub USB-C,Sudeste,15,331.25,4968.75,Loja Física,VND-04284
4285,2023-03-24,Webcam HD,Sul,9,1439.02,12951.18,Televendas,VND-04285
4286,2023-11-16,Impressora Laser,Sudeste,6,3227.53,19365.18,Online,VND-04286
4287,2023-08-28,Cadeira Ergonômica,Nordeste,3,934.28,2802.84,Marketplace,VND-04287
4288,2024-02-05,Mouse Wireless,Sudeste,6,3305.27,19831.62,Online,VND-04288
4289,2022-11-16,Mouse Wireless,Sudeste,19,495.62,9416.78,Marketplace,VND-04289
4290,2025-02-03,Hub USB-C,Centro-Oeste,8,94.33,754.64,Televendas,VND-04290
4291,2025-12-13,Notebook Pro,Nordeste,13,4123.44,53604.72,Televendas,VND-04291
4292,2023-08-25,Mouse Wireless,Sudeste,15,53.81,807.15,Marketplace,VND-04292
4293,2025-11-13,Headset Gamer,Norte,5,4230.09,21150.45,Marketplace,VND-04293
4294,2024-05-20,Headset Gamer,Sul,12,1150.41,13804.92,Online,VND-04294
4295,2024-01-23,Cadeira Ergonômica,Centro-Oeste,18,4085.01,73530.18,Online,VND-04295
4296,2025-12-08,Headset Gamer,Sul,8,4374.83,34998.64,Loja Física,VND-04296
4297,2025-03-13,Memória RAM 16GB,Sudeste,4,1793.78,7175.12,Loja Física,VND-04297
4298,2025-12-29,SSD 1TB,Sudeste,17,1878.72,31938.24,Loja Física,VND-04298
4299,2023-04-18,SSD 1TB,Norte,7,4805.61,33639.27,Televendas,VND-04299
4300,2025-05-22,Cadeira Ergonômica,Sul,13,4043.65,52567.45,Televendas,VND-04300
4301,2022-09-22,Webcam HD,Sul,10,2947.27,29472.7,Marketplace,VND-04301
4302,2025-09-27,Hub USB-C,Nordeste,19,4092.15,77750.85,Loja Física,VND-04302
4303,2023-01-16,"Tablet 10""",Sul,2,4759.01,9518.02,Televendas,VND-04303
4304,2024-04-21,"Tablet 10""",Sul,6,870.64,5223.84,Loja Física,VND-04304
4305,2024-03-26,"Monitor 27""",Sudeste,1,1949.97,1949.97,Televendas,VND-04305
4306,2023-12-08,SSD 1TB,Sul,6,986.26,5917.56,Loja Física,VND-04306
4307,2025-05-20,Cadeira Ergonômica,Sul,19,4578.33,86988.27,Loja Física,VND-04307
4308,2025-02-06,Roteador WiFi 6,Sudeste,7,1637.05,11459.35,Televendas,VND-04308
4309,2025-12-25,Memória RAM 16GB,Sudeste,18,2598.1,46765.8,Loja Física,VND-04309
4310,2024-06-07,Notebook Pro,Centro-Oeste,12,4586.0,55032.0,Online,VND-04310
4311,2022-12-20,Notebook Pro,Sul,8,1311.29,10490.32,Marketplace,VND-04311
4312,2022-07-15,Webcam HD,Nordeste,20,4074.84,81496.8,Loja Física,VND-04312
4313,2022-09-16,SSD 1TB,Norte,20,468.96,9379.2,Online,VND-04313
4314,2023-08-17,Headset Gamer,Norte,1,4489.18,4489.18,Televendas,VND-04314
4315,2025-06-17,Roteador WiFi 6,Norte,13,776.63,10096.19,Marketplace,VND-04315
4316,2023-08-06,Roteador WiFi 6,Sul,8,4271.89,34175.12,Online,VND-04316
4317,2022-02-04,Mouse Wireless,Sul,7,1537.57,10762.99,Televendas,VND-04317
4318,2025-07-25,Mesa Digitalizadora,Sul,11,803.91,8843.01,Televendas,VND-04318
4319,2025-06-09,Impressora Laser,Sudeste,5,214.2,1071.0,Marketplace,VND-04319
4320,2025-09-28,Roteador WiFi 6,Nordeste,13,1520.76,19769.88,Marketplace,VND-04320
4321,2025-12-23,Smartphone,Nordeste,1,1681.06,1681.06,Online,VND-04321
4322,2023-11-21,Mesa Digitalizadora,Nordeste,17,954.12,16220.04,Online,VND-04322
4323,2024-05-23,SSD 1TB,Sul,19,4665.82,88650.58,Online,VND-04323
4324,2025-02-18,Hub USB-C,Sul,20,4719.22,94384.4,Televendas,VND-04324
4325,2025-03-10,Mesa Digitalizadora,Sul,5,4581.1,22905.5,Online,VND-04325
4326,2022-09-27,Hub USB-C,Norte,12,2041.38,24496.56,Online,VND-04326
4327,2023-05-19,Smartphone,Norte,16,3311.46,52983.36,Televendas,VND-04327
4328,2022-07-25,Hub USB-C,Sul,20,2072.03,41440.6,Televendas,VND-04328
4329,2024-09-10,Teclado Mecânico,Centro-Oeste,19,1699.37,32288.03,Online,VND-04329
4330,2023-09-22,Memória RAM 16GB,Centro-Oeste,10,1277.15,12771.5,Online,VND-04330
4331,2022-05-29,Smartphone,Nordeste,6,1624.04,9744.24,Televendas,VND-04331
4332,2024-04-08,"Monitor 27""",Norte,20,1612.96,32259.2,Online,VND-04332
4333,2023-02-07,Smartphone,Nordeste,16,2476.45,39623.2,Online,VND-04333
4334,2023-12-18,Notebook Pro,Nordeste,16,4953.37,79253.92,Televendas,VND-04334
4335,2025-09-20,Teclado Mecânico,Norte,3,3799.97,11399.91,Loja Física,VND-04335
4336,2025-04-10,"Tablet 10""",Norte,11,4174.96,45924.56,Loja Física,VND-04336
4337,2023-03-07,Memória RAM 16GB,Norte,17,2447.18,41602.06,Loja Física,VND-04337
4338,2023-08-25,Mesa Digitalizadora,Centro-Oeste,10,3672.22,36722.2,Marketplace,VND-04338
4339,2025-06-01,Notebook Pro,Centro-Oeste,15,1468.73,22030.95,Televendas,VND-04339
4340,2024-12-30,SSD 1TB,Nordeste,14,177.08,2479.12,Loja Física,VND-04340
4341,2022-01-11,Roteador WiFi 6,Sudeste,11,4932.9,54261.9,Televendas,VND-04341
4342,2025-05-30,"Monitor 27""",Sudeste,11,427.27,4699.97,Online,VND-04342
4343,2024-01-02,"Monitor 27""",Sudeste,18,4273.99,76931.82,Loja Física,VND-04343
4344,2025-04-29,Webcam HD,Norte,6,4326.2,25957.2,Marketplace,VND-04344
4345,2023-06-08,Notebook Pro,Sul,12,1948.46,23381.52,Online,VND-04345
4346,2024-11-08,Notebook Pro,Centro-Oeste,18,3984.19,71715.42,Marketplace,VND-04346
4347,2022-07-15,Webcam HD,Sudeste,18,3722.84,67011.12,Marketplace,VND-04347
4348,2025-06-22,SSD 1TB,Centro-Oeste,9,3605.65,32450.85,Loja Física,VND-04348
4349,2024-03-26,Notebook Pro,Sudeste,20,3348.71,66974.2,Televendas,VND-04349
4350,2022-01-24,"Tablet 10""",Nordeste,1,300.36,300.36,Online,VND-04350
4351,2023-10-01,"Monitor 27""",Sul,10,1628.72,16287.2,Marketplace,VND-04351
4352,2023-05-25,"Tablet 10""",Sul,1,4972.58,4972.58,Loja Física,VND-04352
4353,2025-01-10,Notebook Pro,Nordeste,6,453.1,2718.6,Televendas,VND-04353
4354,2022-03-23,Mouse Wireless,Sul,13,3856.28,50131.64,Marketplace,VND-04354
4355,2025-11-02,Headset Gamer,Norte,18,2795.68,50322.24,Televendas,VND-04355
4356,2022-11-07,SSD 1TB,Centro-Oeste,18,2725.4,49057.2,Loja Física,VND-04356
4357,2022-07-05,Hub USB-C,Sudeste,20,3504.18,70083.6,Marketplace,VND-04357
4358,2023-02-28,Mesa Digitalizadora,Nordeste,14,3561.01,49854.14,Loja Física,VND-04358
4359,2022-09-28,Mouse Wireless,Norte,11,3618.12,39799.32,Loja Física,VND-04359
4360,2023-09-07,Headset Gamer,Norte,20,4928.0,98560.0,Online,VND-04360
4361,2024-11-01,Roteador WiFi 6,Sul,14,2462.54,34475.56,Televendas,VND-04361
4362,2022-03-26,Smartphone,Norte,2,3003.08,6006.16,Online,VND-04362
4363,2025-11-19,Smartphone,Centro-Oeste,18,4203.52,75663.36,Loja Física,VND-04363
4364,2025-10-26,Mesa Digitalizadora,Nordeste,3,504.78,1514.34,Televendas,VND-04364
4365,2023-11-18,Impressora Laser,Centro-Oeste,13,546.29,7101.77,Marketplace,VND-04365
4366,2022-11-30,Cadeira Ergonômica,Sudeste,18,282.88,5091.84,Loja Física,VND-04366
4367,2022-08-17,"Tablet 10""",Sudeste,6,3307.79,19846.74,Online,VND-04367
4368,2025-11-01,Smartphone,Nordeste,10,4971.27,49712.7,Loja Física,VND-04368
4369,2025-05-15,Hub USB-C,Sudeste,1,1602.02,1602.02,Online,VND-04369
4370,2023-07-13,Webcam HD,Centro-Oeste,16,2413.16,38610.56,Marketplace,VND-04370
4371,2022-04-27,Mesa Digitalizadora,Sul,16,3645.73,58331.68,Loja Física,VND-04371
4372,2022-05-11,Headset Gamer,Sudeste,7,445.64,3119.48,Online,VND-04372
4373,2023-05-15,"Tablet 10""",Centro-Oeste,20,2882.86,57657.2,Televendas,VND-04373
4374,2024-04-15,Teclado Mecânico,Sudeste,16,4029.34,64469.44,Loja Física,VND-04374
4375,2025-03-26,SSD 1TB,Norte,8,1667.25,13338.0,Marketplace,VND-04375
4376,2022-10-10,Roteador WiFi 6,Sudeste,8,4882.3,39058.4,Online,VND-04376
4377,2022-09-23,Webcam HD,Sudeste,18,1540.97,27737.46,Televendas,VND-04377
4378,2024-03-06,Impressora Laser,Sudeste,1,1119.61,1119.61,Online,VND-04378
4379,2022-04-17,SSD 1TB,Nordeste,11,4644.23,51086.53,Online,VND-04379
4380,2024-06-07,Mesa Digitalizadora,Norte,13,2009.26,26120.38,Marketplace,VND-04380
4381,2024-12-23,Hub USB-C,Norte,2,689.87,1379.74,Televendas,VND-04381
4382,2025-07-01,Impressora Laser,Sul,9,4195.23,37757.07,Online,VND-04382
4383,2025-04-16,Notebook Pro,Sul,1,4304.93,4304.93,Online,VND-04383
4384,2023-05-01,Smartphone,Norte,6,340.58,2043.48,Loja Física,VND-04384
4385,2025-05-30,Headset Gamer,Centro-Oeste,12,719.52,8634.24,Loja Física,VND-04385
4386,2024-07-31,Cadeira Ergonômica,Centro-Oeste,7,3848.59,26940.13,Televendas,VND-04386
4387,2022-08-18,"Tablet 10""",Nordeste,20,1865.01,37300.2,Televendas,VND-04387
4388,2024-12-28,SSD 1TB,Norte,2,295.22,590.44,Loja Física,VND-04388
4389,2024-10-06,Hub USB-C,Centro-Oeste,15,1776.64,26649.6,Marketplace,VND-04389
4390,2025-07-14,"Tablet 10""",Nordeste,9,4066.04,36594.36,Online,VND-04390
4391,2025-02-14,"Tablet 10""",Centro-Oeste,11,1464.86,16113.46,Marketplace,VND-04391
4392,2022-07-05,"Monitor 27""",Sul,11,1164.39,12808.29,Online,VND-04392
4393,2025-01-27,"Tablet 10""",Sudeste,18,647.84,11661.12,Marketplace,VND-04393
4394,2023-08-04,Hub USB-C,Centro-Oeste,12,2670.49,32045.88,Marketplace,VND-04394
4395,2022-11-18,Mesa Digitalizadora,Nordeste,13,4902.74,63735.62,Marketplace,VND-04395
4396,2025-06-16,Memória RAM 16GB,Norte,5,660.57,3302.85,Marketplace,VND-04396
4397,2023-04-26,Cadeira Ergonômica,Sudeste,14,1930.44,27026.16,Online,VND-04397
4398,2023-09-27,Impressora Laser,Sudeste,14,4209.76,58936.64,Online,VND-04398
4399,2024-07-08,Mesa Digitalizadora,Nordeste,15,101.9,1528.5,Televendas,VND-04399
4400,2023-02-07,Webcam HD,Norte,13,129.38,1681.94,Marketplace,VND-04400
4401,2022-05-26,Webcam HD,Nordeste,17,1857.57,31578.69,Online,VND-04401
4402,2025-10-23,Roteador WiFi 6,Norte,3,2234.03,6702.09,Televendas,VND-04402
4403,2023-10-10,SSD 1TB,Norte,16,4054.37,64869.92,Marketplace,VND-04403
4404,2022-05-07,Webcam HD,Nordeste,17,2228.19,37879.23,Loja Física,VND-04404
4405,2023-03-05,Mouse Wireless,Sul,9,1546.0,13914.0,Marketplace,VND-04405
4406,2023-06-28,Notebook Pro,Sudeste,10,2239.57,22395.7,Marketplace,VND-04406
4407,2025-10-24,Cadeira Ergonômica,Centro-Oeste,12,1108.28,13299.36,Televendas,VND-04407
4408,2024-07-31,"Monitor 27""",Sul,19,319.35,6067.65,Online,VND-04408
4409,2024-12-24,SSD 1TB,Sudeste,17,3204.26,54472.42,Marketplace,VND-04409
4410,2024-05-29,Webcam HD,Sudeste,13,2924.65,38020.45,Online,VND-04410
4411,2023-10-23,Roteador WiFi 6,Sul,18,1213.5,21843.0,Televendas,VND-04411
4412,2025-02-19,Memória RAM 16GB,Sudeste,9,3154.65,28391.85,Online,VND-04412
4413,2022-04-11,Cadeira Ergonômica,Nordeste,12,3448.99,41387.88,Loja Física,VND-04413
4414,2022-07-01,Impressora Laser,Centro-Oeste,16,4245.45,67927.2,Loja Física,VND-04414
4415,2022-07-25,"Tablet 10""",Nordeste,1,4038.27,4038.27,Loja Física,VND-04415
4416,2024-06-04,Memória RAM 16GB,Nordeste,1,3037.18,3037.18,Loja Física,VND-04416
4417,2022-10-22,Roteador WiFi 6,Sul,7,4259.03,29813.21,Televendas,VND-04417
4418,2022-09-30,Mouse Wireless,Sul,7,3941.36,27589.52,Televendas,VND-04418
4419,2023-01-17,Mesa Digitalizadora,Sul,10,1332.43,13324.3,Loja Física,VND-04419
4420,2022-12-02,Mesa Digitalizadora,Sudeste,11,1238.36,13621.96,Televendas,VND-04420
4421,2025-04-30,Smartphone,Nordeste,13,3105.69,40373.97,Marketplace,VND-04421
4422,2023-04-30,"Tablet 10""",Nordeste,6,2224.52,13347.12,Loja Física,VND-04422
4423,2025-08-27,Teclado Mecânico,Norte,18,4343.96,78191.28,Loja Física,VND-04423
4424,2022-02-14,"Tablet 10""",Norte,8,3445.75,27566.0,Marketplace,VND-04424
4425,2025-06-17,Mouse Wireless,Nordeste,1,373.03,373.03,Loja Física,VND-04425
4426,2022-10-11,Mouse Wireless,Centro-Oeste,17,1430.56,24319.52,Televendas,VND-04426
