id,nome,cargo,departamento,regiao,salario,data_admissao,status,idade
3554,Funcionário 3554,Diretor,TI,Nordeste,14880.28,2020-12-29,Ativo,60
3555,Funcionário 3555,Estagiário,Logística,Norte,10540.0,2016-10-20,Desligado,36
3556,Funcionário 3556,Coordenador,Contabilidade,Sul,2866.37,2021-10-27,Desligado,26
3557,Funcionário 3557,Analista,Contabilidade,Centro-Oeste,19877.72,2016-09-09,Ativo,63
3558,Funcionário 3558,Analista,Marketing,Sul,22445.63,2020-06-19,Ativo,44
3559,Funcionário 3559,Gerente,RH,Sudeste,6780.79,2018-07-06,Ativo,39
3560,Funcionário 3560,Gerente,RH,Centro-Oeste,7585.18,2024-11-11,Ativo,41
3561,Funcionário 3561,Estagiário,Marketing,Sudeste,6289.69,2015-02-22,Desligado,50
3562,Funcionário 3562,Estagiário,Logística,Norte,8761.66,2020-06-14,Ativo,25
3563,Funcionário 3563,Diretor,Vendas,Nordeste,12660.36,2019-11-10,Férias,24
3564,Funcionário 3564,Estagiário,TI,Centro-Oeste,14714.54,2015-09-29,Ativo,55
3565,Funcionário 3565,Diretor,Vendas,Sul,23057.32,2017-12-21,Ativo,29
3566,Funcionário 3566,Gerente,RH,Centro-Oeste,15113.44,2018-09-24,Ativo,19
3567,Funcionário 3567,Assistente,RH,Nordeste,2520.59,2019-07-05,Ativo,46
3568,Funcionário 3568,Analista,TI,Centro-Oeste,22638.88,2020-09-29,Desligado,37
3569,Funcionário 3569,Gerente,Contabilidade,Norte,10452.97,2019-07-31,Ativo,54
3570,Funcionário 3570,Diretor,Logística,Sul,3577.84,2023-07-18,Ativo,57
3571,Funcionário 3571,Assistente,Vendas,Nordeste,19094.29,2016-10-10,Desligado,46
3572,Funcionário 3572,Analista,Marketing,Sul,24000.42,2023-03-30,Ativo,40
3573,Funcionário 3573,Analista,Financeiro,Centro-Oeste,7907.07,2021-01-04,Ativo,60
3574,Funcionário 3574,Analista,RH,Sudeste,12113.88,2020-11-27,Desligado,24
3575,Funcionário 3575,Assistente,TI,Sul,4126.8,2015-02-20,Ativo,30
3576,Funcionário 3576,Analista,Financeiro,Norte,7719.1,2024-04-10,Desligado,46
3577,Funcionário 3577,Coordenador,RH,Nordeste,14468.68,2022-03-24,Ativo,47
3578,Funcionário 3578,Diretor,RH,Nordeste,8619.36,2022-11-28,Ativo,43
3579,Funcionário 3579,Diretor,TI,Norte,12184.31,2022-08-11,Férias,55
3580,Funcionário 3580,Analista,Financeiro,Sudeste,18003.19,2019-10-30,Férias,48
3581,Funcionário 3581,Gerente,Contabilidade,Sudeste,17869.72,2016-03-11,Desligado,47
3582,Funcionário 3582,Coordenador,TI,Norte,4757.31,2019-12-14,Desligado,50
3583,Funcionário 3583,Diretor,Marketing,Sul,23980.76,2020-06-29,Ativo,37
3584,Funcionário 3584,Diretor,TI,Sul,9231.84,2015-07-15,Ativo,28
3585,Funcionário 3585,Assistente,Vendas,Centro-Oeste,13378.56,2022-11-28,Férias,48
3586,Funcionário 3586,Gerente,RH,Sul,24089.77,2018-08-31,Ativo,52
3587,Funcionário 3587,Analista,Vendas,Sudeste,13727.56,2017-06-26,Férias,28
3588,Funcionário 3588,Diretor,RH,Sudeste,3786.25,2021-11-08,Ativo,24
3589,Funcionário 3589,Diretor,Contabilidade,Nordeste,4225.19,2024-02-19,Ativo,39
3590,Funcionário 3590,Diretor,Vendas,Sudeste,9975.46,2021-05-24,Ativo,34
3591,Funcionário 3591,Assistente,Logística,Centro-Oeste,13060.4,2017-10-21,Ativo,62
3592,Funcionário 3592,Coordenador,Financeiro,Sudeste,6468.39,2015-06-15,Ativo,42
3593,Funcionário 3593,Coordenador,Contabilidade,Sudeste,4343.79,2019-06-08,Ativo,21
3594,Funcionário 3594,Gerente,Vendas,Nordeste,22089.68,2022-01-09,Ativo,23
3595,Funcionário 3595,Diretor,Logística,Nordeste,15832.45,2024-08-11,Desligado,47
3596,Funcionário 3596,Analista,Vendas,Nordeste,2016.13,2024-08-27,Desligado,54
3597,Funcionário 3597,Analista,Vendas,Sudeste,9005.21,2017-03-14,Férias,22
3598,Funcionário 3598,Assistente,TI,Norte,2129.18,2021-10-17,Férias,27
3599,Funcionário 3599,Analista,Logística,Sul,5575.62,2015-12-16,Desligado,39
3600,Funcionário 3600,Assistente,Logística,Sul,17836.96,2019-02-12,Ativo,51
3601,Funcionário 3601,Diretor,Contabilidade,Sudeste,23633.69,2019-07-13,Férias,37
3602,Funcionário 3602,Gerente,TI,Nordeste,15134.33,2018-01-14,Desligado,53
3603,Funcionário 3603,Assistente,RH,Nordeste,9876.09,2020-02-21,Ativo,26
3604,Funcionário 3604,Diretor,Financeiro,Sul,6779.76,2024-02-27,Ativo,28
3605,Funcionário 3605,Assistente,RH,Sudeste,17830.25,2016-12-05,Ativo,63
3606,Funcionário 3606,Gerente,Financeiro,Norte,15236.81,2023-04-30,Ativo,19
3607,Funcionário 3607,Gerente,TI,Sul,10948.3,2024-12-09,Ativo,40
3608,Funcionário 3608,Coordenador,Logística,Sudeste,18311.55,2021-11-05,Férias,47
3609,Funcionário 3609,Diretor,Marketing,Centro-Oeste,22606.09,2019-09-16,Ativo,61
3610,Funcionário 3610,Assistente,RH,Sudeste,13608.5,2023-06-05,Ativo,33
3611,Funcionário 3611,Estagiário,Logística,Nordeste,20032.08,2018-11-22,Férias,30
3612,Funcionário 3612,Gerente,RH,Nordeste,23597.27,2019-12-25,Desligado,64
3613,Funcionário 3613,Coordenador,Vendas,Sudeste,10581.84,2021-08-21,Desligado,46
3614,Funcionário 3614,Analista,Financeiro,Centro-Oeste,23400.82,2019-02-21,Ativo,32
3615,Funcionário 3615,Gerente,Financeiro,Norte,24722.62,2020-07-09,Férias,27
3616,Funcionário 3616,Diretor,RH,Norte,24769.38,2019-05-25,Ativo,42
3617,Funcionário 3617,Analista,Marketing,Sudeste,6153.96,2024-06-14,Ativo,40
3618,Funcionário 3618,Assistente,Logística,Norte,15962.97,2022-03-12,Ativo,49
3619,Funcionário 3619,Coordenador,Vendas,Norte,10441.42,2022-12-28,Ativo,58
3620,Funcionário 3620,Coordenador,Contabilidade,Norte,17119.83,2016-01-21,Ativo,27
3621,Funcionário 3621,Estagiário,Marketing,Nordeste,10808.86,2016-03-23,Férias,56
3622,Funcionário 3622,Estagiário,RH,Nordeste,17118.75,2023-01-15,Ativo,27
3623,Funcionário 3623,Assistente,RH,Norte,6133.87,2023-04-11,Ativo,60
3624,Funcionário 3624,Estagiário,Marketing,Norte,19856.99,2015-01-19,Ativo,41
3625,Funcionário 3625,Diretor,Marketing,Nordeste,5390.72,2023-05-10,Ativo,45
3626,Funcionário 3626,Assistente,Logística,Norte,8244.82,2020-08-26,Férias,64
3627,Funcionário 3627,Gerente,Vendas,Centro-Oeste,14128.47,2019-06-17,Ativo,46
3628,Funcionário 3628,Assistente,Financeiro,Nordeste,18281.16,2021-01-15,Desligado,19
3629,Funcionário 3629,Gerente,Vendas,Sul,21521.93,2018-11-05,Ativo,57
3630,Funcionário 3630,Diretor,Marketing,Sudeste,18639.76,2021-01-18,Férias,38
3631,Funcionário 3631,Assistente,TI,Nordeste,4605.78,2023-09-23,Ativo,46
3632,Funcionário 3632,Coordenador,Contabilidade,Nordeste,24350.04,2017-06-16,Desligado,52
3633,Funcionário 3633,Diretor,Financeiro,Sul,21050.67,2017-08-16,Desligado,57
3634,Funcionário 3634,Diretor,RH,Nordeste,13866.28,2015-09-29,Ativo,27
3635,Funcionário 3635,Gerente,TI,Sudeste,24745.76,2015-01-21,Desligado,25
3636,Funcionário 3636,Estagiário,Vendas,Norte,10330.87,2019-05-10,Ativo,56
3637,Funcionário 3637,Estagiário,Financeiro,Sul,16692.56,2015-09-03,Desligado,40
3638,Funcionário 3638,Assistente,TI,Norte,2558.41,2020-12-11,Desligado,63
3639,Funcionário 3639,Analista,Marketing,Sudeste,7926.99,2017-01-24,Ativo,24
3640,Funcionário 3640,Diretor,RH,Nordeste,24635.14,2021-04-02,Ativo,60
3641,Funcionário 3641,Coordenador,TI,Norte,2240.89,2016-10-30,Ativo,23
3642,Funcionário 3642,Assistente,Vendas,Nordeste,14002.39,2020-05-05,Desligado,24
3643,Funcionário 3643,Gerente,RH,Centro-Oeste,14703.3,2019-10-29,Férias,51
3644,Funcionário 3644,Diretor,Vendas,Norte,8248.67,2022-02-03,Férias,58
3645,Funcionário 3645,Assistente,Contabilidade,Nordeste,15866.4,2018-11-01,Ativo,47
3646,Funcionário 3646,Coordenador,Vendas,Norte,9620.98,2022-06-26,Desligado,23
3647,Funcionário 3647,Assistente,Vendas,Sudeste,9203.63,2017-05-01,Ativo,21
3648,Funcionário 3648,Coordenador,Logística,Nordeste,4735.46,2024-07-25,Ativo,47
3649,Funcionário 3649,Diretor,Marketing,Nordeste,8493.17,2024-01-10,Férias,41
3650,Funcionário 3650,Analista,Logística,Centro-Oeste,5668.06,2024-12-24,Ativo,54
3651,Funcionário 3651,Analista,Marketing,Centro-Oeste,2859.61,2020-09-04,Ativo,36
3652,Funcionário 3652,Assistente,Vendas,Sul,12436.78,2021-01-28,Desligado,31
3653,Funcionário 3653,Assistente,RH,Sudeste,3103.22,2019-01-14,Ativo,55
3654,Funcionário 3654,Estagiário,TI,Nordeste,10200.04,2015-11-08,Ativo,50
3655,Funcionário 3655,Estagiário,RH,Sul,11236.45,2024-04-05,Ativo,64
3656,Funcionário 3656,Coordenador,Marketing,Centro-Oeste,2920.28,2016-10-24,Ativo,19
3657,Funcionário 3657,Gerente,TI,Sudeste,7149.15,2020-08-18,Ativo,23
3658,Funcionário 3658,Diretor,TI,Sudeste,19503.3,2023-01-30,Ativo,60
3659,Funcionário 3659,Coordenador,TI,Sul,18031.02,2018-01-31,Desligado,60
3660,Funcionário 3660,Coordenador,Vendas,Sul,23948.3,2016-08-25,Ativo,65
3661,Funcionário 3661,Coordenador,Financeiro,Sudeste,8542.62,2021-02-11,Ativo,20
3662,Funcionário 3662,Diretor,RH,Centro-Oeste,13504.4,2022-06-15,Ativo,39
3663,Funcionário 3663,Diretor,RH,Nordeste,4489.84,2023-04-17,Ativo,19
3664,Funcionário 3664,Gerente,Financeiro,Centro-Oeste,21806.44,2019-04-15,Ativo,58
3665,Funcionário 3665,Coordenador,Vendas,Centro-Oeste,18370.26,2023-03-21,Ativo,34
3666,Funcionário 3666,Gerente,TI,Sul,23188.76,2015-12-02,Ativo,39
3667,Funcionário 3667,Gerente,Logística,Centro-Oeste,20006.31,2017-01-24,Ativo,46
3668,Funcionário 3668,Analista,RH,Nordeste,5254.33,2016-08-06,Desligado,37
3669,Funcionário 3669,Assistente,Contabilidade,Nordeste,18678.54,2024-12-28,Ativo,54
3670,Funcionário 3670,Assistente,Marketing,Norte,15438.38,2015-09-05,Ativo,47
3671,Funcionário 3671,Analista,Marketing,Sudeste,12789.27,2020-01-10,Ativo,43
3672,Funcionário 3672,Estagiário,Financeiro,Sul,23801.05,2017-02-15,Férias,29
3673,Funcionário 3673,Estagiário,TI,Sul,23847.27,2023-04-07,Férias,65
3674,Funcionário 3674,Coordenador,Marketing,Sul,13154.38,2019-01-15,Ativo,50
3675,Funcionário 3675,Estagiário,RH,Nordeste,8357.38,2024-09-30,Férias,36
3676,Funcionário 3676,Assistente,Financeiro,Norte,11945.32,2016-04-13,Férias,37
3677,Funcionário 3677,Assistente,Financeiro,Sudeste,24565.24,2019-10-02,Ativo,27
3678,Funcionário 3678,Diretor,Vendas,Sul,7739.98,2023-04-02,Férias,56
3679,Funcionário 3679,Analista,Logística,Centro-Oeste,4604.73,2017-02-28,Ativo,56
3680,Funcionário 3680,Diretor,Logística,Sudeste,18972.79,2022-01-13,Desligado,53
3681,Funcionário 3681,Estagiário,Logística,Sudeste,22752.84,2022-11-30,Ativo,18
3682,Funcionário 3682,Assistente,TI,Sudeste,16044.17,2016-05-17,Férias,52
3683,Funcionário 3683,Diretor,TI,Norte,19707.61,2019-09-06,Ativo,55
3684,Funcionário 3684,Gerente,TI,Sudeste,10234.72,2021-05-07,Ativo,30
3685,Funcionário 3685,Analista,Contabilidade,Nordeste,17123.46,2021-09-05,Ativo,34
3686,Funcionário 3686,Analista,Marketing,Norte,5233.92,2020-11-15,Ativo,24
3687,Funcionário 3687,Assistente,Contabilidade,Nordeste,12573.81,2020-11-21,Ativo,45
3688,Funcionário 3688,Estagiário,RH,Norte,4053.84,2017-06-17,Ativo,47
3689,Funcionário 3689,Estagiário,Logística,Sul,16799.84,2015-08-30,Férias,31
3690,Funcionário 3690,Analista,Marketing,Sudeste,19095.84,2022-12-14,Ativo,48
3691,Funcionário 3691,Gerente,Vendas,Centro-Oeste,9058.89,2022-07-14,Ativo,38
3692,Funcionário 3692,Diretor,TI,Centro-Oeste,13470.44,2017-12-04,Ativo,23
3693,Funcionário 3693,Coordenador,Marketing,Nordeste,10561.9,2021-09-10,Ativo,62
3694,Funcionário 3694,Coordenador,Contabilidade,Nordeste,19167.17,2020-10-29,Ativo,25
3695,Funcionário 3695,Gerente,RH,Centro-Oeste,19260.85,2019-08-17,Ativo,49
3696,Funcionário 3696,Analista,Financeiro,Centro-Oeste,23324.53,2024-01-08,Ativo,22
3697,Funcionário 3697,Assistente,RH,Sudeste,9924.92,2022-06-14,Ativo,60
3698,Funcionário 3698,Analista,Financeiro,Sul,12223.39,2021-04-29,Desligado,64
3699,Funcionário 3699,Analista,Marketing,Sudeste,23895.77,2019-10-02,Ativo,24
3700,Funcionário 3700,Assistente,Financeiro,Sudeste,5927.46,2018-10-26,Ativo,45
3701,Funcionário 3701,Diretor,TI,Norte,4191.88,2024-07-22,Desligado,62
3702,Funcionário 3702,Estagiário,Financeiro,Nordeste,6426.95,2019-05-20,Ativo,30
3703,Funcionário 3703,Assistente,Vendas,Norte,3134.89,2023-11-08,Ativo,26
3704,Funcionário 3704,Assistente,Logística,Sul,7038.79,2021-09-18,Ativo,52
3705,Funcionário 3705,Estagiário,Financeiro,Sudeste,15201.84,2018-12-20,Férias,55
3706,Funcionário 3706,Diretor,TI,Nordeste,2312.51,2023-02-17,Ativo,19
3707,Funcionário 3707,Analista,Marketing,Nordeste,15043.87,2015-11-22,Ativo,54
3708,Funcionário 3708,Diretor,Marketing,Sudeste,24035.42,2015-06-01,Desligado,27
3709,Funcionário 3709,Gerente,Marketing,Nordeste,7422.94,2017-01-08,Desligado,61
3710,Funcionário 3710,Coordenador,Vendas,Sul,20880.23,2019-04-13,Ativo,34
3711,Funcionário 3711,Analista,Marketing,Norte,18319.2,2021-03-15,Ativo,54
3712,Funcionário 3712,Gerente,Financeiro,Sudeste,24334.47,2021-06-11,Ativo,61
3713,Funcionário 3713,Gerente,TI,Sul,2540.06,2018-06-09,Ativo,42
3714,Funcionário 3714,Diretor,Contabilidade,Centro-Oeste,18218.68,2017-02-15,Desligado,20
3715,Funcionário 3715,Coordenador,Financeiro,Centro-Oeste,15721.29,2017-05-04,Ativo,19
3716,Funcionário 3716,Gerente,TI,Norte,14532.41,2024-10-11,Ativo,19
3717,Funcionário 3717,Analista,TI,Centro-Oeste,14486.52,2023-03-16,Ativo,56
3718,Funcionário 3718,Assistente,Logística,Centro-Oeste,14456.0,2024-03-08,Férias,26
3719,Funcionário 3719,Assistente,RH,Centro-Oeste,9671.48,2017-12-22,Ativo,62
3720,Funcionário 3720,Gerente,Vendas,Norte,9747.47,2021-12-17,Ativo,41
3721,Funcionário 3721,Estagiário,Contabilidade,Sul,9996.19,2021-01-05,Ativo,50
3722,Funcionário 3722,Gerente,Vendas,Centro-Oeste,24676.34,2017-11-06,Ativo,53
3723,Funcionário 3723,Assistente,TI,Norte,19380.86,2020-03-18,Ativo,48
3724,Funcionário 3724,Gerente,RH,Centro-Oeste,23190.47,2021-05-15,Ativo,44
3725,Funcionário 3725,Analista,Logística,Sul,15325.84,2018-06-16,Ativo,22
3726,Funcionário 3726,Gerente,Marketing,Norte,4342.05,2022-09-08,Férias,37
3727,Funcionário 3727,Coordenador,Vendas,Centro-Oeste,2685.94,2019-12-12,Ativo,40
3728,Funcionário 3728,Estagiário,Vendas,Norte,15546.5,2023-07-29,Ativo,19
3729,Funcionário 3729,Coordenador,Logística,Sudeste,19018.6,2018-09-22,Ativo,62
3730,Funcionário 3730,Gerente,Contabilidade,Centro-Oeste,15218.72,2018-09-22,Desligado,27
3731,Funcionário 3731,Coordenador,Vendas,Sudeste,12352.1,2023-08-29,Ativo,32
3732,Funcionário 3732,Diretor,Logística,Norte,19009.57,2017-01-21,Férias,64
3733,Funcionário 3733,Assistente,Logística,Sul,9353.27,2021-12-22,Ativo,45
3734,Funcionário 3734,Assistente,Logística,Centro-Oeste,16070.19,2016-02-13,Férias,31
3735,Funcionário 3735,Diretor,Financeiro,Sul,9277.51,2019-03-11,Férias,22
3736,Funcionário 3736,Analista,RH,Norte,9981.7,2015-10-02,Ativo,27
3737,Funcionário 3737,Assistente,Marketing,Sul,5214.8,2019-12-10,Desligado,33
3738,Funcionário 3738,Diretor,Marketing,Sul,2554.92,2017-05-25,Férias,60
3739,Funcionário 3739,Diretor,RH,Norte,19907.5,2015-05-10,Ativo,29
3740,Funcionário 3740,Gerente,Financeiro,Norte,21806.16,2020-01-23,Ativo,38
3741,Funcionário 3741,Assistente,Financeiro,Norte,11237.4,2020-10-22,Desligado,29
3742,Funcionário 3742,Gerente,TI,Sudeste,5342.06,2020-07-09,Ativo,55
3743,Funcionário 3743,Gerente,Logística,Sudeste,21858.18,2019-12-25,Ativo,37
3744,Funcionário 3744,Assistente,RH,Norte,13466.18,2019-06-19,Ativo,64
3745,Funcionário 3745,Diretor,Vendas,Nordeste,24249.92,2022-03-16,Férias,23
3746,Funcionário 3746,Coordenador,Marketing,Nordeste,13699.62,2020-11-24,Ativo,54
3747,Funcionário 3747,Diretor,RH,Norte,14274.85,2019-12-05,Ativo,56
3748,Funcionário 3748,Analista,Financeiro,Centro-Oeste,12320.33,2016-12-19,Férias,56
3749,Funcionário 3749,Analista,Vendas,Centro-Oeste,20808.14,2024-01-19,Ativo,27
3750,Funcionário 3750,Coordenador,Logística,Sul,18461.12,2016-07-24,Ativo,21
3751,Funcionário 3751,Diretor,TI,Centro-Oeste,4291.11,2020-08-15,Ativo,25
3752,Funcionário 3752,Assistente,Marketing,Centro-Oeste,12865.03,2022-06-20,Ativo,49
3753,Funcionário 3753,Coordenador,TI,Sul,11202.88,2019-09-24,Ativo,20
3754,Funcionário 3754,Gerente,Contabilidade,Norte,2810.2,2016-03-13,Ativo,45
3755,Funcionário 3755,Assistente,TI,Sudeste,8816.91,2022-01-28,Desligado,46
3756,Funcionário 3756,Assistente,Vendas,Nordeste,21005.83,2021-08-03,Ativo,63
3757,Funcionário 3757,Analista,Financeiro,Norte,4812.04,2023-10-10,Ativo,63
3758,Funcionário 3758,Estagiário,TI,Centro-Oeste,17787.83,2022-12-09,Ativo,34
3759,Funcionário 3759,Estagiário,Vendas,Norte,23329.96,2017-09-05,Desligado,55
3760,Funcionário 3760,Coordenador,Contabilidade,Norte,12987.88,2016-10-23,Férias,40
3761,Funcionário 3761,Diretor,Logística,Centro-Oeste,2559.77,2018-04-20,Ativo,44
3762,Funcionário 3762,Analista,Vendas,Nordeste,18597.43,2018-09-03,Ativo,58
3763,Funcionário 3763,Analista,TI,Sul,9665.48,2020-03-18,Ativo,44
3764,Funcionário 3764,Diretor,Logística,Nordeste,6935.51,2022-10-20,Férias,26
3765,Funcionário 3765,Gerente,Logística,Centro-Oeste,2330.94,2024-04-05,Ativo,64
3766,Funcionário 3766,Gerente,RH,Sudeste,16351.9,2017-05-09,Desligado,44
3767,Funcionário 3767,Coordenador,Logística,Norte,6485.99,2016-10-13,Férias,24
3768,Funcionário 3768,Assistente,Contabilidade,Sudeste,6583.62,2020-05-05,Ativo,38
3769,Funcionário 3769,Assistente,Vendas,Norte,6168.93,2023-03-19,Desligado,46
3770,Funcionário 3770,Estagiário,TI,Centro-Oeste,21195.66,2019-03-02,Ativo,63
3771,Funcionário 3771,Diretor,Logística,Centro-Oeste,6496.52,2023-09-07,Ativo,32
3772,Funcionário 3772,Diretor,Financeiro,Nordeste,19880.93,2017-03-05,Ativo,47
3773,Funcionário 3773,Estagiário,RH,Centro-Oeste,20973.56,2022-11-21,Desligado,31
3774,Funcionário 3774,Analista,Financeiro,Sul,6762.03,2019-08-05,Ativo,19
3775,Funcionário 3775,Assistente,Contabilidade,Nordeste,19946.01,2022-05-28,Ativo,38
3776,Funcionário 3776,Analista,TI,Norte,5555.44,2021-01-27,Férias,47
3777,Funcionário 3777,Gerente,Vendas,Sudeste,11297.88,2021-12-22,Ativo,64
3778,Funcionário 3778,Estagiário,RH,Sul,18934.16,2017-01-29,Ativo,54
3779,Funcionário 3779,Gerente,TI,Sul,22703.29,2016-03-13,Ativo,18
3780,Funcionário 3780,Estagiário,RH,Norte,11283.79,2016-04-09,Ativo,61
3781,Funcionário 3781,Assistente,Contabilidade,Nordeste,9581.28,2015-07-12,Férias,50
3782,Funcionário 3782,Estagiário,TI,Norte,20187.95,2019-07-21,Ativo,56
3783,Funcionário 3783,Gerente,Logística,Sudeste,13765.49,2020-05-19,Ativo,37
3784,Funcionário 3784,Coordenador,TI,Sudeste,14333.94,2018-12-15,Ativo,51
3785,Funcionário 3785,Gerente,Logística,Sul,20050.52,2023-09-25,Ativo,54
3786,Funcionário 3786,Estagiário,Vendas,Norte,24201.87,2017-09-06,Desligado,47
3787,Funcionário 3787,Estagiário,Contabilidade,Nordeste,2415.46,2019-03-06,Ativo,65
3788,Funcionário 3788,Assistente,Financeiro,Norte,22996.48,2022-12-27,Desligado,46
3789,Funcionário 3789,Coordenador,Logística,Nordeste,13980.73,2017-05-27,Ativo,50
3790,Funcionário 3790,Gerente,Logística,Norte,15046.3,2021-12-11,Ativo,64
3791,Funcionário 3791,Gerente,TI,Norte,16450.15,2022-11-28,Desligado,26
3792,Funcionário 3792,Gerente,Marketing,Nordeste,20794.1,2016-01-12,Ativo,63
3793,Funcionário 3793,Diretor,Logística,Norte,23174.11,2017-02-18,Ativo,55
3794,Funcionário 3794,Analista,Marketing,Sudeste,17961.21,2023-02-07,Ativo,39
3795,Funcionário 3795,Diretor,RH,Sul,11948.39,2023-08-14,Férias,40
3796,Funcionário 3796,Gerente,TI,Nordeste,8736.78,2022-05-17,Ativo,33
3797,Funcionário 3797,Estagiário,Vendas,Sudeste,24111.32,2019-08-19,Férias,31
3798,Funcionário 3798,Gerente,RH,Sul,15324.88,2021-01-09,Ativo,33
3799,Funcionário 3799,Estagiário,TI,Sudeste,6136.25,2021-03-18,Desligado,36
3800,Funcionário 3800,Analista,RH,Centro-Oeste,12344.82,2024-07-27,Ativo,38
3801,Funcionário 3801,Diretor,Financeiro,Nordeste,14318.58,2020-02-12,Ativo,60
3802,Funcionário 3802,Assistente,TI,Nordeste,16564.18,2015-05-14,Ativo,23
3803,Funcionário 3803,Analista,Marketing,Sul,2089.6,2015-10-21,Férias,63
3804,Funcionário 3804,Assistente,Contabilidade,Sudeste,16860.96,2018-08-11,Férias,34
3805,Funcionário 3805,Assistente,Vendas,Nordeste,18856.5,2016-06-20,Ativo,18
3806,Funcionário 3806,Assistente,Marketing,Centro-Oeste,22193.07,2024-11-13,Ativo,42
3807,Funcionário 3807,Diretor,Marketing,Centro-Oeste,14899.48,2024-04-15,Férias,34
3808,Funcionário 3808,Diretor,Financeiro,Sudeste,24517.05,2016-10-23,Desligado,22
3809,Funcionário 3809,Gerente,Marketing,Sul,19285.01,2020-05-08,Ativo,64
3810,Funcionário 3810,Coordenador,Contabilidade,Centro-Oeste,14208.73,2022-06-21,Férias,48
3811,Funcionário 3811,Diretor,Marketing,Sudeste,7203.0,2020-02-11,Desligado,53
3812,Funcionário 3812,Diretor,Logística,Centro-Oeste,8274.13,2015-04-08,Desligado,51
3813,Funcionário 3813,Gerente,Financeiro,Nordeste,5092.52,2016-03-26,Férias,39
3814,Funcionário 3814,Analista,TI,Sul,16468.33,2017-05-04,Ativo,22
3815,Funcionário 3815,Estagiário,Vendas,Nordeste,14611.48,2020-04-26,Ativo,29
3816,Funcionário 3816,Analista,Logística,Sudeste,7565.6,2018-10-01,Ativo,59
3817,Funcionário 3817,Analista,Vendas,Centro-Oeste,18199.02,2021-03-21,Ativo,49
3818,Funcionário 3818,Estagiário,Financeiro,Sudeste,11231.87,2024-08-16,Desligado,58
3819,Funcionário 3819,Gerente,TI,Sudeste,15462.32,2015-02-02,Férias,21
3820,Funcionário 3820,Coordenador,RH,Sudeste,15784.42,2019-08-25,Ativo,18
3821,Funcionário 3821,Coordenador,Logística,Sul,13247.47,2021-08-26,Ativo,43
3822,Funcionário 3822,Diretor,Contabilidade,Norte,22580.26,2017-08-28,Ativo,20
3823,Funcionário 3823,Gerente,TI,Nordeste,16306.68,2019-08-31,Ativo,61
3824,Funcionário 3824,Assistente,Financeiro,Nordeste,3759.09,2024-02-18,Ativo,52
3825,Funcionário 3825,Diretor,Logística,Sul,24303.4,2023-12-06,Férias,60
3826,Funcionário 3826,Analista,Marketing,Sul,14051.88,2024-08-24,Ativo,19
3827,Funcionário 3827,Estagiário,Marketing,Nordeste,11506.52,2017-03-09,Ativo,25
3828,Funcionário 3828,Assistente,TI,Norte,14809.21,2019-07-05,Férias,52
3829,Funcionário 3829,Assistente,Financeiro,Centro-Oeste,24194.89,2024-04-05,Desligado,43
3830,Funcionário 3830,Estagiário,Vendas,Sul,2244.72,2022-07-16,Ativo,27
3831,Funcionário 3831,Gerente,RH,Sudeste,5468.71,2022-11-26,Ativo,46
3832,Funcionário 3832,Assistente,TI,Sul,22250.71,2023-09-14,Ativo,34
3833,Funcionário 3833,Diretor,TI,Sul,17598.06,2015-02-05,Ativo,29
3834,Funcionário 3834,Diretor,TI,Nordeste,16055.08,2015-05-21,Ativo,34
3835,Funcionário 3835,Coordenador,Marketing,Nordeste,19370.29,2017-10-05,Ativo,20
3836,Funcionário 3836,Diretor,RH,Nordeste,9409.51,2016-05-20,Ativo,21
3837,Funcionário 3837,Coordenador,Vendas,Norte,22567.6,2015-06-04,Ativo,61
3838,Funcionário 3838,Analista,RH,Sudeste,22856.34,2021-10-07,Ativo,56
3839,Funcionário 3839,Gerente,RH,Norte,6523.17,2017-07-23,Ativo,65
3840,Funcionário 3840,Gerente,TI,Nordeste,10756.64,2016-10-25,Ativo,50
3841,Funcionário 3841,Diretor,RH,Norte,5604.47,2015-07-01,Ativo,59
3842,Funcionário 3842,Coordenador,Logística,Nordeste,5742.42,2024-01-24,Ativo,26
3843,Funcionário 3843,Estagiário,Contabilidade,Centro-Oeste,11144.59,2022-03-01,Ativo,43
3844,Funcionário 3844,Assistente,Logística,Sudeste,5172.95,2020-08-15,Ativo,50
3845,Funcionário 3845,Analista,Vendas,Sul,10390.07,2019-12-19,Ativo,55
3846,Funcionário 3846,Diretor,Contabilidade,Sudeste,15960.15,2024-11-27,Ativo,45
3847,Funcionário 3847,Gerente,Contabilidade,Centro-Oeste,11925.69,2017-11-25,Ativo,19
3848,Funcionário 3848,Analista,Financeiro,Nordeste,19611.95,2021-02-12,Desligado,56
3849,Funcionário 3849,Gerente,Financeiro,Norte,4892.39,2015-12-22,Desligado,25
3850,Funcionário 3850,Assistente,Vendas,Sul,15238.49,2016-04-22,Ativo,36
3851,Funcionário 3851,Estagiário,Contabilidade,Nordeste,5858.6,2016-04-27,Ativo,31
3852,Funcionário 3852,Analista,TI,Sul,2820.96,2018-01-02,Ativo,28
3853,Funcionário 3853,Estagiário,TI,Nordeste,7623.1,2015-07-30,Ativo,37
3854,Funcionário 3854,Diretor,Contabilidade,Nordeste,22740.05,2018-12-09,Ativo,36
3855,Funcionário 3855,Coordenador,Marketing,Sul,21017.2,2020-01-15,Ativo,19
